year curveHighRes0361
0 2.021
0 2.069
0 2.116
0 2.147
0 2.155
0 2.156
0 2.202
0 2.24
0 2.25
0 2.3
0 2.324
0 2.362
0 2.373
0 2.388
0 2.389
0 2.4
0 2.412
0 2.417
0 2.422
0 2.432
0 2.478
0 2.524
0 2.528
0 2.533
0 2.579
0 2.607
0 2.631
0 2.663
0 2.703
0 2.719
0 2.721
0 2.726
0 2.77
0 2.804
0 2.84
0 2.849
0 2.894
0 2.919
0 2.925
0 2.965
0 2.973
0 3.005
0 3.028
0 3.074
0 3.079
0 3.116
0 3.126
0 3.133
0 3.162
0 3.166
0 3.181
0 3.229
0 3.269
0 3.284
0 3.315
0 3.357
0 3.397
0 3.398
0 3.409
0 3.419
0 3.465
0 3.488
0 3.528
0 3.577
0 3.598
0 3.685
0 3.686
0 3.793
0 3.82
0 3.886
0 3.985
0 4.084
0 4.228
0 4.408
0 4.49
0 4.689
0 4.784
0 4.89
0 5.039
0 5.045
0 5.205
0 5.365
0 5.454
0 5.565
0 5.58
0 5.589
0 5.595
0 5.642
0 5.854
0 5.956
0 6.008
0 6.042
0 5.919
0 5.807
0 5.73
0 5.604
0 5.516
0 5.365
0 5.297
0 5.151
0 4.972
0 4.894
0 4.907
0 5.083
0 5.285
0 5.334
0 5.527
0 5.603
0 5.696
0 5.91
0 5.925
0 6.095
0 6.251
0 6.412
0 6.507
0 6.713
0 6.77
0 6.926
0 7.128
0 7.142
0 7.181
1 2.04
1 2.071
1 2.076
1 2.096
1 2.102
1 2.12
1 2.169
1 2.204
1 2.23
1 2.253
1 2.299
1 2.348
1 2.36
1 2.364
1 2.391
1 2.396
1 2.417
1 2.445
1 2.471
1 2.509
1 2.532
1 2.547
1 2.582
1 2.605
1 2.609
1 2.625
1 2.667
1 2.709
1 2.758
1 2.773
1 2.799
1 2.848
1 2.868
1 2.907
1 2.913
1 2.956
1 2.98
1 3.006
1 3.011
1 3.036
1 3.049
1 3.086
1 3.1
1 3.127
1 3.153
1 3.191
1 3.21
1 3.249
1 3.289
1 3.307
1 3.315
1 3.337
1 3.386
1 3.436
1 3.476
1 3.489
1 3.535
1 3.547
1 3.567
1 3.583
1 3.602
1 3.626
1 3.64
1 3.744
1 3.777
1 3.803
1 3.945
1 4.163
1 4.292
1 4.327
1 4.351
1 4.514
1 4.581
1 4.71
1 4.926
1 5.13
1 5.29
1 5.393
1 5.498
1 5.683
1 5.776
1 5.923
1 6.106
1 6.205
1 6.216
1 6.347
1 6.403
1 6.406
1 6.282
1 6.202
1 6.125
1 6.11
1 6.088
1 6.008
1 5.887
1 5.714
1 5.516
1 5.497
1 5.694
1 5.865
1 5.894
1 6.06
1 6.195
1 6.429
1 6.677
1 6.843
1 6.883
1 6.988
1 7.162
1 7.279
1 7.408
1 7.547
1 7.72
1 7.759
1 7.777
1 7.778
2 2.004
2 2.032
2 2.081
2 2.088
2 2.092
2 2.136
2 2.18
2 2.196
2 2.238
2 2.262
2 2.307
2 2.333
2 2.377
2 2.388
2 2.414
2 2.42
2 2.421
2 2.425
2 2.457
2 2.469
2 2.505
2 2.538
2 2.55
2 2.563
2 2.587
2 2.602
2 2.64
2 2.666
2 2.714
2 2.755
2 2.765
2 2.769
2 2.812
2 2.838
2 2.849
2 2.869
2 2.877
2 2.88
2 2.886
2 2.917
2 2.928
2 2.941
2 2.963
2 3.004
2 3.009
2 3.058
2 3.068
2 3.072
2 3.083
2 3.121
2 3.164
2 3.197
2 3.236
2 3.249
2 3.269
2 3.3
2 3.35
2 3.393
2 3.404
2 3.421
2 3.532
2 3.692
2 3.832
2 3.982
2 4.07
2 4.09
2 4.21
2 4.342
2 4.361
2 4.545
2 4.73
2 4.811
2 4.993
2 5.091
2 5.189
2 5.377
2 5.433
2 5.475
2 5.651
2 5.774
2 5.869
2 5.906
2 5.919
2 5.947
2 6.019
2 6.119
2 6.161
2 6.191
2 6.141
2 6.112
2 5.968
2 5.793
2 5.792
2 5.769
2 5.657
2 5.586
2 5.398
2 5.355
2 5.3
2 5.435
2 5.607
2 5.848
2 5.943
2 6.07
2 6.32
2 6.542
2 6.686
2 6.748
2 6.966
2 7.017
2 7.093
2 7.19
2 7.323
2 7.533
2 7.566
2 7.575
3 2.029
3 2.062
3 2.108
3 2.124
3 2.166
3 2.203
3 2.215
3 2.235
3 2.284
3 2.301
3 2.319
3 2.359
3 2.389
3 2.391
3 2.402
3 2.427
3 2.449
3 2.472
3 2.475
3 2.522
3 2.544
3 2.59
3 2.623
3 2.628
3 2.671
3 2.718
3 2.718
3 2.728
3 2.772
3 2.794
3 2.83
3 2.863
3 2.869
3 2.906
3 2.907
3 2.928
3 2.93
3 2.945
3 2.948
3 2.961
3 3.002
3 3.016
3 3.047
3 3.07
3 3.073
3 3.075
3 3.107
3 3.112
3 3.123
3 3.155
3 3.191
3 3.235
3 3.254
3 3.272
3 3.3
3 3.307
3 3.328
3 3.345
3 3.39
3 3.404
3 3.449
3 3.466
3 3.66
3 3.86
3 4.027
3 4.118
3 4.337
3 4.494
3 4.576
3 4.598
3 4.754
3 4.865
3 5.01
3 5.095
3 5.121
3 5.304
3 5.341
3 5.434
3 5.55
3 5.764
3 5.785
3 5.957
3 6.127
3 6.142
3 6.233
3 6.444
3 6.617
3 6.82
3 6.915
3 6.929
3 6.938
3 6.847
3 6.635
3 6.442
3 6.436
3 6.277
3 6.063
3 5.884
3 5.827
3 5.814
3 5.608
3 5.679
3 5.935
3 5.992
3 6.224
3 6.336
3 6.342
3 6.432
3 6.485
3 6.519
3 6.632
3 6.773
3 6.875
3 7.019
3 7.259
3 7.322
3 7.43
4 2.026
4 2.046
4 2.046
4 2.053
4 2.061
4 2.092
4 2.118
4 2.164
4 2.165
4 2.173
4 2.193
4 2.195
4 2.233
4 2.259
4 2.28
4 2.328
4 2.333
4 2.336
4 2.369
4 2.397
4 2.412
4 2.433
4 2.46
4 2.473
4 2.473
4 2.474
4 2.513
4 2.537
4 2.562
4 2.582
4 2.602
4 2.62
4 2.62
4 2.636
4 2.662
4 2.697
4 2.7
4 2.742
4 2.752
4 2.802
4 2.817
4 2.848
4 2.862
4 2.863
4 2.884
4 2.92
4 2.944
4 2.965
4 2.974
4 2.99
4 2.994
4 3.002
4 3.029
4 3.074
4 3.104
4 3.137
4 3.167
4 3.195
4 3.211
4 3.245
4 3.282
4 3.328
4 3.429
4 3.465
4 3.546
4 3.573
4 3.707
4 3.802
4 3.983
4 4.121
4 4.15
4 4.284
4 4.434
4 4.532
4 4.748
4 4.827
4 4.908
4 4.945
4 5.081
4 5.186
4 5.29
4 5.314
4 5.407
4 5.417
4 5.424
4 5.52
4 5.625
4 5.79
4 5.617
4 5.585
4 5.565
4 5.46
4 5.307
4 5.261
4 5.132
4 4.979
4 4.921
4 5.171
4 5.309
4 5.412
4 5.476
4 5.596
4 5.596
4 5.722
4 5.883
4 6.113
4 6.357
4 6.401
4 6.435
4 6.535
4 6.674
4 6.826
4 6.855
4 7.038
4 7.044
4 7.093
5 2.046
5 2.08
5 2.108
5 2.109
5 2.152
5 2.156
5 2.168
5 2.181
5 2.231
5 2.247
5 2.253
5 2.293
5 2.313
5 2.341
5 2.377
5 2.411
5 2.414
5 2.419
5 2.457
5 2.484
5 2.503
5 2.543
5 2.582
5 2.59
5 2.612
5 2.655
5 2.658
5 2.69
5 2.731
5 2.737
5 2.766
5 2.809
5 2.828
5 2.853
5 2.868
5 2.878
5 2.907
5 2.919
5 2.923
5 2.928
5 2.937
5 2.946
5 2.987
5 3.036
5 3.051
5 3.053
5 3.087
5 3.13
5 3.158
5 3.191
5 3.211
5 3.213
5 3.243
5 3.277
5 3.305
5 3.347
5 3.361
5 3.386
5 3.411
5 3.423
5 3.444
5 3.493
5 3.498
5 3.529
5 3.653
5 3.842
5 3.903
5 4.005
5 4.123
5 4.248
