year curveHighRes0571
0 2.035
0 2.068
0 2.081
0 2.102
0 2.113
0 2.14
0 2.152
0 2.182
0 2.231
0 2.25
0 2.256
0 2.286
0 2.321
0 2.366
0 2.398
0 2.437
0 2.47
0 2.516
0 2.533
0 2.54
0 2.575
0 2.586
0 2.604
0 2.647
0 2.662
0 2.699
0 2.728
0 2.741
0 2.788
0 2.82
0 2.857
0 2.874
0 2.888
0 2.933
0 2.94
0 2.957
0 2.964
0 2.978
0 2.993
0 2.995
0 3.019
0 3.042
0 3.074
0 3.118
0 3.157
0 3.189
0 3.237
0 3.247
0 3.276
0 3.306
0 3.339
0 3.374
0 3.389
0 3.41
0 3.444
0 3.465
0 3.479
0 3.499
0 3.545
0 3.554
0 3.604
0 3.624
0 3.629
0 3.678
0 3.699
0 3.843
0 4.0
0 4.073
0 4.206
0 4.367
0 4.553
0 4.716
0 4.932
0 5.018
0 5.057
0 5.208
0 5.312
0 5.386
0 5.449
0 5.639
0 5.797
0 5.878
0 5.952
0 6.137
0 6.164
0 6.226
0 6.371
0 6.491
0 6.593
0 6.635
0 6.421
0 6.259
0 6.224
0 6.153
0 6.094
0 5.955
0 5.8
0 5.582
0 5.395
0 5.491
0 5.583
0 5.725
0 5.874
0 5.945
0 6.025
0 6.231
0 6.431
0 6.494
0 6.668
0 6.834
0 6.97
0 6.997
0 7.136
0 7.24
0 7.345
0 7.461
0 7.504
1 2.047
1 2.062
1 2.109
1 2.134
1 2.165
1 2.214
1 2.259
1 2.268
1 2.28
1 2.323
1 2.329
1 2.367
1 2.391
1 2.41
1 2.446
1 2.45
1 2.461
1 2.489
1 2.498
1 2.515
1 2.532
1 2.548
1 2.551
1 2.584
1 2.613
1 2.654
1 2.68
1 2.687
1 2.724
1 2.735
1 2.773
1 2.793
1 2.833
1 2.844
1 2.885
1 2.916
1 2.929
1 2.93
1 2.958
1 2.974
1 2.996
1 3.002
1 3.017
1 3.036
1 3.065
1 3.086
1 3.115
1 3.135
1 3.159
1 3.208
1 3.219
1 3.236
1 3.275
1 3.302
1 3.319
1 3.364
1 3.406
1 3.448
1 3.47
1 3.487
1 3.513
1 3.555
1 3.572
1 3.613
1 3.643
1 3.79
1 4.005
1 4.165
1 4.321
1 4.454
1 4.535
1 4.669
1 4.801
1 4.842
1 4.969
1 4.998
1 5.069
1 5.24
1 5.268
1 5.342
1 5.541
1 5.543
1 5.717
1 5.787
1 5.946
1 6.071
1 6.109
1 6.154
1 6.344
1 6.318
1 6.138
1 5.962
1 5.817
1 5.668
1 5.539
1 5.371
1 5.284
1 5.272
1 5.364
1 5.394
1 5.426
1 5.661
1 5.878
1 6.023
1 6.207
1 6.427
1 6.518
1 6.761
1 6.991
1 7.214
1 7.313
1 7.55
1 7.8
1 7.993
1 8.02
2 2.023
2 2.054
2 2.068
2 2.087
2 2.104
2 2.146
2 2.168
2 2.177
2 2.216
2 2.22
2 2.247
2 2.265
2 2.307
2 2.336
2 2.339
2 2.359
2 2.375
2 2.392
2 2.427
2 2.428
2 2.439
2 2.458
2 2.505
2 2.537
2 2.563
2 2.57
2 2.586
2 2.589
2 2.6
2 2.626
2 2.652
2 2.664
2 2.681
2 2.685
2 2.699
2 2.739
2 2.748
2 2.751
2 2.769
2 2.786
2 2.831
2 2.859
2 2.897
2 2.931
2 2.958
2 2.98
2 3.016
2 3.024
2 3.051
2 3.099
2 3.147
2 3.18
2 3.192
2 3.195
2 3.232
2 3.258
2 3.267
2 3.267
2 3.302
2 3.35
2 3.351
2 3.588
2 3.77
2 3.834
2 3.846
2 4.005
2 4.069
2 4.168
2 4.211
2 4.319
2 4.371
2 4.58
2 4.619
2 4.734
2 4.783
2 4.989
2 4.996
2 5.04
2 5.062
2 5.069
2 5.103
2 5.255
2 5.44
2 5.613
2 5.808
2 5.827
2 6.005
2 6.054
2 5.961
2 5.798
2 5.649
2 5.571
2 5.562
2 5.448
2 5.31
2 5.247
2 5.242
2 5.034
2 5.182
2 5.225
2 5.35
2 5.529
2 5.772
2 5.785
2 5.914
2 6.014
2 6.078
2 6.186
2 6.244
2 6.282
2 6.49
2 6.577
2 6.604
2 6.801
2 6.959
2 6.963
2 6.982
2 6.994
3 2.047
3 2.067
3 2.08
3 2.125
3 2.158
3 2.204
3 2.217
3 2.232
3 2.26
3 2.292
3 2.296
3 2.326
3 2.349
3 2.394
3 2.397
3 2.442
3 2.49
3 2.504
3 2.505
3 2.539
3 2.585
3 2.601
3 2.619
3 2.648
3 2.653
3 2.685
3 2.706
3 2.726
3 2.766
3 2.805
3 2.841
3 2.856
3 2.904
3 2.951
3 2.972
3 3.0
3 3.01
3 3.03
3 3.045
