year curveHighRes0121
0 2.036
0 2.073
0 2.105
0 2.111
0 2.139
0 2.175
0 2.177
0 2.191
0 2.198
0 2.206
0 2.251
0 2.259
0 2.306
0 2.351
0 2.4
0 2.405
0 2.412
0 2.454
0 2.486
0 2.52
0 2.547
0 2.58
0 2.613
0 2.637
0 2.686
0 2.691
0 2.735
0 2.735
0 2.748
0 2.776
0 2.781
0 2.824
0 2.862
0 2.889
0 2.928
0 2.968
0 2.971
0 2.983
0 2.985
0 2.991
0 3.0
0 3.028
0 3.061
0 3.081
0 3.089
0 3.093
0 3.124
0 3.132
0 3.155
0 3.17
0 3.209
0 3.242
0 3.26
0 3.266
0 3.275
0 3.311
0 3.331
0 3.332
0 3.369
0 3.372
0 3.405
0 3.446
0 3.646
0 3.702
0 3.714
0 3.858
0 3.926
0 4.025
0 4.201
0 4.267
0 4.438
0 4.519
0 4.521
0 4.593
0 4.779
0 4.997
0 5.032
0 5.207
0 5.409
0 5.567
0 5.586
0 5.62
0 5.75
0 5.75
0 5.904
0 6.121
0 6.212
0 6.292
0 6.31
0 6.154
0 5.995
0 5.879
0 5.692
0 5.495
0 5.355
0 5.137
0 5.113
0 5.023
0 5.084
0 5.201
0 5.351
0 5.562
0 5.695
0 5.904
0 6.058
0 6.114
0 6.356
0 6.434
0 6.653
0 6.798
0 6.85
0 6.986
0 7.003
0 7.033
0 7.201
0 7.212
0 7.229
1 2.006
1 2.013
1 2.061
1 2.094
1 2.103
1 2.148
1 2.197
1 2.202
1 2.243
1 2.28
1 2.317
1 2.319
1 2.349
1 2.363
1 2.387
1 2.423
1 2.454
1 2.5
1 2.531
1 2.541
1 2.588
1 2.612
1 2.636
1 2.662
1 2.685
1 2.729
1 2.759
1 2.76
1 2.764
1 2.777
1 2.797
1 2.797
1 2.836
1 2.878
1 2.917
1 2.919
1 2.965
1 2.984
1 3.002
1 3.02
1 3.053
1 3.082
1 3.089
1 3.107
1 3.114
1 3.119
1 3.129
1 3.134
1 3.177
1 3.194
1 3.237
1 3.279
1 3.286
1 3.329
1 3.378
1 3.397
1 3.421
1 3.425
1 3.437
1 3.45
1 3.495
1 3.508
1 3.551
1 3.601
1 3.641
1 3.746
1 3.769
1 3.97
1 4.038
1 4.043
1 4.137
1 4.173
1 4.277
1 4.454
1 4.531
1 4.623
1 4.651
1 4.714
1 4.859
1 4.99
1 5.083
1 5.232
1 5.257
1 5.419
1 5.431
1 5.638
1 5.772
1 5.952
1 5.955
1 5.923
1 5.748
1 5.64
1 5.517
1 5.427
1 5.319
1 5.13
1 4.971
1 4.765
1 4.849
1 5.014
1 5.197
1 5.429
1 5.534
1 5.731
1 5.811
1 5.819
1 5.909
1 6.041
1 6.153
1 6.235
1 6.275
1 6.319
1 6.428
1 6.555
1 6.615
1 6.622
1 6.628
2 2.029
2 2.039
2 2.057
2 2.09
2 2.123
2 2.153
2 2.159
2 2.194
2 2.206
2 2.222
2 2.26
2 2.262
2 2.272
2 2.283
2 2.302
2 2.304
2 2.335
2 2.381
2 2.414
2 2.43
2 2.434
2 2.466
2 2.499
2 2.532
2 2.56
2 2.593
2 2.624
2 2.666
2 2.688
2 2.734
2 2.778
2 2.8
2 2.822
2 2.837
2 2.853
2 2.889
2 2.891
2 2.932
2 2.96
2 2.999
2 3.04
2 3.088
2 3.111
2 3.148
2 3.165
2 3.173
2 3.185
2 3.189
2 3.214
2 3.264
2 3.289
2 3.298
2 3.303
2 3.346
2 3.385
2 3.415
2 3.462
2 3.47
2 3.517
2 3.527
2 3.535
2 3.659
2 3.666
2 3.801
2 3.803
2 3.989
2 4.155
2 4.208
2 4.39
2 4.592
2 4.68
2 4.837
2 5.027
2 5.047
2 5.194
2 5.285
2 5.481
2 5.509
2 5.549
2 5.694
2 5.74
2 5.88
2 6.019
2 6.027
2 6.099
2 6.129
2 6.031
2 5.906
2 5.773
2 5.744
2 5.528
2 5.321
2 5.151
2 5.027
2 4.837
2 4.903
2 5.035
2 5.136
2 5.315
2 5.553
2 5.66
2 5.851
2 5.904
2 6.115
2 6.146
2 6.179
2 6.385
2 6.632
2 6.637
2 6.84
2 7.079
2 7.113
2 7.134
3 2.019
3 2.021
3 2.063
3 2.075
3 2.116
3 2.123
3 2.141
3 2.165
3 2.175
3 2.203
3 2.223
3 2.272
3 2.288
3 2.302
3 2.332
3 2.37
3 2.407
3 2.413
3 2.433
3 2.46
3 2.487
3 2.515
3 2.531
3 2.57
3 2.591
3 2.634
3 2.655
3 2.675
3 2.7
3 2.732
3 2.772
3 2.809
3 2.834
3 2.846
3 2.855
3 2.896
3 2.921
3 2.947
3 2.988
3 3.013
3 3.062
3 3.078
3 3.087
3 3.106
3 3.145
3 3.187
3 3.189
3 3.232
3 3.254
3 3.282
3 3.313
3 3.347
3 3.379
3 3.42
3 3.457
3 3.492
3 3.526
3 3.529
3 3.57
3 3.596
3 3.638
3 3.72
3 3.814
3 3.872
3 3.946
3 4.046
3 4.081
3 4.138
3 4.348
3 4.501
3 4.685
3 4.843
3 4.952
3 5.068
3 5.185
3 5.279
3 5.337
3 5.507
3 5.529
3 5.665
3 5.704
3 5.75
3 5.787
3 5.976
3 6.081
3 6.103
3 6.11
3 6.013
3 5.875
3 5.838
3 5.752
3 5.629
3 5.58
3 5.435
3 5.28
3 5.21
3 5.326
3 5.349
3 5.441
3 5.7
3 5.788
3 5.935
3 6.069
3 6.217
3 6.462
3 6.708
3 6.8
3 6.948
3 6.966
3 7.13
3 7.198
3 7.215
3 7.312
3 7.343
3 7.348
3 7.351
4 2.023
4 2.07
4 2.112
4 2.152
4 2.202
4 2.22
4 2.229
4 2.262
4 2.285
4 2.309
4 2.352
4 2.38
4 2.41
4 2.45
4 2.462
4 2.495
4 2.521
4 2.549
4 2.563
4 2.573
4 2.618
4 2.654
4 2.68
4 2.722
4 2.766
4 2.778
4 2.804
4 2.82
4 2.868
4 2.883
4 2.897
4 2.939
4 2.97
4 2.975
4 2.994
4 3.035
4 3.058
4 3.091
4 3.099
4 3.109
4 3.153
4 3.164
4 3.191
4 3.219
4 3.265
4 3.272
4 3.292
4 3.297
4 3.331
4 3.34
4 3.363
4 3.392
4 3.403
4 3.428
4 3.464
4 3.5
4 3.538
4 3.56
4 3.595
4 3.635
4 3.651
4 3.683
4 3.724
4 3.746
4 3.765
4 3.876
4 4.061
4 4.195
4 4.343
4 4.414
4 4.47
4 4.543
4 4.625
4 4.765
4 4.953
4 4.965
4 5.172
4 5.385
4 5.559
4 5.587
4 5.644
4 5.859
4 5.98
4 6.028
4 6.065
4 6.065
4 6.265
4 6.447
4 6.555
4 6.699
4 6.901
4 6.942
4 6.991
4 6.823
4 6.751
4 6.659
4 6.571
4 6.377
4 6.279
4 6.077
4 5.95
4 5.782
4 5.95
4 6.047
4 6.247
4 6.359
4 6.6
4 6.658
4 6.914
4 6.987
4 7.047
4 7.095
4 7.222
4 7.373
4 7.432
4 7.59
4 7.801
4 7.922
4 8.053
5 2.018
5 2.023
5 2.042
5 2.09
5 2.133
5 2.179
5 2.2
5 2.24
5 2.263
5 2.279
5 2.309
5 2.354
5 2.382
5 2.417
5 2.452
5 2.462
5 2.475
5 2.522
5 2.523
5 2.548
5 2.558
5 2.606
