year curveHighRes0531
0 2.033
0 2.081
0 2.097
0 2.143
0 2.185
0 2.192
0 2.23
0 2.236
0 2.269
0 2.299
0 2.34
0 2.378
0 2.397
0 2.418
0 2.433
0 2.451
0 2.461
0 2.485
0 2.517
0 2.548
0 2.567
0 2.607
0 2.625
0 2.651
0 2.668
0 2.675
0 2.694
0 2.731
0 2.771
0 2.818
0 2.819
0 2.85
0 2.892
0 2.93
0 2.947
0 2.997
0 3.008
0 3.03
0 3.072
0 3.098
0 3.121
0 3.135
0 3.156
0 3.163
0 3.172
0 3.201
0 3.241
0 3.26
0 3.307
0 3.351
0 3.4
0 3.432
0 3.468
0 3.492
0 3.512
0 3.529
0 3.555
0 3.566
0 3.59
0 3.637
0 3.82
0 4.016
0 4.113
0 4.328
0 4.37
0 4.502
0 4.508
0 4.689
0 4.736
0 4.942
0 5.107
0 5.145
0 5.227
0 5.308
0 5.378
0 5.477
0 5.588
0 5.738
0 5.871
0 6.053
0 6.227
0 6.263
0 6.473
0 6.567
0 6.743
0 6.897
0 6.902
0 6.896
0 6.803
0 6.775
0 6.581
0 6.502
0 6.286
0 6.096
0 6.007
0 5.998
0 5.801
0 5.873
0 6.034
0 6.125
0 6.158
0 6.407
0 6.49
0 6.695
0 6.858
0 6.898
0 6.982
0 7.173
0 7.359
0 7.387
0 7.571
0 7.661
1 2.018
1 2.064
1 2.079
1 2.122
1 2.16
1 2.201
1 2.244
1 2.246
1 2.267
1 2.282
1 2.328
1 2.341
1 2.383
1 2.406
1 2.413
1 2.447
1 2.478
1 2.489
1 2.538
1 2.546
1 2.551
1 2.567
1 2.59
1 2.635
1 2.641
1 2.673
1 2.699
1 2.723
1 2.753
1 2.764
1 2.795
1 2.808
1 2.831
1 2.852
1 2.865
1 2.872
1 2.92
1 2.931
1 2.935
1 2.941
1 2.968
1 3.017
1 3.027
1 3.055
1 3.067
1 3.1
1 3.112
1 3.131
1 3.137
1 3.154
1 3.201
1 3.23
1 3.25
1 3.299
1 3.331
1 3.34
1 3.37
1 3.38
1 3.387
1 3.433
1 3.451
1 3.467
1 3.503
1 3.526
1 3.552
1 3.774
1 3.907
1 3.909
1 3.922
1 3.948
1 4.022
1 4.038
1 4.245
1 4.302
1 4.479
1 4.601
1 4.809
1 4.879
1 4.945
1 5.043
1 5.178
1 5.204
1 5.403
1 5.555
1 5.759
1 5.769
1 5.78
1 5.997
1 6.197
1 6.201
1 6.165
1 6.084
1 6.026
1 5.912
1 5.819
1 5.811
1 5.751
1 5.536
1 5.354
1 5.555
1 5.566
1 5.621
1 5.832
1 5.868
1 6.065
1 6.224
1 6.251
1 6.49
1 6.719
1 6.736
1 6.91
1 6.958
1 7.103
1 7.113
1 7.366
1 7.436
2 2.002
2 2.017
2 2.035
2 2.081
2 2.116
2 2.165
2 2.2
2 2.229
2 2.25
2 2.269
2 2.292
2 2.316
2 2.358
2 2.403
2 2.408
2 2.456
2 2.504
2 2.509
2 2.554
2 2.582
2 2.614
2 2.65
2 2.67
2 2.677
2 2.71
2 2.732
2 2.76
2 2.778
2 2.818
2 2.845
2 2.868
2 2.882
2 2.889
2 2.93
2 2.952
2 2.986
2 3.024
2 3.073
2 3.101
2 3.119
2 3.166
2 3.176
2 3.206
2 3.243
2 3.246
2 3.257
2 3.304
2 3.353
2 3.396
2 3.427
2 3.444
2 3.449
2 3.46
2 3.468
2 3.493
2 3.54
2 3.542
2 3.562
2 3.596
2 3.632
2 3.677
2 3.726
2 3.732
2 3.766
2 3.804
2 4.03
2 4.161
2 4.265
2 4.462
2 4.508
2 4.529
2 4.728
2 4.855
2 4.934
2 4.981
2 5.171
2 5.334
