year curveHighRes0381
0 2.019
0 2.053
0 2.09
0 2.106
0 2.123
0 2.148
0 2.182
0 2.208
0 2.248
0 2.278
0 2.292
0 2.307
0 2.351
0 2.36
0 2.391
0 2.392
0 2.42
0 2.455
0 2.463
0 2.48
0 2.488
0 2.528
0 2.559
0 2.567
0 2.582
0 2.584
0 2.626
0 2.64
0 2.652
0 2.665
0 2.678
0 2.72
0 2.722
0 2.768
0 2.789
0 2.814
0 2.831
0 2.858
0 2.892
0 2.918
0 2.929
0 2.956
0 2.968
0 3.001
0 3.023
0 3.042
0 3.076
0 3.097
0 3.115
0 3.143
0 3.179
0 3.214
0 3.23
0 3.268
0 3.308
0 3.349
0 3.361
0 3.382
0 3.407
0 3.445
0 3.483
0 3.505
0 3.533
0 3.558
0 3.635
0 3.683
0 3.806
0 3.994
0 4.086
0 4.203
0 4.305
0 4.374
0 4.538
0 4.736
0 4.94
0 5.019
0 5.021
0 5.151
0 5.371
0 5.59
0 5.659
0 5.833
0 5.948
0 6.122
0 6.175
0 6.206
0 6.343
0 6.451
0 6.57
0 6.689
0 6.73
0 6.705
0 6.499
0 6.498
0 6.495
0 6.344
0 6.198
0 6.012
0 5.82
0 5.738
0 5.947
0 6.158
0 6.396
0 6.525
0 6.546
0 6.625
0 6.756
0 6.915
0 6.979
0 7.032
0 7.222
0 7.301
0 7.391
0 7.585
0 7.645
0 7.858
0 7.995
1 2.05
1 2.082
1 2.09
1 2.121
1 2.143
1 2.153
1 2.161
1 2.177
1 2.194
1 2.24
1 2.241
1 2.285
1 2.335
1 2.382
1 2.395
1 2.414
1 2.426
1 2.447
1 2.495
1 2.534
1 2.563
1 2.599
1 2.62
1 2.626
1 2.646
1 2.653
1 2.669
1 2.691
1 2.699
1 2.719
1 2.723
1 2.746
1 2.761
1 2.78
1 2.81
1 2.837
1 2.874
1 2.897
1 2.92
1 2.92
1 2.934
1 2.975
1 2.995
1 3.03
1 3.063
1 3.088
1 3.093
1 3.105
1 3.122
1 3.155
1 3.16
