year curveHighRes0141
0 2.016
0 2.048
0 2.065
0 2.073
0 2.11
0 2.13
0 2.131
0 2.162
0 2.198
0 2.224
0 2.271
0 2.277
0 2.313
0 2.318
0 2.366
0 2.397
0 2.432
0 2.469
0 2.472
0 2.479
0 2.501
0 2.527
0 2.576
0 2.58
0 2.605
0 2.648
0 2.684
0 2.693
0 2.723
0 2.724
0 2.754
0 2.761
0 2.798
0 2.82
0 2.85
0 2.889
0 2.921
0 2.935
0 2.982
0 2.982
0 3.02
0 3.021
0 3.06
0 3.105
0 3.118
0 3.141
0 3.143
0 3.192
0 3.194
0 3.196
0 3.216
0 3.247
0 3.247
0 3.292
0 3.321
0 3.355
0 3.358
0 3.364
0 3.367
0 3.389
0 3.404
0 3.413
0 3.422
0 3.428
0 3.444
0 3.489
0 3.568
0 3.683
0 3.869
0 4.046
0 4.209
0 4.322
0 4.526
0 4.585
0 4.767
0 4.983
0 4.992
0 5.175
0 5.264
0 5.34
0 5.502
0 5.53
0 5.696
0 5.861
0 6.004
0 6.047
0 6.256
0 6.461
0 6.528
0 6.538
0 6.505
0 6.386
0 6.386
0 6.346
0 6.235
0 6.127
0 5.94
0 5.797
0 5.611
0 5.891
0 6.025
0 6.101
0 6.325
0 6.508
0 6.667
0 6.766
0 6.947
0 6.978
0 7.181
0 7.325
0 7.328
0 7.382
0 7.58
0 7.767
0 7.942
0 8.043
1 2.045
1 2.069
1 2.096
1 2.136
1 2.149
1 2.191
1 2.216
1 2.264
1 2.279
1 2.295
1 2.33
1 2.356
1 2.391
1 2.415
1 2.453
1 2.478
1 2.489
1 2.492
1 2.512
1 2.562
1 2.611
1 2.627
1 2.629
1 2.654
1 2.656
1 2.669
1 2.701
1 2.702
1 2.713
1 2.72
1 2.737
1 2.78
1 2.79
1 2.813
1 2.861
1 2.889
1 2.917
1 2.92
1 2.961
1 2.999
1 3.039
1 3.058
1 3.077
1 3.094
1 3.144
1 3.157
1 3.185
1 3.217
1 3.245
1 3.292
1 3.307
1 3.321
1 3.359
1 3.362
1 3.376
1 3.385
1 3.41
1 3.427
1 3.428
1 3.476
1 3.494
1 3.531
1 3.581
1 3.613
1 3.799
1 3.863
1 3.98
1 4.084
1 4.108
1 4.287
1 4.463
1 4.48
1 4.67
1 4.718
1 4.751
1 4.795
1 4.969
1 5.166
1 5.382
1 5.402
1 5.551
1 5.652
1 5.66
1 5.844
1 5.891
1 6.07
1 6.136
1 6.161
1 6.173
1 6.165
1 6.003
1 5.81
1 5.594
1 5.512
1 5.335
1 5.135
1 5.002
1 4.956
1 4.902
1 5.027
1 5.23
1 5.429
1 5.456
1 5.623
1 5.822
1 5.904
1 5.959
1 6.217
1 6.401
1 6.66
1 6.768
1 6.892
1 6.923
1 7.08
1 7.183
1 7.205
2 2.012
2 2.03
2 2.065
2 2.104
2 2.148
2 2.166
2 2.206
2 2.246
2 2.259
