year curveHighRes0311
0 2.029
0 2.037
0 2.049
0 2.082
0 2.092
0 2.118
0 2.137
0 2.173
0 2.181
0 2.202
0 2.251
0 2.292
0 2.295
0 2.325
0 2.354
0 2.389
0 2.422
0 2.442
0 2.48
0 2.521
0 2.565
0 2.594
0 2.629
0 2.649
0 2.675
0 2.686
0 2.694
0 2.72
0 2.735
0 2.739
0 2.772
0 2.776
0 2.811
0 2.831
0 2.855
0 2.86
0 2.9
0 2.926
0 2.944
0 2.962
0 3.007
0 3.025
0 3.038
0 3.067
0 3.097
0 3.117
0 3.143
0 3.191
0 3.234
0 3.27
0 3.31
0 3.346
0 3.375
0 3.376
0 3.423
0 3.467
0 3.506
0 3.521
0 3.531
0 3.571
0 3.745
0 3.896
0 4.091
0 4.141
0 4.158
0 4.159
0 4.274
0 4.36
0 4.514
0 4.589
0 4.684
0 4.899
0 5.093
0 5.128
0 5.286
0 5.316
0 5.467
0 5.615
0 5.829
0 6.011
0 6.025
0 6.143
0 6.307
0 6.488
0 6.696
0 6.799
0 6.943
0 6.973
0 6.976
0 6.889
0 6.708
0 6.54
0 6.404
0 6.284
0 6.283
0 6.165
0 6.078
0 5.9
0 5.889
0 6.025
0 6.146
0 6.268
0 6.396
0 6.565
0 6.681
0 6.929
0 7.003
0 7.166
0 7.175
0 7.256
0 7.439
0 7.581
0 7.685
0 7.732
0 7.801
0 7.997
0 8.002
1 2.019
1 2.028
1 2.045
1 2.065
1 2.069
1 2.079
1 2.119
1 2.149
1 2.194
1 2.206
1 2.24
1 2.249
1 2.295
1 2.344
1 2.358
1 2.368
1 2.397
1 2.402
1 2.435
1 2.475
1 2.494
1 2.496
1 2.506
1 2.541
1 2.587
1 2.634
1 2.643
1 2.689
1 2.724
1 2.733
1 2.773
1 2.774
1 2.808
1 2.816
1 2.852
1 2.897
1 2.909
1 2.948
1 2.986
1 3.006
1 3.04
1 3.072
1 3.098
1 3.123
1 3.157
1 3.19
1 3.21
1 3.241
1 3.265
1 3.288
1 3.304
1 3.354
1 3.399
1 3.42
1 3.447
1 3.458
1 3.493
1 3.502
1 3.521
1 3.523
1 3.54
1 3.58
1 3.753
1 3.94
1 3.945
1 4.059
1 4.243
1 4.424
1 4.425
1 4.566
1 4.731
1 4.94
1 5.073
1 5.113
1 5.217
1 5.273
1 5.365
1 5.557
1 5.736
1 5.873
1 5.973
1 6.188
1 6.292
1 6.496
1 6.583
1 6.629
1 6.678
1 6.466
1 6.262
1 6.22
1 6.124
1 6.008
1 5.851
1 5.676
1 5.539
1 5.339
1 5.519
1 5.658
1 5.747
1 5.89
1 6.089
1 6.186
1 6.2
1 6.454
1 6.636
1 6.744
1 6.919
1 7.117
1 7.28
1 7.452
1 7.509
1 7.51
1 7.543
2 2.013
2 2.028
2 2.044
2 2.062
2 2.081
2 2.093
2 2.142
2 2.183
2 2.196
2 2.208
2 2.215
2 2.218
2 2.222
2 2.227
2 2.275
2 2.28
2 2.321
2 2.34
2 2.384
2 2.394
2 2.416
2 2.444
2 2.474
2 2.512
2 2.547
2 2.593
2 2.602
2 2.636
2 2.659
2 2.664
2 2.675
2 2.682
2 2.729
2 2.75
2 2.787
2 2.826
2 2.858
2 2.894
2 2.924
2 2.951
2 2.959
2 3.006
2 3.037
2 3.064
2 3.076
2 3.121
2 3.158
2 3.186
2 3.234
2 3.253
2 3.256
2 3.3
2 3.328
2 3.329
2 3.374
2 3.383
2 3.424
2 3.425
2 3.465
2 3.497
2 3.501
2 3.524
2 3.55
2 3.593
2 3.691
2 3.855
2 3.912
2 4.009
2 4.012
2 4.214
2 4.412
2 4.597
2 4.776
2 4.969
2 5.17
2 5.222
2 5.24
2 5.305
2 5.343
2 5.403
2 5.422
2 5.602
2 5.72
2 5.826
2 6.012
2 6.044
2 6.232
2 6.403
2 6.429
2 6.625
2 6.654
2 6.668
2 6.661
2 6.525
2 6.483
2 6.429
2 6.363
2 6.322
2 6.128
2 5.91
2 5.763
2 5.989
