year curveHighRes0341
0 2.017
0 2.041
0 2.073
0 2.081
0 2.127
0 2.151
0 2.182
0 2.198
0 2.211
0 2.247
0 2.25
0 2.257
0 2.298
0 2.33
0 2.358
0 2.401
0 2.445
0 2.494
0 2.506
0 2.523
0 2.54
0 2.573
0 2.582
0 2.613
0 2.65
0 2.654
0 2.66
0 2.706
0 2.734
0 2.742
0 2.768
0 2.809
0 2.856
0 2.866
0 2.897
0 2.937
0 2.983
0 3.011
0 3.039
0 3.044
0 3.059
0 3.073
0 3.083
0 3.098
0 3.103
0 3.111
0 3.15
0 3.164
0 3.204
0 3.206
0 3.211
0 3.213
0 3.219
0 3.241
0 3.261
0 3.271
0 3.301
0 3.304
0 3.322
0 3.35
0 3.367
0 3.408
0 3.65
0 3.734
0 3.82
0 3.924
0 4.051
0 4.15
0 4.334
0 4.438
0 4.496
0 4.526
0 4.577
0 4.785
0 4.934
0 5.14
0 5.182
0 5.291
0 5.375
0 5.38
0 5.383
0 5.537
0 5.55
0 5.627
0 5.638
0 5.828
0 5.908
0 5.942
0 5.946
0 5.921
0 5.743
0 5.675
0 5.628
0 5.445
0 5.396
0 5.385
0 5.308
0 5.234
0 5.215
0 5.272
0 5.388
0 5.507
0 5.729
0 5.988
0 6.046
0 6.214
0 6.426
0 6.44
0 6.457
0 6.7
0 6.71
0 6.799
0 7.004
0 7.137
0 7.365
1 2.026
1 2.05
1 2.071
1 2.074
1 2.079
1 2.105
1 2.141
1 2.185
1 2.232
1 2.273
1 2.295
1 2.301
1 2.309
1 2.339
1 2.359
1 2.378
1 2.426
1 2.47
1 2.509
1 2.53
1 2.551
1 2.554
1 2.599
1 2.615
1 2.642
1 2.679
1 2.714
1 2.76
1 2.765
1 2.782
1 2.826
1 2.836
1 2.847
1 2.868
1 2.918
1 2.947
1 2.954
1 2.968
1 3.002
1 3.015
1 3.047
1 3.096
1 3.11
1 3.152
1 3.188
1 3.232
1 3.239
1 3.246
1 3.268
1 3.3
1 3.301
1 3.311
1 3.343
1 3.345
1 3.386
1 3.433
1 3.441
1 3.486
1 3.527
1 3.53
1 3.559
1 3.591
1 3.636
1 3.665
1 3.693
1 3.91
1 4.082
1 4.245
1 4.329
1 4.462
1 4.613
1 4.71
1 4.881
1 4.981
1 5.093
1 5.228
1 5.283
1 5.297
1 5.461
1 5.652
1 5.711
1 5.808
1 5.89
1 6.071
1 6.125
1 6.195
1 6.217
1 6.393
1 6.581
1 6.582
1 6.593
1 6.567
1 6.545
1 6.368
1 6.236
1 6.066
1 5.921
1 5.779
1 5.634
1 5.546
1 5.796
1 6.045
1 6.269
1 6.287
1 6.358
1 6.518
1 6.603
1 6.643
1 6.879
1 6.939
1 7.039
1 7.079
1 7.113
1 7.249
1 7.308
1 7.348
1 7.6
2 2.047
2 2.057
2 2.099
2 2.145
2 2.194
2 2.239
2 2.274
2 2.28
2 2.298
2 2.336
2 2.349
2 2.357
2 2.4
2 2.448
2 2.451
2 2.475
2 2.478
2 2.494
2 2.533
2 2.574
2 2.617
2 2.625
2 2.662
2 2.71
2 2.739
2 2.778
2 2.783
2 2.805
2 2.852
2 2.891
2 2.932
2 2.954
2 2.98
2 3.006
2 3.043
2 3.054
2 3.062
2 3.096
2 3.117
2 3.142
2 3.163
2 3.166
2 3.166
2 3.193
2 3.193
2 3.204
2 3.236
2 3.275
2 3.301
2 3.302
2 3.321
2 3.329
2 3.336
2 3.379
2 3.424
2 3.43
2 3.451
2 3.456
2 3.492
2 3.541
2 3.578
2 3.578
2 3.592
2 3.638
2 3.752
2 3.903
2 3.972
2 4.023
2 4.168
2 4.322
2 4.541
2 4.724
2 4.915
2 4.973
2 5.167
2 5.379
2 5.568
2 5.684
2 5.878
2 6.006
2 6.165
2 6.375
2 6.458
2 6.57
2 6.622
2 6.715
2 6.786
2 6.814
2 6.848
2 6.895
2 6.861
2 6.664
2 6.546
2 6.432
2 6.322
2 6.321
2 6.148
2 6.0
2 5.92
2 5.731
2 5.987
2 6.042
2 6.291
2 6.426
2 6.647
2 6.789
2 7.019
2 7.276
2 7.34
2 7.371
2 7.51
2 7.552
2 7.654
2 7.839
2 7.895
2 8.001
2 8.032
2 8.066
3 2.026
3 2.064
3 2.089
3 2.117
3 2.161
3 2.179
3 2.214
3 2.258
3 2.297
3 2.308
3 2.344
3 2.386
3 2.431
3 2.464
3 2.484
3 2.515
3 2.549
3 2.581
3 2.603
3 2.609
3 2.632
3 2.661
3 2.68
3 2.69
3 2.716
3 2.761
3 2.783
3 2.791
3 2.821
3 2.849
3 2.871
3 2.873
3 2.911
3 2.914
3 2.945
3 2.958
3 3.007
3 3.027
3 3.067
3 3.112
3 3.12
3 3.159
3 3.163
3 3.21
3 3.223
3 3.225
3 3.23
3 3.265
3 3.301
3 3.307
3 3.322
3 3.367
3 3.389
3 3.43
3 3.449
3 3.472
3 3.486
3 3.509
3 3.515
3 3.523
3 3.546
3 3.594
3 3.622
3 3.665
3 3.676
3 3.856
3 3.876
3 3.9
3 3.989
3 4.207
3 4.21
3 4.238
3 4.396
3 4.579
3 4.623
3 4.726
3 4.767
3 4.851
3 5.011
3 5.051
3 5.195
3 5.37
3 5.491
3 5.655
3 5.792
3 5.94
3 6.056
3 6.112
3 6.328
3 6.367
3 6.41
3 6.207
3 6.068
3 5.93
3 5.9
3 5.885
3 5.881
