year curveHighRes0171
0 2.048
0 2.079
0 2.085
0 2.119
0 2.121
0 2.134
0 2.169
0 2.189
0 2.215
0 2.226
0 2.27
0 2.3
0 2.301
0 2.323
0 2.341
0 2.354
0 2.38
0 2.405
0 2.44
0 2.487
0 2.506
0 2.536
0 2.572
0 2.599
0 2.649
0 2.673
0 2.691
0 2.701
0 2.722
0 2.746
0 2.785
0 2.826
0 2.844
0 2.856
0 2.895
0 2.9
0 2.932
0 2.981
0 3.002
0 3.028
0 3.047
0 3.061
0 3.083
0 3.125
0 3.146
0 3.158
0 3.193
0 3.201
0 3.233
0 3.253
0 3.297
0 3.312
0 3.348
0 3.397
0 3.41
0 3.414
0 3.425
0 3.452
0 3.486
0 3.534
0 3.539
0 3.584
0 3.787
0 3.79
0 3.863
0 4.033
0 4.053
0 4.107
0 4.157
0 4.174
0 4.236
0 4.359
0 4.541
0 4.626
0 4.646
0 4.682
0 4.788
0 4.84
0 4.893
0 4.96
0 5.175
0 5.201
0 5.307
0 5.328
0 5.422
0 5.505
0 5.506
0 5.721
0 5.737
0 5.743
0 5.569
0 5.397
0 5.389
0 5.337
0 5.134
0 5.064
0 4.873
0 4.741
0 4.583
0 4.773
0 4.992
0 5.071
0 5.072
0 5.179
0 5.4
0 5.535
0 5.571
0 5.575
0 5.831
0 5.95
0 6.14
0 6.189
0 6.215
0 6.327
0 6.397
1 2.017
1 2.037
1 2.065
1 2.105
1 2.145
1 2.152
1 2.197
1 2.238
1 2.253
1 2.255
1 2.273
1 2.301
1 2.327
1 2.35
1 2.363
1 2.375
1 2.387
1 2.413
1 2.458
1 2.479
1 2.498
1 2.513
1 2.526
1 2.566
1 2.611
1 2.642
1 2.655
1 2.693
1 2.702
1 2.708
1 2.741
1 2.75
1 2.784
1 2.815
1 2.848
1 2.866
1 2.884
1 2.927
1 2.975
1 3.01
1 3.014
1 3.038
1 3.04
1 3.059
1 3.091
1 3.103
1 3.127
1 3.167
1 3.185
1 3.214
1 3.228
1 3.275
1 3.3
1 3.323
1 3.367
1 3.417
1 3.428
1 3.439
1 3.465
1 3.48
1 3.495
1 3.537
1 3.546
1 3.704
1 3.901
1 4.0
1 4.027
1 4.046
1 4.18
1 4.393
1 4.601
1 4.701
1 4.716
1 4.79
1 4.852
1 4.945
1 4.959
1 4.975
1 5.154
1 5.336
1 5.39
1 5.503
1 5.688
1 5.896
1 5.913
1 6.105
1 6.303
1 6.336
1 6.189
1 6.123
1 6.055
1 6.002
1 5.925
1 5.794
1 5.754
1 5.73
1 5.628
1 5.845
1 5.998
1 6.086
1 6.198
1 6.442
1 6.566
1 6.642
1 6.666
1 6.736
1 6.894
1 7.019
1 7.16
1 7.407
1 7.601
1 7.839
1 7.956
2 2.024
2 2.045
2 2.068
2 2.069
2 2.109
2 2.111
2 2.147
2 2.157
2 2.192
2 2.241
2 2.256
2 2.294
2 2.304
2 2.346
2 2.379
2 2.424
2 2.458
2 2.505
2 2.542
2 2.586
2 2.593
2 2.621
2 2.648
2 2.651
2 2.69
2 2.7
2 2.733
2 2.751
2 2.788
2 2.82
2 2.84
2 2.855
2 2.877
2 2.914
2 2.952
2 2.977
2 3.007
2 3.033
2 3.062
2 3.11
2 3.135
2 3.182
2 3.199
2 3.212
2 3.243
2 3.283
2 3.319
2 3.33
2 3.348
2 3.398
2 3.427
2 3.456
2 3.492
2 3.537
2 3.542
2 3.59
2 3.59
2 3.596
2 3.605
2 3.606
2 3.619
2 3.665
2 3.703
2 3.846
2 4.049
2 4.182
2 4.374
2 4.477
2 4.506
2 4.606
2 4.733
2 4.854
2 4.862
2 5.022
2 5.138
2 5.167
2 5.204
2 5.351
2 5.522
2 5.635
2 5.737
2 5.849
2 6.042
2 6.095
2 6.106
2 6.152
2 6.241
2 6.283
2 6.238
2 6.139
2 6.016
2 5.835
2 5.817
2 5.686
2 5.669
2 5.461
2 5.303
2 5.165
2 5.222
2 5.26
2 5.408
