year curveHighRes0331
0 2.037
0 2.049
0 2.079
0 2.094
0 2.126
0 2.169
0 2.19
0 2.219
0 2.227
0 2.264
0 2.273
0 2.31
0 2.312
0 2.314
0 2.327
0 2.331
0 2.374
0 2.42
0 2.46
0 2.462
0 2.487
0 2.504
0 2.511
0 2.523
0 2.572
0 2.579
0 2.584
0 2.602
0 2.602
0 2.609
0 2.611
0 2.622
0 2.639
0 2.681
0 2.693
0 2.706
0 2.735
0 2.756
0 2.76
0 2.776
0 2.782
0 2.825
0 2.849
0 2.854
0 2.901
0 2.92
0 2.937
0 2.94
0 2.958
0 2.977
0 2.985
0 3.003
0 3.048
0 3.097
0 3.13
0 3.178
0 3.192
0 3.195
0 3.2
0 3.207
0 3.215
0 3.24
0 3.262
0 3.315
0 3.418
0 3.638
0 3.681
0 3.89
0 3.898
0 4.042
0 4.214
0 4.421
0 4.485
0 4.696
0 4.73
0 4.844
0 4.947
0 5.065
0 5.266
0 5.333
0 5.425
0 5.549
0 5.685
0 5.81
0 5.976
0 6.154
0 6.234
0 6.353
0 6.412
0 6.397
0 6.384
0 6.216
0 6.155
0 5.974
0 5.76
0 5.656
0 5.467
0 5.459
0 5.667
0 5.926
0 6.07
0 6.322
0 6.426
0 6.557
0 6.619
0 6.846
0 6.929
0 7.001
0 7.223
0 7.324
0 7.487
0 7.495
0 7.739
0 7.748
1 2.033
1 2.034
1 2.034
1 2.06
1 2.105
1 2.108
1 2.15
1 2.153
1 2.173
1 2.186
1 2.221
1 2.267
1 2.275
1 2.288
1 2.309
1 2.336
1 2.363
1 2.39
1 2.394
1 2.401
1 2.432
1 2.471
1 2.508
1 2.543
1 2.582
1 2.593
1 2.636
1 2.678
1 2.702
1 2.737
1 2.753
1 2.774
1 2.804
1 2.845
1 2.893
1 2.916
1 2.945
1 2.977
1 3.001
1 3.034
1 3.074
1 3.087
1 3.1
1 3.132
1 3.146
1 3.155
1 3.173
1 3.202
1 3.212
1 3.248
1 3.289
1 3.329
1 3.339
1 3.371
1 3.421
1 3.435
1 3.441
1 3.441
1 3.47
1 3.517
1 3.549
1 3.753
1 3.831
1 4.036
1 4.093
1 4.287
1 4.429
1 4.446
1 4.556
1 4.73
1 4.889
1 5.037
1 5.071
1 5.288
1 5.472
1 5.476
1 5.485
1 5.598
1 5.815
1 5.825
1 5.829
1 5.95
1 5.997
1 6.053
1 6.134
1 6.319
1 6.43
1 6.601
1 6.674
1 6.717
1 6.571
1 6.445
1 6.435
1 6.376
1 6.188
1 6.149
1 5.976
1 5.818
1 5.602
1 5.41
1 5.489
1 5.515
1 5.689
1 5.756
1 5.987
1 6.241
1 6.447
1 6.575
1 6.713
1 6.96
1 7.016
1 7.094
1 7.208
1 7.215
1 7.36
2 2.043
2 2.068
2 2.081
2 2.126
2 2.139
2 2.181
2 2.185
2 2.225
2 2.247
2 2.253
2 2.258
2 2.307
2 2.331
2 2.336
2 2.372
2 2.408
2 2.439
2 2.483
2 2.509
2 2.531
2 2.558
2 2.558
2 2.57
2 2.579
2 2.607
2 2.647
2 2.681
2 2.711
2 2.753
2 2.785
2 2.832
2 2.87
2 2.907
2 2.931
2 2.934
2 2.975
2 3.013
2 3.033
2 3.043
2 3.078
2 3.084
2 3.099
2 3.119
2 3.16
2 3.195
2 3.199
2 3.204
2 3.243
2 3.282
2 3.321
2 3.327
2 3.34
2 3.35
2 3.373
2 3.408
2 3.443
2 3.467
2 3.481
2 3.527
2 3.539
2 3.566
2 3.58
2 3.719
2 3.858
2 3.899
2 3.906
2 3.957
2 3.996
2 4.031
2 4.156
2 4.258
2 4.301
2 4.354
2 4.518
2 4.532
2 4.581
2 4.609
2 4.717
2 4.859
2 5.006
2 5.144
2 5.337
2 5.396
2 5.604
2 5.71
2 5.929
2 6.14
2 6.215
2 6.219
2 6.085
2 6.02
2 5.91
2 5.757
2 5.671
2 5.535
2 5.423
2 5.289
2 5.233
2 5.028
2 5.218
2 5.322
2 5.579
2 5.838
2 6.097
2 6.206
2 6.232
2 6.417
2 6.482
2 6.611
2 6.646
2 6.668
2 6.865
2 7.06
2 7.195
2 7.302
2 7.41
3 2.009
3 2.018
3 2.055
3 2.097
3 2.138
3 2.179
3 2.184
3 2.228
3 2.263
3 2.282
3 2.313
3 2.36
3 2.382
3 2.425
3 2.451
3 2.494
3 2.514
3 2.536
3 2.57
3 2.606
3 2.611
3 2.628
3 2.639
3 2.675
3 2.721
3 2.731
3 2.781
3 2.828
3 2.872
3 2.886
3 2.924
3 2.949
3 2.976
3 3.02
3 3.04
3 3.078
3 3.112
3 3.125
3 3.146
3 3.162
3 3.206
3 3.24
3 3.275
3 3.312
3 3.359
3 3.37
3 3.411
3 3.454
3 3.457
3 3.464
3 3.503
3 3.535
3 3.575
3 3.586
3 3.631
3 3.675
3 3.712
3 3.756
3 3.783
3 3.818
3 3.863
3 3.99
3 4.189
3 4.376
3 4.588
3 4.727
3 4.742
3 4.746
3 4.819
3 4.832
3 4.965
3 5.131
3 5.215
3 5.217
3 5.233
3 5.272
3 5.41
3 5.497
3 5.532
3 5.748
3 5.798
3 5.802
3 5.904
3 6.061
3 6.063
3 6.074
3 6.045
3 5.922
3 5.789
3 5.618
3 5.535
3 5.495
3 5.452
3 5.371
3 5.308
3 5.261
3 5.537
3 5.578
3 5.74
3 5.802
3 5.87
3 6.094
3 6.312
3 6.402
3 6.487
3 6.512
3 6.586
3 6.838
3 6.981
3 7.116
3 7.287
3 7.349
3 7.391
4 2.003
4 2.051
4 2.063
4 2.105
4 2.135
4 2.15
4 2.165
4 2.179
4 2.203
4 2.245
4 2.272
4 2.284
4 2.313
4 2.316
4 2.365
4 2.378
4 2.39
4 2.401
4 2.424
4 2.431
4 2.455
4 2.462
4 2.482
4 2.528
4 2.533
4 2.55
4 2.557
4 2.562
4 2.58
4 2.585
4 2.587
4 2.593
4 2.634
4 2.677
4 2.694
