year curveHighRes0261
0 2.048
0 2.05
0 2.07
0 2.102
0 2.107
0 2.117
0 2.135
0 2.183
0 2.193
0 2.211
0 2.213
0 2.22
0 2.247
0 2.287
0 2.314
0 2.333
0 2.375
0 2.376
0 2.426
0 2.448
0 2.492
0 2.534
0 2.536
0 2.539
0 2.567
0 2.608
0 2.633
0 2.648
0 2.653
0 2.658
0 2.69
0 2.714
0 2.736
0 2.778
0 2.805
0 2.848
0 2.875
0 2.903
0 2.905
0 2.911
0 2.943
0 2.978
0 3.024
0 3.035
0 3.038
0 3.076
0 3.078
0 3.108
0 3.155
0 3.191
0 3.237
0 3.28
0 3.325
0 3.375
0 3.424
0 3.468
0 3.473
0 3.474
0 3.499
0 3.543
0 3.591
0 3.607
0 3.609
0 3.611
0 3.634
0 3.775
0 3.97
0 3.978
0 4.084
0 4.224
0 4.238
0 4.366
0 4.445
0 4.502
0 4.577
0 4.659
0 4.684
0 4.816
0 4.843
0 5.032
0 5.157
0 5.312
0 5.316
0 5.5
0 5.701
0 5.796
0 5.956
0 6.097
0 6.28
0 6.219
0 6.101
0 5.89
0 5.8
0 5.685
0 5.654
0 5.439
0 5.343
0 5.123
0 5.187
0 5.43
0 5.446
0 5.65
0 5.81
0 5.941
0 6.05
0 6.191
0 6.39
0 6.466
0 6.647
0 6.675
0 6.883
0 7.141
0 7.218
0 7.423
0 7.639
0 7.685
0 7.729
1 2.046
1 2.06
1 2.106
1 2.114
1 2.159
1 2.162
1 2.192
1 2.206
1 2.225
1 2.263
1 2.266
1 2.27
1 2.309
1 2.317
1 2.323
1 2.331
1 2.364
1 2.395
1 2.401
1 2.406
1 2.429
1 2.452
1 2.454
1 2.48
1 2.522
1 2.524
1 2.537
1 2.54
1 2.571
1 2.579
1 2.615
1 2.66
1 2.68
1 2.717
1 2.75
1 2.793
1 2.828
1 2.86
1 2.906
1 2.907
1 2.916
1 2.954
1 2.999
1 3.01
1 3.016
1 3.038
1 3.039
1 3.045
1 3.094
1 3.14
1 3.145
1 3.171
1 3.187
1 3.234
1 3.276
1 3.28
1 3.312
1 3.359
1 3.378
1 3.4
1 3.418
1 3.463
1 3.68
1 3.773
1 3.989
1 4.173
1 4.188
1 4.277
1 4.306
1 4.411
1 4.609
1 4.791
1 4.805
1 4.999
1 5.085
1 5.14
1 5.295
1 5.503
1 5.625
1 5.688
1 5.879
1 6.031
1 6.034
1 6.082
1 6.089
1 6.227
1 6.272
1 6.393
1 6.594
1 6.787
1 6.826
1 6.633
1 6.598
1 6.496
1 6.389
1 6.357
1 6.14
1 6.077
1 5.978
1 5.772
1 5.726
1 5.894
1 5.935
1 6.149
1 6.339
1 6.436
1 6.486
1 6.63
1 6.761
1 6.899
1 7.023
1 7.058
1 7.19
1 7.211
1 7.423
1 7.508
1 7.548
1 7.575
2 2.006
2 2.033
2 2.045
2 2.085
2 2.102
2 2.131
2 2.171
2 2.176
2 2.18
2 2.221
2 2.267
2 2.312
2 2.347
2 2.36
2 2.405
2 2.442
2 2.474
2 2.505
2 2.527
2 2.569
2 2.586
2 2.602
2 2.603
2 2.648
2 2.686
2 2.712
2 2.743
2 2.752
2 2.769
2 2.801
2 2.822
2 2.865
2 2.882
2 2.913
2 2.93
2 2.959
2 2.998
2 3.022
2 3.029
2 3.036
2 3.053
2 3.056
2 3.068
2 3.1
2 3.117
2 3.12
2 3.124
2 3.165
2 3.182
2 3.217
2 3.252
2 3.288
2 3.336
2 3.35
2 3.372
2 3.388
2 3.393
2 3.404
2 3.43
2 3.469
2 3.492
2 3.532
2 3.577
2 3.628
2 3.674
2 3.846
2 3.866
2 3.99
2 4.108
2 4.285
2 4.294
2 4.412
2 4.566
2 4.643
2 4.854
2 5.016
2 5.072
2 5.206
2 5.354
2 5.37
2 5.404
2 5.52
2 5.651
2 5.728
2 5.826
2 6.033
2 6.165
2 6.37
2 6.41
2 6.382
2 6.324
2 6.111
2 5.936
2 5.864
2 5.812
2 5.677
2 5.586
2 5.498
2 5.65
2 5.76
2 5.826
2 5.864
2 6.103
2 6.196
2 6.236
2 6.493
2 6.713
2 6.881
2 6.938
2 6.999
2 7.215
2 7.373
2 7.525
2 7.565
3 2.021
3 2.06
3 2.064
3 2.082
3 2.106
3 2.115
3 2.124
3 2.131
3 2.177
3 2.207
3 2.254
3 2.297
3 2.319
3 2.352
3 2.371
3 2.396
3 2.415
3 2.423
3 2.439
3 2.481
3 2.505
3 2.531
3 2.569
