year curveHighRes0561
0 2.023
0 2.052
0 2.064
0 2.085
0 2.118
0 2.126
0 2.142
0 2.155
0 2.196
0 2.233
0 2.274
0 2.318
0 2.351
0 2.357
0 2.365
0 2.403
0 2.405
0 2.428
0 2.449
0 2.468
0 2.474
0 2.488
0 2.52
0 2.541
0 2.589
0 2.599
0 2.623
0 2.63
0 2.67
0 2.701
0 2.727
0 2.755
0 2.788
0 2.817
0 2.836
0 2.837
0 2.862
0 2.899
0 2.947
0 2.984
0 3.021
0 3.029
0 3.079
0 3.093
0 3.135
0 3.147
0 3.173
0 3.198
0 3.238
0 3.255
0 3.271
0 3.31
0 3.354
0 3.381
0 3.418
0 3.458
0 3.503
0 3.54
0 3.581
0 3.618
0 3.64
0 3.729
0 3.753
0 3.894
0 4.047
0 4.239
0 4.383
0 4.551
0 4.708
0 4.724
0 4.767
0 4.966
0 5.132
0 5.185
0 5.307
0 5.337
0 5.423
0 5.508
0 5.693
0 5.84
0 6.058
0 6.219
0 6.247
0 6.341
0 6.532
0 6.65
0 6.672
0 6.711
0 6.701
0 6.581
0 6.483
0 6.417
0 6.276
0 6.083
0 5.966
0 5.958
0 5.823
0 5.688
0 5.863
0 5.989
0 6.001
0 6.242
0 6.252
0 6.35
0 6.36
0 6.379
0 6.508
0 6.742
0 6.79
0 6.869
0 6.946
0 7.187
0 7.43
0 7.453
1 2.035
1 2.061
1 2.092
1 2.118
1 2.13
1 2.151
1 2.172
1 2.186
1 2.193
1 2.222
1 2.258
1 2.291
1 2.32
1 2.356
1 2.398
1 2.439
1 2.458
1 2.495
1 2.541
1 2.552
1 2.59
1 2.615
1 2.648
1 2.663
1 2.691
1 2.729
1 2.761
1 2.795
1 2.841
1 2.879
1 2.92
1 2.923
1 2.928
1 2.952
1 2.97
1 2.994
1 3.042
1 3.055
1 3.092
1 3.12
1 3.124
1 3.147
1 3.172
1 3.207
1 3.237
1 3.237
1 3.262
1 3.305
1 3.331
1 3.355
1 3.385
1 3.417
1 3.431
1 3.45
1 3.489
1 3.532
1 3.559
1 3.56
1 3.571
1 3.586
1 3.633
1 3.664
1 3.684
1 3.727
1 3.762
1 3.827
1 3.93
1 3.983
1 4.2
1 4.286
1 4.354
1 4.495
1 4.657
1 4.824
1 4.835
1 4.863
1 4.92
1 4.948
1 5.017
1 5.191
1 5.203
1 5.255
1 5.416
1 5.458
1 5.541
1 5.756
1 5.853
1 6.04
1 6.163
1 6.382
1 6.602
1 6.648
1 6.511
1 6.39
1 6.364
1 6.188
1 6.124
1 5.97
1 5.866
1 5.718
1 5.635
1 5.495
1 5.554
1 5.757
1 5.923
1 6.044
1 6.241
1 6.413
1 6.451
1 6.622
1 6.809
1 7.045
1 7.167
1 7.241
1 7.375
1 7.473
1 7.707
1 7.958
1 8.059
1 8.059
1 8.096
2 2.002
2 2.024
2 2.025
2 2.031
2 2.043
2 2.061
2 2.099
2 2.105
2 2.109
2 2.121
2 2.139
2 2.164
2 2.166
2 2.179
2 2.212
2 2.26
2 2.288
2 2.329
2 2.37
2 2.416
2 2.43
2 2.475
2 2.493
2 2.543
2 2.548
2 2.569
2 2.605
2 2.641
2 2.662
2 2.697
2 2.731
2 2.741
2 2.761
2 2.783
2 2.793
2 2.801
2 2.822
2 2.829
2 2.84
2 2.873
2 2.911
2 2.949
2 2.96
2 3.002
2 3.025
2 3.033
2 3.082
2 3.099
2 3.146
2 3.162
2 3.194
2 3.195
2 3.229
2 3.24
2 3.264
2 3.274
2 3.322
2 3.324
2 3.349
2 3.369
2 3.37
2 3.402
2 3.432
2 3.491
2 3.617
2 3.831
2 3.865
2 4.03
2 4.176
2 4.318
2 4.465
2 4.649
2 4.776
2 4.818
2 4.924
2 5.025
2 5.103
2 5.322
2 5.439
2 5.625
2 5.794
2 6.001
2 6.116
2 6.293
2 6.31
2 6.416
2 6.587
2 6.593
2 6.601
2 6.567
2 6.497
2 6.348
2 6.199
2 6.186
2 6.05
2 5.928
2 5.714
2 5.546
2 5.583
2 5.812
2 5.933
2 5.955
2 6.147
2 6.153
2 6.23
2 6.482
2 6.669
