year curveHighRes0371
0 2.049
0 2.058
0 2.094
0 2.14
0 2.153
0 2.171
0 2.187
0 2.232
0 2.27
0 2.308
0 2.311
0 2.328
0 2.332
0 2.378
0 2.417
0 2.444
0 2.476
0 2.507
0 2.525
0 2.558
0 2.601
0 2.633
0 2.658
0 2.699
0 2.714
0 2.752
0 2.796
0 2.829
0 2.833
0 2.838
0 2.875
0 2.877
0 2.888
0 2.936
0 2.943
0 2.966
0 2.977
0 3.007
0 3.016
0 3.065
0 3.072
0 3.077
0 3.126
0 3.17
0 3.172
0 3.186
0 3.21
0 3.214
0 3.217
0 3.23
0 3.257
0 3.293
0 3.296
0 3.346
0 3.349
0 3.369
0 3.381
0 3.423
0 3.462
0 3.487
0 3.501
0 3.536
0 3.562
0 3.582
0 3.782
0 3.823
0 3.907
0 4.111
0 4.182
0 4.324
0 4.341
0 4.48
0 4.564
0 4.729
0 4.753
0 4.964
0 5.039
0 5.067
0 5.232
0 5.354
0 5.378
0 5.422
0 5.529
0 5.53
0 5.551
0 5.567
0 5.754
0 5.94
0 6.064
0 6.139
0 6.262
0 6.391
0 6.404
0 6.416
0 6.397
0 6.279
0 6.146
0 6.022
0 5.929
0 5.804
0 5.587
0 5.432
0 5.324
0 5.276
0 5.175
0 5.244
0 5.262
0 5.451
0 5.499
0 5.665
0 5.809
0 6.067
0 6.2
0 6.337
0 6.52
0 6.759
0 6.956
0 6.985
0 7.212
0 7.353
0 7.433
1 2.019
1 2.059
1 2.085
1 2.117
1 2.123
1 2.161
1 2.21
1 2.248
1 2.265
1 2.28
1 2.306
1 2.342
1 2.344
1 2.378
1 2.423
1 2.437
1 2.469
1 2.506
1 2.522
1 2.566
1 2.576
1 2.623
1 2.634
1 2.639
1 2.663
1 2.689
1 2.695
1 2.701
1 2.727
1 2.736
1 2.745
1 2.77
1 2.811
1 2.819
1 2.847
1 2.862
1 2.867
1 2.901
1 2.942
1 2.959
1 2.974
1 2.978
1 2.991
1 2.999
1 3.005
1 3.011
1 3.056
1 3.062
1 3.073
1 3.084
1 3.125
1 3.134
1 3.171
