year curveHighRes0431
0 2.036
0 2.067
0 2.115
0 2.125
0 2.128
0 2.178
0 2.207
0 2.228
0 2.239
0 2.274
0 2.291
0 2.296
0 2.301
0 2.325
0 2.357
0 2.36
0 2.405
0 2.41
0 2.451
0 2.48
0 2.487
0 2.497
0 2.509
0 2.545
0 2.561
0 2.564
0 2.584
0 2.598
0 2.643
0 2.643
0 2.647
0 2.658
0 2.704
0 2.724
0 2.743
0 2.771
0 2.789
0 2.834
0 2.882
0 2.883
0 2.887
0 2.908
0 2.936
0 2.966
0 3.011
0 3.043
0 3.084
0 3.106
0 3.124
0 3.133
0 3.183
0 3.22
0 3.241
0 3.291
0 3.315
0 3.356
0 3.402
0 3.441
0 3.482
0 3.496
0 3.535
0 3.585
0 3.801
0 3.915
0 4.022
0 4.078
0 4.128
0 4.134
0 4.22
0 4.245
0 4.339
0 4.521
0 4.531
0 4.736
0 4.856
0 5.063
0 5.221
0 5.352
0 5.465
0 5.626
0 5.835
0 5.865
0 5.914
0 5.978
0 6.165
0 6.352
0 6.369
0 6.543
0 6.673
0 6.715
0 6.749
0 6.745
0 6.725
0 6.633
0 6.592
0 6.489
0 6.339
0 6.227
0 6.113
0 6.029
0 5.856
0 5.852
0 5.794
0 5.968
0 6.005
0 6.244
0 6.271
0 6.444
0 6.537
0 6.777
0 6.973
0 7.119
0 7.303
0 7.545
0 7.555
0 7.64
0 7.864
0 7.925
1 2.029
1 2.062
1 2.081
1 2.085
1 2.089
1 2.118
1 2.159
1 2.182
1 2.228
1 2.254
1 2.28
1 2.282
1 2.329
1 2.34
1 2.361
1 2.371
1 2.376
1 2.422
1 2.443
1 2.469
1 2.496
1 2.507
1 2.522
1 2.543
1 2.547
1 2.559
1 2.576
1 2.606
1 2.647
1 2.651
1 2.687
1 2.689
1 2.728
1 2.736
1 2.777
1 2.805
1 2.815
1 2.826
1 2.872
1 2.886
1 2.893
1 2.92
1 2.924
1 2.965
1 3.003
1 3.051
1 3.093
1 3.121
1 3.144
1 3.188
1 3.21
1 3.213
1 3.247
1 3.275
1 3.284
1 3.308
1 3.356
1 3.4
1 3.405
1 3.419
1 3.453
1 3.602
1 3.71
1 3.866
1 4.035
1 4.165
1 4.207
1 4.317
1 4.498
1 4.633
1 4.852
1 4.909
1 4.931
1 4.998
1 5.014
1 5.12
1 5.238
1 5.244
1 5.277
1 5.435
1 5.638
1 5.847
1 6.067
1 6.286
1 6.358
1 6.382
1 6.246
1 6.18
1 6.09
1 5.901
1 5.793
1 5.695
1 5.523
1 5.51
1 5.43
1 5.643
1 5.778
1 5.903
1 6.148
1 6.266
1 6.502
1 6.594
1 6.701
1 6.873
1 6.945
1 7.038
1 7.052
1 7.274
1 7.31
1 7.322
1 7.358
1 7.406
2 2.011
2 2.035
2 2.037
2 2.079
2 2.108
2 2.148
2 2.185
2 2.191
2 2.214
2 2.249
2 2.284
2 2.311
2 2.346
2 2.383
2 2.418
2 2.42
2 2.446
2 2.457
2 2.486
2 2.509
2 2.555
2 2.581
2 2.598
2 2.638
2 2.661
2 2.673
2 2.721
2 2.765
2 2.788
2 2.827
2 2.844
2 2.859
2 2.9
2 2.927
2 2.975
2 3.009
2 3.05
2 3.083
2 3.13
2 3.172
2 3.215
2 3.251
2 3.289
2 3.311
2 3.325
2 3.34
2 3.381
2 3.42
2 3.463
2 3.48
2 3.503
2 3.509
2 3.512
2 3.516
2 3.529
2 3.531
2 3.535
2 3.556
2 3.576
2 3.588
2 3.7
2 3.855
2 4.057
2 4.206
2 4.285
2 4.465
2 4.54
2 4.737
2 4.846
2 4.953
2 5.167
2 5.32
2 5.386
