year curveHighRes0231
0 2.042
0 2.074
0 2.111
0 2.159
0 2.171
0 2.196
0 2.219
0 2.223
0 2.254
0 2.303
0 2.323
0 2.363
0 2.41
0 2.429
0 2.443
0 2.458
0 2.505
0 2.517
0 2.524
0 2.524
0 2.552
0 2.6
0 2.636
0 2.683
0 2.688
0 2.709
0 2.736
0 2.77
0 2.77
0 2.792
0 2.814
0 2.848
0 2.881
0 2.903
0 2.94
0 2.964
0 2.964
0 3.012
0 3.057
0 3.103
0 3.109
0 3.119
0 3.168
0 3.204
0 3.243
0 3.258
0 3.299
0 3.306
0 3.332
0 3.368
0 3.411
0 3.428
0 3.476
0 3.521
0 3.565
0 3.612
0 3.614
0 3.63
0 3.678
0 3.726
0 3.749
0 3.754
0 3.902
0 3.982
0 4.156
0 4.17
0 4.236
0 4.44
0 4.442
0 4.448
0 4.557
0 4.771
0 4.965
0 5.169
0 5.327
0 5.535
0 5.576
0 5.769
0 5.86
0 5.99
0 6.062
0 6.235
0 6.288
0 6.415
0 6.581
0 6.775
0 6.881
0 6.769
0 6.614
0 6.488
0 6.471
0 6.434
0 6.24
0 6.134
0 6.097
0 6.003
0 6.068
0 6.265
0 6.46
0 6.486
0 6.517
0 6.649
0 6.703
0 6.784
0 6.818
0 7.035
0 7.25
0 7.255
0 7.283
0 7.481
0 7.537
0 7.576
1 2.022
1 2.033
1 2.051
1 2.061
1 2.082
1 2.093
1 2.104
1 2.118
1 2.125
1 2.154
1 2.2
1 2.203
1 2.215
1 2.254
1 2.292
1 2.327
1 2.335
1 2.38
1 2.402
1 2.423
1 2.452
1 2.483
1 2.487
1 2.494
1 2.501
1 2.515
1 2.536
1 2.571
1 2.589
1 2.62
1 2.662
1 2.668
1 2.684
1 2.7
1 2.723
1 2.736
1 2.769
1 2.775
1 2.787
1 2.827
1 2.872
1 2.882
1 2.895
1 2.922
1 2.938
1 2.951
1 2.983
1 3.006
1 3.039
1 3.065
1 3.105
1 3.146
1 3.192
1 3.23
1 3.242
1 3.269
1 3.269
1 3.3
1 3.349
1 3.36
1 3.363
1 3.408
1 3.505
1 3.583
1 3.798
1 3.943
1 4.148
1 4.344
1 4.465
1 4.56
1 4.597
1 4.757
1 4.82
1 4.852
1 4.962
1 5.109
1 5.275
1 5.409
1 5.504
1 5.535
1 5.664
1 5.714
1 5.769
1 5.818
1 5.95
1 5.955
1 6.149
1 6.302
1 6.337
1 6.181
1 5.967
1 5.957
1 5.85
1 5.848
1 5.671
1 5.498
1 5.284
1 5.195
1 5.164
1 5.229
1 5.24
1 5.396
1 5.517
1 5.524
1 5.554
1 5.644
1 5.695
1 5.908
1 6.053
1 6.192
1 6.368
1 6.448
1 6.469
1 6.672
1 6.709
2 2.027
2 2.037
2 2.06
2 2.065
2 2.105
2 2.109
2 2.126
2 2.151
2 2.168
2 2.194
2 2.221
2 2.239
2 2.263
2 2.287
2 2.292
2 2.318
2 2.326
2 2.335
2 2.369
2 2.372
2 2.414
2 2.451
2 2.457
2 2.496
2 2.519
2 2.52
2 2.544
2 2.593
2 2.629
2 2.672
2 2.679
2 2.679
2 2.681
2 2.688
2 2.721
2 2.769
2 2.811
2 2.841
2 2.848
2 2.887
2 2.923
2 2.959
2 2.966
2 2.988
2 3.003
2 3.047
2 3.067
2 3.11
2 3.152
2 3.154
2 3.178
2 3.194
2 3.244
2 3.287
2 3.333
2 3.335
2 3.359
2 3.363
2 3.376
2 3.408
2 3.42
2 3.444
2 3.474
2 3.477
2 3.56
