year curveLowRes0121
0 2.036
0 2.306
0 2.686
0 2.971
0 3.155
0 3.405
0 4.521
0 5.904
0 5.113
0 6.653
1 2.006
1 2.349
1 2.685
1 2.965
1 3.177
1 3.495
1 4.277
1 5.431
1 4.971
1 6.153
2 2.029
2 2.262
2 2.499
2 2.837
2 3.165
2 3.415
2 4.155
2 5.509
2 5.773
2 5.553
2 7.079
3 2.019
3 2.288
3 2.591
3 2.921
3 3.254
3 3.638
3 4.952
3 6.081
3 5.326
3 6.966
4 2.023
4 2.41
4 2.766
4 3.058
4 3.331
4 3.651
4 4.625
4 6.065
4 6.571
4 6.914
5 2.018
5 2.354
5 2.632
5 2.95
5 3.202
5 3.474
5 4.16
5 5.36
5 6.476
5 5.781
5 7.865
6 2.044
6 2.323
6 2.536
6 2.796
6 3.002
6 3.317
6 3.737
6 4.945
6 6.253
6 5.551
6 6.643
7 2.01
7 2.313
7 2.58
7 2.941
7 3.202
7 3.583
7 5.076
7 6.124
7 5.542
7 7.354
8 2.007
8 2.292
8 2.514
8 2.755
8 3.026
8 3.298
8 4.026
8 5.014
8 6.021
8 6.135
8 7.653
9 2.016
9 2.322
9 2.645
9 2.882
9 3.295
9 3.607
9 5.211
9 6.714
9 6.687
9 7.311
10 2.029
10 2.239
10 2.61
10 2.873
10 3.192
10 3.505
10 4.709
10 6.109
10 6.076
10 6.439
11 2.023
11 2.265
11 2.456
11 2.743
11 2.973
11 3.282
11 4.086
11 5.096
11 5.399
11 5.327
11 6.728
12 2.022
12 2.263
12 2.54
12 2.815
12 3.083
12 3.298
12 4.025
12 5.819
12 5.768
12 6.673
13 2.038
13 2.302
13 2.61
13 2.943
13 3.201
13 3.514
13 4.404
13 5.703
13 5.843
13 5.683
13 7.191
14 2.045
14 2.293
14 2.509
14 2.84
14 3.13
14 3.532
14 4.639
14 5.909
14 5.801
14 7.072
15 2.047
15 2.345
15 2.692
15 2.982
15 3.278
15 3.565
15 4.41
15 5.696
15 6.321
15 6.346
15 8.217
16 2.009
16 2.364
16 2.69
16 2.901
16 3.183
16 3.477
16 4.714
16 6.012
16 5.362
16 6.87
17 2.016
17 2.313
17 2.578
17 2.805
17 3.088
17 3.394
17 4.435
17 5.503
17 6.339
17 5.925
17 7.33
18 2.014
18 2.314
18 2.575
18 2.797
18 3.076
18 3.359
18 4.048
18 5.379
18 6.388
18 5.631
18 7.17
19 2.046
19 2.309
19 2.605
19 2.89
19 3.204
19 3.49
19 4.291
19 5.541
19 5.433
19 6.016
20 2.037
20 2.26
20 2.626
20 2.909
20 3.22
20 3.527
20 4.433
20 5.363
20 5.6
20 5.514
21 2.022
21 2.356
21 2.687
21 2.997
21 3.349
21 3.682
21 4.934
21 6.126
21 6.237
21 6.888
22 2.047
22 2.324
22 2.671
22 2.995
22 3.23
22 3.486
22 4.435
22 5.498
22 6.713
22 5.787
22 7.31
23 2.013
23 2.256
23 2.573
23 2.815
23 3.05
23 3.337
23 4.156
23 5.332
23 5.578
23 5.772
24 2.001
24 2.305
24 2.66
