year curveLowRes0411
0 2.048
0 2.375
0 2.62
0 2.847
0 3.13
0 3.65
0 5.002
0 6.334
0 5.771
0 7.138
1 2.04
1 2.365
1 2.687
1 3.037
1 3.316
1 3.559
1 5.114
1 6.585
1 6.306
1 7.378
2 2.045
2 2.288
2 2.565
2 2.919
2 3.155
2 3.425
2 4.532
2 5.571
2 5.704
2 6.15
3 2.048
3 2.399
3 2.652
3 3.014
3 3.309
3 3.554
3 4.385
3 5.935
3 6.278
3 7.364
4 2.042
4 2.36
4 2.636
4 2.887
4 3.066
4 3.321
4 4.432
4 5.635
4 4.983
4 6.834
5 2.046
5 2.374
5 2.744
5 2.976
5 3.284
5 3.616
5 4.739
5 6.205
5 5.834
5 6.503
6 2.041
6 2.388
6 2.695
6 2.931
6 3.19
6 3.421
6 4.59
6 5.77
6 5.064
6 6.613
7 2.05
7 2.347
7 2.567
7 2.879
7 3.12
7 3.419
7 4.47
7 5.519
7 5.281
7 6.197
8 2.001
8 2.217
8 2.446
8 2.737
8 2.991
8 3.241
8 3.786
8 4.662
8 5.68
8 5.135
8 6.57
9 2.035
9 2.413
9 2.684
9 2.925
9 3.266
9 3.637
9 4.415
9 5.688
9 6.017
9 6.55
10 2.027
10 2.346
10 2.61
10 2.981
10 3.201
10 3.545
10 4.748
10 6.08
10 7.013
10 6.409
10 7.95
11 2.047
11 2.424
11 2.755
11 2.984
11 3.274
11 3.714
11 5.275
11 6.86
11 6.647
11 7.546
12 2.029
12 2.266
12 2.549
12 2.855
12 3.162
12 3.532
12 5.01
12 5.947
12 5.676
12 7.081
13 2.035
13 2.286
13 2.518
13 2.77
13 3.108
13 3.531
13 4.877
13 5.951
13 5.474
13 6.285
14 2.017
14 2.413
14 2.693
14 3.028
14 3.334
14 3.618
14 5.012
14 6.17
14 6.266
14 6.473
15 2.042
15 2.364
15 2.751
15 3.116
15 3.397
15 3.634
15 4.591
15 5.972
15 5.279
15 6.615
16 2.035
16 2.357
16 2.619
16 2.836
16 3.199
16 3.54
16 4.347
16 5.431
16 6.08
16 5.948
16 7.333
17 2.0
17 2.262
17 2.522
17 2.769
17 2.994
17 3.257
17 4.462
17 5.73
17 5.59
17 6.089
18 2.043
18 2.363
18 2.704
18 2.993
18 3.273
18 3.504
18 4.134
18 5.19
18 5.421
18 5.704
19 2.02
19 2.284
19 2.634
19 2.91
19 3.19
19 3.527
19 4.693
19 5.991
19 5.893
19 6.456
20 2.009
20 2.357
20 2.646
20 2.824
20 3.159
20 3.503
20 4.699
20 5.986
20 5.27
20 6.56
21 2.005
21 2.354
21 2.779
21 3.055
21 3.303
21 3.838
21 5.147
21 6.925
21 6.621
21 7.733
22 2.035
22 2.288
22 2.637
22 2.925
22 3.275
22 3.539
22 4.186
22 5.449
22 6.272
22 5.964
22 6.698
23 2.005
23 2.252
23 2.598
23 2.9
23 3.205
23 3.421
23 4.282
23 5.578
23 6.094
