year curveLowRes0451
0 2.006
0 2.336
0 2.634
0 2.94
0 3.215
0 3.449
0 4.146
0 5.56
0 6.438
0 6.198
0 7.998
1 2.048
1 2.325
1 2.631
1 2.89
1 3.114
1 3.482
1 4.947
1 6.49
1 6.494
1 6.922
2 2.003
2 2.336
2 2.613
2 2.91
2 3.195
2 3.703
2 4.712
2 6.199
2 5.739
2 6.469
3 2.012
3 2.299
3 2.655
3 2.84
3 3.075
3 3.357
3 4.626
3 5.696
3 5.552
3 6.607
4 2.026
4 2.287
4 2.493
4 2.695
4 2.961
4 3.198
4 4.027
4 5.215
4 6.169
4 5.041
4 6.756
5 2.018
5 2.27
5 2.556
5 2.927
5 3.25
5 3.558
5 4.758
5 5.965
5 5.633
5 6.052
6 2.042
6 2.367
6 2.734
6 2.977
6 3.179
6 3.522
6 4.389
6 5.727
6 5.6
6 7.035
7 2.044
7 2.338
7 2.696
7 2.969
7 3.231
7 3.532
7 4.879
7 6.283
7 5.634
7 7.19
8 2.004
8 2.344
8 2.732
8 3.091
8 3.407
8 3.607
8 4.609
8 6.058
8 5.612
8 6.692
9 2.012
9 2.293
9 2.615
9 2.967
9 3.217
9 3.479
9 4.564
9 5.557
9 6.249
9 6.449
9 7.903
10 2.033
10 2.291
10 2.517
10 2.766
10 3.083
10 3.4
10 4.216
10 5.749
10 6.862
10 6.376
10 7.533
11 2.003
11 2.25
11 2.573
11 2.876
11 3.228
11 3.493
11 4.238
11 5.251
11 5.658
11 5.55
11 7.407
12 2.018
12 2.345
12 2.568
12 2.758
12 3.143
12 3.415
12 4.558
12 5.265
12 5.388
12 5.837
13 2.005
13 2.304
13 2.575
13 2.906
13 3.195
13 3.463
13 4.176
13 5.97
13 7.21
13 6.666
13 8.247
14 2.037
14 2.28
14 2.557
14 2.828
14 3.162
14 3.527
14 4.458
14 6.181
14 5.965
14 6.94
15 2.022
15 2.242
15 2.544
15 2.845
15 3.094
15 3.357
15 3.78
15 5.01
15 5.819
15 5.056
15 6.603
16 2.036
16 2.289
16 2.708
16 2.96
16 3.182
16 3.411
16 4.563
16 5.821
16 6.367
16 6.343
16 7.449
17 2.025
17 2.3
17 2.57
17 2.957
17 3.135
17 3.643
17 4.649
17 6.205
17 5.714
17 6.66
18 2.027
18 2.416
18 2.746
18 3.083
18 3.378
18 3.697
18 4.8
18 5.865
18 5.695
18 7.116
19 2.014
19 2.26
19 2.588
19 2.78
19 3.085
19 3.453
19 4.951
19 6.236
19 5.305
19 7.389
20 2.01
20 2.348
20 2.633
20 2.971
20 3.208
20 3.508
20 4.501
20 5.319
20 5.187
20 6.311
21 2.003
21 2.33
21 2.694
21 3.093
21 3.504
21 3.941
21 5.048
21 6.749
21 5.838
21 7.182
22 2.02
22 2.334
22 2.583
22 2.905
22 3.242
22 3.586
22 4.569
22 6.067
22 6.178
22 6.592
23 2.005
23 2.295
23 2.562
23 2.919
23 3.193
23 3.555
23 4.936
23 6.357
23 5.899
23 6.727
24 2.048
24 2.2
24 2.528
24 2.794
24 3.14
24 3.465
24 4.604
24 5.464
24 6.29
24 5.385
24 7.191
25 2.029
25 2.3
25 2.696
25 3.008
25 3.31
25 3.572
25 4.391
25 5.623
25 6.242
25 6.359
25 7.458
26 2.01
26 2.253
26 2.578
26 2.934
26 3.287
26 3.583
26 4.079
26 5.297
26 6.054
26 5.329
26 6.597
27 2.047
27 2.256
27 2.506
27 2.858
27 3.233
27 3.5
27 4.588
27 5.708
27 6.613
27 6.41
27 8.009
28 2.021
28 2.351
28 2.558
28 2.84
28 3.142
28 3.488
28 4.204
28 5.429
28 6.73
28 6.139
28 7.336
29 2.037
29 2.246
29 2.548
29 2.842
29 3.153
29 3.728
29 5.224
29 6.705
29 6.144
29 7.053
30 2.003
30 2.284
30 2.67
30 3.002
30 3.279
30 3.57
30 4.862
30 6.205
30 5.876
30 7.387
31 2.036
31 2.336
31 2.624
31 2.947
31 3.16
31 3.467
31 5.045
31 5.981
31 5.583
31 6.39
32 2.01
32 2.255
32 2.473
32 2.774
32 3.004
32 3.382
32 4.853
32 6.106
32 5.768
32 6.466
33 2.023
33 2.335
33 2.621
33 2.933
33 3.24
33 3.522
33 4.755
33 6.247
33 6.055
33 6.59
34 2.042
34 2.324
34 2.594
34 2.829
34 3.029
34 3.35
34 4.462
34 5.656
34 5.7
34 6.277
34 8.016
35 2.037
35 2.421
35 2.69
35 2.923
35 3.258
35 3.672
35 5.093
35 6.296
35 6.108
35 5.951
36 2.03
36 2.319
36 2.639
36 2.909
36 3.086
36 3.41
36 4.034
36 5.035
36 6.17
36 5.869
36 7.681
37 2.037
37 2.331
37 2.625
37 3.063
37 3.324
37 3.711
37 4.785
37 6.076
37 5.969
37 6.367
38 2.033
38 2.276
38 2.517
38 2.814
38 3.159
38 3.407
38 4.269
38 5.84
38 5.452
38 6.905
39 2.043
39 2.346
39 2.648
39 2.973
39 3.307
39 3.537
39 4.728
39 6.337
39 6.599
39 7.099
40 2.031
40 2.298
40 2.546
40 2.751
40 3.084
40 3.462
40 4.45
40 5.704
40 6.263
40 6.263
41 2.018
41 2.242
41 2.538
41 2.787
41 3.069
41 3.356
41 4.134
41 5.435
41 5.581
41 5.904
41 6.987
42 2.045
42 2.297
42 2.534
42 2.81
42 3.165
42 3.46
42 4.458
42 5.771
42 6.049
42 6.519
42 8.017
43 2.002
43 2.305
43 2.598
43 2.816
43 3.096
43 3.33
43 4.519
43 5.951
43 6.022
43 6.587
44 2.02
44 2.359
44 2.683
44 2.966
44 3.229
44 3.5
44 4.744
44 5.962
44 6.41
44 6.428
45 2.03
45 2.347
45 2.657
45 2.965
45 3.352
45 3.628
45 4.969
45 5.998
45 5.281
45 6.838
46 2.036
46 2.297
46 2.559
46 2.893
46 3.214
46 3.511
46 4.477
46 5.337
46 6.198
46 6.312
46 7.242
47 2.036
47 2.291
47 2.582
47 2.907
47 3.264
47 3.571
47 4.62
47 6.196
47 6.48
47 6.153
47 7.375
48 2.04
48 2.323
48 2.675
48 2.985
48 3.168
48 3.446
48 4.64
48 6.012
48 5.946
48 6.892
49 2.031
49 2.371
49 2.759
49 3.13
49 3.408
49 3.848
49 5.396
49 6.592
49 6.012
49 6.705
50 2.015
50 2.296
50 2.541
50 2.775
50 3.108
50 3.359
50 4.852
50 6.47
50 5.507
50 7.466
51 2.03
51 2.329
51 2.619
51 2.875
51 3.128
51 3.459
51 4.445
51 6.181
51 5.701
51 6.714
52 2.005
52 2.271
52 2.585
52 2.813
52 3.165
52 3.391
52 4.243
52 5.501
52 5.915
52 5.726
52 6.894
53 2.012
53 2.267
53 2.559
53 2.857
53 3.154
53 3.444
53 4.423
53 5.705
53 6.326
53 6.027
53 7.848
54 2.034
54 2.322
54 2.537
54 2.755
54 3.008
54 3.285
54 3.796
54 4.977
54 5.809
54 5.745
54 6.827
55 2.044
55 2.387
55 2.621
55 2.917
55 3.215
55 3.475
55 4.374
55 5.702
55 5.515
55 5.76
56 2.025
56 2.426
56 2.68
56 3.008
56 3.313
56 3.718
56 5.094
56 6.574
56 6.25
56 7.203
57 2.024
57 2.304
57 2.58
57 2.951
57 3.245
57 3.581
57 4.155
57 5.482
57 5.83
57 6.094
57 7.689
58 2.031
58 2.357
58 2.613
58 3.021
58 3.264
58 3.548
58 5.374
58 6.984
58 6.665
58 7.342
59 2.04
59 2.386
59 2.604
59 2.912
59 3.236
59 3.6
59 4.592
59 6.088
59 5.767
59 6.804
60 2.05
60 2.328
60 2.574
60 2.862
60 3.198
60 3.558
60 4.66
60 6.028
60 6.852
60 6.484
60 7.606
61 2.042
61 2.401
61 2.579
61 2.872
61 3.113
61 3.466
61 4.524
61 5.804
61 6.135
61 6.239
62 2.034
62 2.367
62 2.619
62 2.844
62 3.138
62 3.473
62 4.558
62 5.684
62 6.09
62 6.007
62 7.69
63 2.043
63 2.411
63 2.698
63 2.954
63 3.293
63 3.816
63 5.29
63 6.624
63 5.584
63 6.48
64 2.03
64 2.311
64 2.553
64 2.888
64 3.134
64 3.479
64 4.211
64 5.058
64 5.559
64 5.751
64 6.893
65 2.012
65 2.365
65 2.684
65 3.006
65 3.297
65 3.584
65 4.731
65 6.412
65 6.877
65 7.071
65 8.44
66 2.008
66 2.26
66 2.464
66 2.725
66 3.085
66 3.475
66 5.397
66 7.419
66 7.199
66 8.263
67 2.007
67 2.285
67 2.534
67 2.801
67 3.099
67 3.366
67 4.174
67 5.279
67 5.693
67 5.777
67 7.093
68 2.045
68 2.278
68 2.544
68 2.872
68 3.208
68 3.405
68 4.501
68 6.016
68 6.205
68 6.408
69 2.043
69 2.394
69 2.69
69 2.908
69 3.156
69 3.474
69 4.511
69 5.71
69 5.773
69 5.893
70 2.024
70 2.349
70 2.678
70 3.052
70 3.321
70 3.671
70 4.952
70 6.361
70 6.886
70 6.269
70 8.036
71 2.013
71 2.357
71 2.538
71 2.93
71 3.228
71 3.617
71 4.482
71 5.369
71 5.623
71 5.719
71 6.966
