year curveLowRes0231
0 2.042
0 2.363
0 2.636
0 2.903
0 3.243
0 3.612
0 4.236
0 5.769
0 6.614
0 6.486
0 7.537
1 2.022
1 2.215
1 2.501
1 2.769
1 3.039
1 3.363
1 4.82
1 5.95
1 5.284
1 6.053
2 2.027
2 2.263
2 2.519
2 2.811
2 3.152
2 3.42
2 4.565
2 5.981
2 5.166
2 6.229
3 2.023
3 2.314
3 2.654
3 2.856
3 3.223
3 3.535
3 5.033
3 6.405
3 6.727
3 7.142
3 8.702
4 2.029
4 2.368
4 2.723
4 3.003
4 3.307
4 3.54
4 4.73
4 5.629
4 6.156
4 6.185
4 7.838
5 2.043
5 2.441
5 2.758
5 3.079
5 3.425
5 3.745
5 5.222
5 6.93
5 6.015
5 7.647
6 2.042
6 2.354
6 2.541
6 2.86
6 3.105
6 3.407
6 4.137
6 4.927
6 5.433
6 5.134
6 6.624
7 2.003
7 2.335
7 2.64
7 2.904
7 3.192
7 3.549
7 4.651
7 5.871
7 5.715
7 6.825
8 2.048
8 2.321
8 2.555
8 2.808
8 3.113
8 3.391
8 4.991
8 6.451
8 6.247
8 6.583
9 2.011
9 2.278
9 2.608
9 2.857
9 3.196
9 3.363
9 4.725
9 6.313
9 5.719
9 6.555
10 2.041
10 2.379
10 2.766
10 3.039
10 3.397
10 3.723
10 5.103
10 6.398
10 6.557
10 6.921
10 8.474
11 2.003
11 2.292
11 2.6
11 2.846
11 3.212
11 3.404
11 4.312
11 5.406
11 5.003
11 6.079
12 2.013
12 2.317
12 2.618
12 2.86
12 3.134
12 3.43
12 4.633
12 6.045
12 6.512
12 6.104
12 7.568
13 2.013
13 2.244
13 2.419
13 2.665
13 3.002
13 3.215
13 3.89
13 4.871
13 6.073
13 5.182
13 6.514
14 2.05
14 2.4
14 2.596
14 2.853
14 3.131
14 3.566
14 4.923
14 5.999
14 5.098
14 6.669
15 2.03
15 2.316
15 2.652
15 2.971
15 3.335
15 3.565
15 4.328
15 5.577
15 6.403
15 6.057
15 7.385
16 2.022
16 2.339
16 2.608
16 2.843
16 3.098
16 3.366
16 4.524
16 5.658
16 5.006
16 6.313
17 2.026
17 2.405
17 2.774
17 3.003
17 3.338
17 3.609
17 4.948
17 6.319
17 6.579
17 6.785
18 2.016
18 2.378
18 2.693
18 2.989
18 3.299
18 3.661
18 4.479
18 5.217
18 4.974
18 5.118
19 2.035
19 2.301
19 2.654
19 2.917
19 3.243
19 3.532
19 4.084
19 5.505
19 5.56
19 6.02
19 7.318
20 2.027
20 2.34
20 2.604
20 2.889
20 3.282
20 3.603
20 4.734
20 5.955
20 5.622
20 6.767
21 2.014
21 2.308
21 2.525
21 2.817
21 3.123
21 3.451
21 4.553
21 5.624
21 6.355
21 6.627
22 2.033
22 2.233
22 2.462
22 2.707
22 2.987
22 3.27
22 3.825
22 4.827
22 5.56
22 5.157
22 6.403
23 2.044
23 2.294
23 2.653
23 2.932
23 3.265
23 3.521
23 5.02
23 6.56
23 6.635
23 7.892
24 2.01
24 2.385
24 2.702
24 3.036
24 3.382
24 3.693
24 4.71
24 6.258
24 5.867
24 6.713
25 2.038
25 2.289
25 2.635
25 3.004
25 3.235
25 3.577
25 5.068
25 6.317
25 6.366
25 7.396
26 2.005
26 2.293
26 2.537
26 2.941
26 3.182
26 3.48
26 4.339
26 5.323
26 6.159
26 5.851
26 7.264
27 2.011
27 2.279
27 2.631
27 2.918
27 3.179
27 3.422
27 4.325
27 5.678
27 5.796
27 6.527
27 7.527
28 2.021
28 2.284
28 2.565
28 2.861
28 3.146
28 3.382
28 4.228
28 5.786
28 5.539
28 6.488
29 2.02
29 2.418
29 2.721
29 2.996
29 3.25
29 3.775
29 4.839
29 6.095
29 5.038
29 6.899
30 2.04
30 2.29
30 2.624
30 2.928
30 3.31
30 3.59
30 4.6
30 5.973
30 6.93
30 7.033
30 8.844
31 2.033
31 2.38
31 2.651
31 2.969
31 3.263
31 3.56
31 4.731
31 6.062
31 6.204
31 6.822
32 2.042
32 2.328
32 2.596
32 2.856
32 3.134
32 3.429
32 4.561
32 5.659
32 4.993
32 6.599
33 2.036
33 2.343
33 2.71
33 3.042
33 3.45
33 3.782
33 4.557
33 5.812
33 5.674
33 6.562
34 2.01
34 2.279
34 2.527
34 2.757
34 2.92
34 3.17
34 4.002
34 5.162
34 6.164
34 5.928
34 7.205
35 2.045
35 2.412
35 2.657
35 2.961
35 3.363
35 3.722
35 4.458
35 5.722
35 5.563
35 6.603
36 2.001
36 2.329
36 2.614
36 2.833
36 3.042
36 3.391
36 4.804
36 5.992
36 5.872
36 6.433
37 2.013
37 2.296
37 2.514
37 2.734
37 2.9
37 3.143
37 3.886
37 5.196
37 5.398
37 5.018
37 6.352
38 2.038
38 2.331
38 2.651
38 2.989
38 3.409
38 3.627
38 4.582
38 6.325
38 6.572
38 6.658
39 2.048
39 2.41
39 2.708
39 3.049
39 3.365
39 3.637
39 4.859
39 6.128
39 5.839
39 6.573
40 2.046
40 2.441
40 2.694
40 3.028
40 3.334
40 3.613
40 4.585
40 5.861
40 5.156
40 5.844
41 2.017
41 2.215
41 2.475
41 2.817
41 3.062
41 3.413
41 4.59
41 5.766
41 5.947
41 6.345
42 2.021
42 2.342
42 2.698
42 2.994
42 3.336
42 3.681
42 5.058
42 6.224
42 6.049
42 7.516
43 2.013
43 2.339
43 2.581
43 2.893
43 3.164
43 3.461
43 4.256
43 5.27
43 5.71
43 6.037
43 7.349
44 2.044
44 2.346
44 2.696
44 2.932
44 3.2
44 3.448
44 4.086
44 5.348
44 4.716
44 5.556
45 2.016
45 2.323
45 2.608
45 2.895
45 3.178
45 3.408
45 4.347
45 5.902
45 5.794
45 6.368
46 2.036
46 2.305
46 2.622
46 2.922
46 3.241
46 3.427
46 4.064
46 4.986
46 5.724
46 5.194
46 6.544
47 2.024
47 2.339
47 2.672
47 2.934
47 3.177
47 3.602
47 5.07
47 6.381
47 5.625
47 7.089
48 2.037
48 2.297
48 2.621
48 2.924
48 3.153
48 3.491
48 4.142
48 5.245
48 6.305
48 5.783
48 7.472
49 2.01
49 2.22
49 2.528
49 2.803
49 3.127
49 3.446
49 4.328
49 5.716
49 5.616
49 6.964
50 2.024
50 2.337
50 2.619
50 2.851
50 3.148
50 3.406
50 4.567
50 5.846
50 6.958
50 6.416
50 7.584
51 2.047
51 2.314
51 2.583
51 2.854
51 3.104
51 3.477
51 4.403
51 5.62
51 5.574
51 6.279
52 2.037
52 2.273
52 2.535
52 2.803
52 3.074
52 3.33
52 4.413
52 5.692
52 5.305
52 6.653
53 2.003
53 2.377
53 2.704
53 3.024
53 3.344
53 3.71
53 4.93
53 6.28
53 6.435
53 6.511
54 2.013
54 2.328
54 2.625
54 2.868
54 3.12
54 3.467
54 5.035
54 6.372
54 6.345
54 7.182
55 2.044
55 2.405
55 2.629
55 2.96
55 3.316
55 3.586
55 4.411
55 5.805
55 5.975
55 6.366
56 2.024
56 2.305
56 2.601
56 2.84
56 3.09
56 3.417
56 4.44
56 6.102
56 6.054
56 7.226
57 2.04
57 2.33
57 2.699
57 3.023
57 3.315
57 3.608
57 4.686
57 6.31
57 6.369
57 6.505
58 2.009
58 2.278
58 2.592
58 2.91
58 3.266
58 3.57
58 4.617
58 6.03
58 6.51
58 6.544
58 7.865
59 2.035
59 2.43
59 2.679
59 2.934
59 3.176
59 3.435
59 4.681
59 6.06
59 6.766
59 6.27
59 7.207
60 2.02
60 2.332
60 2.674
60 2.937
60 3.142
60 3.483
60 4.307
60 5.602
60 6.383
60 5.844
60 7.275
61 2.033
61 2.333
61 2.666
61 3.006
61 3.302
61 3.599
61 4.587
61 5.776
61 6.118
61 6.6
62 2.045
62 2.41
62 2.714
62 2.978
62 3.227
62 3.433
62 4.859
62 6.141
62 4.948
62 6.288
63 2.035
63 2.355
63 2.712
63 3.004
63 3.325
63 3.499
63 4.955
63 6.118
63 5.611
63 6.061
64 2.029
64 2.352
64 2.65
64 2.829
64 3.12
64 3.331
64 4.287
64 5.528
64 6.022
64 6.018
64 7.457
65 2.016
65 2.323
65 2.656
65 3.021
65 3.234
65 3.464
65 4.764
65 6.131
65 5.843
65 6.795
66 2.033
66 2.372
66 2.697
66 3.086
66 3.296
66 3.558
66 4.794
66 6.044
66 6.017
66 6.929
67 2.007
67 2.286
67 2.644
67 2.846
67 3.16
67 3.488
67 4.024
67 5.175
67 6.329
67 5.747
67 7.168
68 2.026
68 2.273
68 2.551
68 2.786
68 3.106
68 3.393
68 4.528
68 5.94
68 6.346
68 7.056
69 2.015
69 2.272
69 2.513
69 2.765
69 2.969
69 3.278
69 4.172
69 5.715
69 6.081
69 5.909
69 7.228
70 2.011
70 2.368
70 2.595
70 2.935
70 3.199
70 3.492
70 4.461
70 6.033
70 6.379
70 6.569
71 2.034
71 2.429
71 2.675
71 2.971
71 3.313
71 3.645
71 5.037
71 6.243
71 5.563
71 7.119
