year curveLowRes0161
0 2.02
0 2.317
0 2.571
0 2.849
0 3.129
0 3.42
0 4.664
0 6.139
0 5.99
0 6.674
1 2.015
1 2.395
1 2.636
1 2.906
1 3.195
1 3.535
1 5.053
1 6.524
1 5.599
1 6.635
2 2.003
2 2.272
2 2.486
2 2.781
2 3.162
2 3.435
2 4.275
2 5.266
2 5.784
2 5.486
2 7.25
3 2.025
3 2.325
3 2.635
3 2.961
3 3.256
3 3.538
3 4.573
3 6.509
3 6.048
3 7.382
4 2.015
4 2.268
4 2.48
4 2.792
4 3.01
4 3.228
4 4.313
4 5.409
4 5.964
4 5.577
4 6.685
5 2.016
5 2.267
5 2.468
5 2.699
5 3.018
5 3.368
5 4.263
5 4.997
5 5.512
5 5.737
5 7.377
6 2.035
6 2.334
6 2.675
6 2.919
6 3.258
6 3.503
6 4.758
6 5.804
6 5.582
6 6.81
7 2.008
7 2.24
7 2.488
7 2.77
7 3.032
7 3.227
7 4.042
7 5.056
7 5.941
7 5.38
7 6.797
8 2.026
8 2.297
8 2.528
8 2.768
8 2.952
8 3.216
8 4.415
8 5.816
8 5.706
8 6.714
9 2.05
9 2.346
9 2.564
9 2.842
9 3.131
9 3.436
9 4.671
9 6.148
9 6.195
9 6.658
10 2.021
10 2.333
10 2.626
10 2.923
10 3.289
10 3.564
10 4.398
10 5.769
10 6.498
10 6.495
10 8.036
11 2.044
11 2.291
11 2.602
11 2.922
11 3.141
11 3.476
11 4.193
11 5.379
11 5.771
11 6.416
12 2.046
12 2.369
12 2.68
12 2.962
12 3.209
12 3.516
12 4.023
12 5.531
12 6.046
12 6.189
12 7.901
13 2.008
13 2.322
13 2.639
13 2.862
13 3.19
13 3.57
13 4.818
13 5.705
13 5.876
13 6.399
14 2.035
14 2.292
14 2.53
14 2.807
14 3.067
14 3.337
14 4.172
14 5.259
14 5.888
14 5.545
14 7.182
15 2.012
15 2.246
15 2.561
15 2.837
15 3.038
15 3.321
15 4.203
15 5.422
15 5.982
15 5.77
15 7.126
16 2.044
16 2.354
16 2.617
16 2.976
16 3.321
16 3.583
16 4.959
16 6.307
16 6.363
16 7.215
17 2.046
17 2.398
17 2.659
17 2.88
17 3.289
17 3.595
17 4.943
17 6.182
17 5.51
17 6.854
18 2.032
18 2.353
18 2.628
18 2.911
18 3.204
18 3.58
18 4.885
18 6.189
18 5.694
18 6.727
19 2.011
19 2.276
19 2.612
19 2.873
19 3.163
19 3.427
19 3.847
19 5.433
19 6.8
19 6.131
19 7.522
20 2.035
20 2.304
20 2.597
20 2.884
20 3.175
20 3.457
20 3.909
20 4.957
20 5.62
20 5.551
20 7.176
21 2.05
21 2.389
21 2.659
21 2.888
21 3.192
21 3.484
21 4.489
21 5.623
21 6.156
21 5.958
21 7.476
22 2.03
22 2.303
22 2.496
22 2.873
22 3.159
22 3.475
22 4.896
22 5.875
22 5.461
22 6.048
23 2.015
23 2.284
23 2.568
23 2.851
23 3.184
23 3.518
23 4.867
23 6.089
23 5.921
23 7.124
24 2.024
24 2.233
24 2.482
24 2.715
24 2.957
24 3.154
24 3.789
24 4.747
24 5.169
24 5.807
25 2.001
25 2.343
25 2.682
25 3.051
25 3.424
25 3.773
25 5.105
25 6.057
25 6.173
25 6.694
26 2.009
26 2.396
26 2.684
26 3.018
26 3.306
26 3.565
26 4.7
26 6.117
26 6.084
26 6.61
27 2.026
27 2.256
27 2.545
27 2.887
27 3.241
27 3.696
27 5.174
27 6.318
27 5.901
27 6.975
28 2.011
28 2.28
28 2.686
28 2.958
28 3.217
28 3.506
28 4.653
28 6.202
28 6.102
28 6.942
29 2.016
29 2.363
29 2.66
29 3.033
29 3.28
29 3.59
29 4.216
29 5.285
29 5.997
29 5.386
29 7.082
30 2.048
30 2.333
30 2.619
30 2.939
30 3.244
30 3.524
30 4.913
30 6.108
30 5.847
30 7.131
31 2.05
31 2.332
