year curveLowRes0321
0 2.005
0 2.308
0 2.569
0 2.812
0 3.053
0 3.371
0 4.023
0 5.601
0 5.895
0 6.467
1 2.042
1 2.324
1 2.679
1 2.967
1 3.281
1 3.723
1 4.732
1 5.586
1 5.379
1 6.264
2 2.009
2 2.221
2 2.545
2 2.783
2 3.033
2 3.362
2 4.327
2 5.701
2 5.081
2 6.141
3 2.036
3 2.34
3 2.635
3 3.021
3 3.354
3 3.712
3 4.645
3 6.068
3 5.681
3 6.579
4 2.02
4 2.384
4 2.626
4 2.837
4 3.119
4 3.366
4 4.332
4 5.736
4 4.916
4 6.26
5 2.0
5 2.32
5 2.658
5 2.999
5 3.312
5 3.554
5 4.908
5 6.015
5 5.825
5 6.628
6 2.029
6 2.328
6 2.549
6 2.871
6 3.109
6 3.403
6 4.558
6 5.75
6 5.38
6 6.401
7 2.016
7 2.255
7 2.553
7 2.88
7 3.125
7 3.385
7 4.25
7 5.258
7 5.105
7 5.897
8 2.022
8 2.28
8 2.518
8 2.861
8 3.116
8 3.47
8 4.314
8 5.623
8 5.224
8 6.224
9 2.006
9 2.232
9 2.514
9 2.785
9 3.131
9 3.446
9 4.256
9 5.866
9 5.428
9 6.062
10 2.048
10 2.266
10 2.565
10 2.9
10 3.19
10 3.478
10 4.443
10 5.536
10 6.283
10 6.322
11 2.006
11 2.356
11 2.562
11 2.871
11 3.217
11 3.489
11 4.494
11 5.554
11 5.284
11 6.365
12 2.039
12 2.265
12 2.498
12 2.75
12 3.116
12 3.409
12 3.891
12 5.124
12 5.753
12 5.179
12 6.256
13 2.021
13 2.335
13 2.617
13 2.932
13 3.21
13 3.504
13 4.151
13 5.266
13 6.226
13 6.103
13 7.094
14 2.009
14 2.339
14 2.562
14 2.812
14 3.121
14 3.446
14 4.609
14 6.067
14 5.774
14 7.023
15 2.004
15 2.384
15 2.645
15 2.911
15 3.261
15 3.781
15 5.117
15 6.487
15 6.035
15 7.476
16 2.011
16 2.351
16 2.71
16 3.093
16 3.376
16 3.759
16 4.166
16 5.672
16 5.731
16 6.013
16 7.561
17 2.042
17 2.281
17 2.53
17 2.816
17 3.095
17 3.463
17 4.528
17 5.741
17 5.927
17 5.499
17 7.14
18 2.034
18 2.316
18 2.606
18 2.854
18 3.14
18 3.439
18 4.166
18 5.3
18 6.157
18 5.367
18 6.797
19 2.01
19 2.335
19 2.639
19 2.952
19 3.285
19 3.7
19 4.439
19 5.461
19 6.304
19 5.254
19 6.371
20 2.008
20 2.191
20 2.433
20 2.716
20 3.041
20 3.318
20 4.385
20 5.431
20 5.423
20 5.896
21 2.015
21 2.355
21 2.58
21 2.982
21 3.23
21 3.52
21 4.197
21 5.435
21 6.087
21 5.747
21 7.255
22 2.039
22 2.246
22 2.565
22 2.895
22 3.199
22 3.513
22 4.347
22 5.624
22 7.009
22 6.433
22 7.714
23 2.013
23 2.31
23 2.614
23 2.826
23 3.061
23 3.368
23 4.244
23 5.69
23 6.458
23 6.626
23 7.705
24 2.035
24 2.311
24 2.67
24 2.937
24 3.209
24 3.468
24 3.977
24 5.195
24 5.815
24 5.269
24 6.715
25 2.003
25 2.375
25 2.571
25 2.884
25 3.156
25 3.367
25 4.137
25 5.244
25 6.045
25 5.454
25 6.913
26 2.044
26 2.344
26 2.571
26 2.773
26 3.111
26 3.451
26 4.579
26 5.819
26 5.494
26 6.334
27 2.047
27 2.462
27 2.794
27 3.132
27 3.399
27 3.77
27 4.819
27 5.986
27 6.873
27 6.595
28 2.037
28 2.255
28 2.523
28 2.74
28 3.077
28 3.34
28 4.39
28 5.65
28 5.551
28 6.183
29 2.019
29 2.389
29 2.729
29 3.024
29 3.284
29 3.515
29 4.367
29 5.645
29 6.152
29 6.612
29 7.766
30 2.003
30 2.357
30 2.645
30 2.898
30 3.222
30 3.499
30 4.957
30 5.849
30 5.559
30 5.947
31 2.039
31 2.284
31 2.699
31 3.086
31 3.353
31 3.67
31 4.709
31 5.961
31 4.991
31 6.145
32 2.02
32 2.292
32 2.596
32 2.853
32 3.121
32 3.377
32 4.319
32 5.352
32 6.146
32 5.925
32 6.948
33 2.015
33 2.301
33 2.589
33 2.937
33 3.189
33 3.437
33 4.057
33 4.837
33 5.83
33 5.041
33 6.687
34 2.038
34 2.38
34 2.61
34 2.943
34 3.304
34 3.512
34 4.813
34 6.291
34 5.828
34 6.75
35 2.019
35 2.285
35 2.568
35 2.96
35 3.22
35 3.51
35 4.496
35 5.841
35 5.599
35 6.53
36 2.015
36 2.245
36 2.512
36 2.857
36 3.173
36 3.486
36 4.988
36 6.11
36 5.435
36 6.933
37 2.009
37 2.288
37 2.603
37 2.92
37 3.265
37 3.643
37 4.106
37 5.487
37 5.778
37 5.805
38 2.046
38 2.302
38 2.553
38 2.857
38 3.146
38 3.441
38 4.947
38 6.032
38 5.559
