year curveLowRes0511
0 2.036
0 2.291
0 2.639
0 2.903
0 3.227
0 3.485
0 4.536
0 5.618
0 6.194
0 6.531
0 8.274
1 2.047
1 2.288
1 2.571
1 2.89
1 3.186
1 3.524
1 4.839
1 5.714
1 5.742
1 6.595
2 2.019
2 2.334
2 2.567
2 2.84
2 3.177
2 3.454
2 4.251
2 5.705
2 5.48
2 7.037
3 2.008
3 2.316
3 2.534
3 2.807
3 3.07
3 3.4
3 4.196
3 5.51
3 5.292
3 6.56
4 2.022
4 2.325
4 2.59
4 2.899
4 3.285
4 3.579
4 5.273
4 6.762
4 5.984
4 7.525
5 2.034
5 2.361
5 2.61
5 2.874
5 3.164
5 3.395
5 4.192
5 5.371
5 6.425
5 5.545
5 7.257
6 2.005
6 2.293
6 2.648
6 2.878
6 3.156
6 3.371
6 4.489
6 5.592
6 5.774
6 5.949
7 2.032
7 2.318
7 2.563
7 2.841
7 3.186
7 3.503
7 4.96
7 6.233
7 5.809
7 7.085
8 2.03
8 2.286
8 2.536
8 2.786
8 2.99
8 3.262
8 4.21
8 5.462
8 5.637
8 6.297
9 2.001
9 2.38
9 2.653
9 3.023
9 3.333
9 3.578
9 4.492
9 5.576
9 6.423
9 6.021
9 7.244
10 2.028
10 2.232
10 2.593
10 2.83
10 3.134
10 3.348
10 4.288
10 5.225
10 5.805
10 5.2
10 6.669
11 2.028
11 2.415
11 2.758
11 3.036
11 3.361
11 3.736
11 4.625
11 5.763
11 5.661
11 5.775
12 2.02
12 2.246
12 2.548
12 2.868
12 3.202
12 3.588
12 4.854
12 6.323
12 5.697
12 6.977
13 2.02
13 2.345
13 2.65
13 2.884
13 3.271
13 3.548
13 4.722
13 6.106
13 5.425
13 6.68
14 2.012
14 2.342
14 2.773
14 3.084
14 3.473
14 3.854
14 5.258
14 7.04
14 6.508
14 7.244
15 2.044
15 2.36
15 2.633
15 2.93
15 3.145
15 3.395
15 4.353
15 5.314
15 5.326
15 6.117
16 2.022
16 2.267
16 2.57
16 2.779
16 3.113
16 3.38
16 4.146
16 5.44
16 6.522
16 5.448
16 6.866
17 2.03
17 2.288
17 2.55
17 2.855
17 3.026
17 3.262
17 4.063
17 5.145
17 5.612
17 5.469
17 6.741
18 2.032
18 2.32
18 2.717
18 2.927
18 3.261
18 3.572
18 4.807
18 6.249
18 5.193
18 6.42
19 2.01
19 2.246
19 2.546
19 2.883
19 3.166
19 3.442
19 4.342
19 5.415
19 6.145
19 6.079
19 7.31
20 2.029
20 2.248
20 2.487
20 2.741
20 3.019
20 3.25
20 4.115
20 5.453
20 6.435
20 6.252
20 8.219
21 2.036
21 2.351
21 2.72
21 3.001
21 3.341
21 3.674
21 4.758
21 6.287
21 5.761
21 6.708
22 2.043
22 2.23
22 2.519
22 2.795
22 3.048
22 3.343
22 4.793
