year curveLowRes0361
0 2.021
0 2.373
0 2.579
0 2.894
0 3.162
0 3.465
0 4.228
0 5.58
0 5.516
0 5.696
0 7.181
1 2.04
1 2.36
1 2.609
1 2.98
1 3.289
1 3.602
1 4.581
1 6.216
1 5.516
1 7.162
2 2.004
2 2.377
2 2.587
2 2.877
2 3.083
2 3.532
2 4.993
2 6.019
2 5.398
2 6.966
3 2.029
3 2.389
3 2.671
3 2.93
3 3.123
3 3.449
3 5.01
3 6.233
3 6.063
3 6.485
4 2.026
4 2.233
4 2.473
4 2.7
4 2.974
4 3.282
4 4.434
4 5.424
4 4.921
4 6.435
5 2.046
5 2.293
5 2.582
5 2.853
5 3.051
5 3.347
5 3.903
5 5.055
5 6.25
5 5.552
5 7.214
6 2.005
6 2.237
6 2.589
6 2.937
6 3.27
6 3.468
6 4.648
6 5.975
6 5.682
6 6.969
7 2.035
7 2.321
7 2.639
7 2.882
7 3.208
7 3.485
7 4.866
7 6.313
7 6.214
7 7.08
8 2.012
8 2.277
8 2.568
8 2.876
8 3.163
8 3.377
8 4.57
8 5.771
8 5.575
8 7.035
9 2.012
9 2.316
9 2.604
9 2.91
9 3.166
9 3.427
9 4.633
9 6.059
9 6.322
9 6.655
10 2.004
10 2.346
10 2.651
10 2.916
10 3.217
10 3.503
10 5.055
10 6.313
10 5.494
10 6.837
11 2.017
11 2.367
11 2.721
11 3.036
11 3.377
11 3.675
11 4.531
11 5.777
11 6.356
11 5.971
11 7.383
12 2.019
12 2.305
12 2.702
12 2.962
12 3.137
12 3.381
12 4.386
12 5.789
12 6.268
12 6.519
12 8.406
13 2.012
13 2.26
13 2.537
13 2.844
13 3.044
13 3.264
13 4.095
13 5.121
13 5.066
13 5.359
14 2.026
14 2.349
14 2.604
14 2.853
14 3.185
14 3.457
14 4.567
14 5.781
14 5.539
14 6.81
15 2.045
15 2.411
15 2.709
15 2.972
15 3.352
15 3.663
15 4.945
15 6.711
15 6.345
15 7.672
16 2.03
16 2.339
16 2.64
16 2.96
16 3.291
16 3.549
16 5.453
16 7.009
16 6.631
16 8.071
17 2.04
17 2.326
17 2.639
17 2.951
17 3.177
17 3.43
17 4.437
17 5.806
17 5.794
17 6.473
18 2.03
18 2.331
18 2.768
18 3.031
18 3.456
18 3.778
18 4.842
18 6.122
18 6.636
18 6.386
18 7.518
19 2.029
19 2.349
19 2.679
19 3.042
19 3.409
19 3.772
19 4.908
19 6.655
19 6.836
19 7.656
20 2.027
20 2.274
20 2.609
20 2.908
20 3.187
20 3.388
20 4.195
20 5.081
20 6.215
20 5.421
20 6.944
21 2.047
21 2.307
21 2.518
21 2.721
21 3.0
21 3.324
21 4.151
21 5.745
21 6.609
21 6.185
21 8.147
22 2.046
22 2.334
22 2.602
22 2.925
22 3.173
22 3.423
22 4.407
22 5.512
22 5.99
22 6.067
22 7.093
23 2.028
23 2.303
23 2.573
23 2.77
23 3.018
23 3.256
23 4.101
23 5.132
23 5.642
23 5.129
23 6.46
24 2.02
24 2.361
24 2.694
24 3.088
24 3.36
24 3.685
24 4.946
24 6.261
24 5.581
24 7.06
25 2.02
25 2.333
25 2.675
25 2.956
25 3.244
25 3.554
25 4.083
25 5.223
25 6.671
25 6.027
25 7.415
26 2.042
26 2.404
26 2.691
26 3.066
26 3.321
26 3.879
26 4.971
26 6.159
26 5.226
26 6.362
27 2.012
27 2.279
27 2.637
27 2.943
27 3.206
27 3.563
27 4.824
27 5.827
27 5.567
27 5.983
28 2.017
28 2.337
28 2.585
28 2.932
28 3.272
28 3.517
28 4.454
28 5.681
28 5.503
28 5.552
29 2.009
29 2.266
29 2.534
29 2.87
29 3.247
29 3.556
29 4.96
29 6.437
29 5.447
29 7.429
30 2.042
30 2.325
30 2.611
30 2.982
30 3.22
30 3.495
30 4.665
30 6.223
30 5.642
30 7.136
31 2.029
31 2.356
31 2.664
31 2.957
31 3.343
31 3.595
31 5.06
31 6.309
31 5.99
31 7.482
32 2.029
32 2.307
32 2.595
32 2.898
32 3.105
32 3.387
32 4.61
32 6.305
32 6.606
32 7.518
32 9.199
33 2.016
33 2.334
33 2.655
33 2.963
33 3.257
33 3.466
33 4.05
33 5.258
33 6.824
33 6.441
33 7.975
34 2.008
34 2.281
34 2.585
34 2.901
34 3.265
34 3.573
34 5.159
34 6.559
34 6.349
34 7.048
35 2.015
35 2.248
35 2.608
35 2.916
35 3.182
35 3.471
35 4.693
35 6.032
35 5.978
35 6.274
36 2.023
36 2.381
36 2.737
36 3.013
36 3.304
36 3.559
36 4.205
36 5.453
36 5.328
36 6.388
37 2.035
37 2.379
37 2.711
37 3.024
37 3.316
37 3.759
37 5.388
37 6.99
37 6.501
37 7.57
38 2.031
38 2.294
38 2.557
38 2.898
38 3.214
38 3.532
38 3.938
38 4.788
38 6.07
38 5.672
38 7.205
39 2.018
39 2.419
39 2.696
39 3.039
39 3.351
39 3.639
39 5.009
39 6.539
39 6.446
39 7.473
40 2.044
40 2.362
40 2.727
40 2.973
40 3.354
40 3.771
40 5.346
40 6.467
40 5.415
40 6.863
41 2.009
41 2.267
41 2.523
41 2.853
41 3.149
41 3.463
41 4.275
41 5.842
41 6.276
41 5.766
41 6.857
42 2.002
42 2.401
42 2.651
42 2.89
42 3.238
42 3.515
42 4.599
42 6.3
42 6.12
42 6.924
43 2.004
43 2.267
43 2.461
43 2.683
43 2.853
43 3.096
43 3.976
43 5.006
43 5.479
43 5.351
43 6.95
44 2.005
44 2.233
44 2.551
44 2.783
44 2.976
44 3.259
44 4.521
44 6.142
44 5.179
44 6.501
45 2.024
45 2.321
45 2.62
45 2.871
45 3.17
45 3.563
45 3.847
45 4.85
45 6.141
45 5.535
45 6.838
46 2.044
46 2.26
46 2.517
46 2.861
46 3.104
46 3.359
46 4.166
46 5.467
46 5.812
46 5.371
46 6.874
47 2.046
47 2.243
47 2.577
47 2.943
47 3.246
47 3.486
47 4.019
47 5.295
47 5.468
47 5.982
48 2.048
48 2.329
48 2.639
48 2.919
48 3.202
48 3.472
48 4.598
48 6.062
48 6.25
48 6.817
48 7.908
49 2.015
49 2.325
49 2.596
49 2.902
49 3.175
49 3.499
49 4.605
49 5.591
49 4.419
49 5.9
50 2.022
50 2.298
50 2.613
50 2.931
50 3.132
50 3.451
50 4.797
50 6.168
50 6.417
50 7.236
51 2.002
51 2.311
51 2.661
51 2.847
51 3.201
51 3.461
51 4.51
51 5.608
51 5.491
51 6.241
52 2.048
52 2.296
52 2.582
52 2.933
52 3.173
52 3.411
52 4.635
52 6.0
52 5.7
52 6.795
53 2.03
53 2.203
53 2.451
53 2.736
53 3.013
53 3.323
53 4.119
53 5.712
53 7.221
53 6.481
53 7.631
54 2.013
54 2.195
54 2.455
54 2.78
54 3.035
54 3.36
54 4.21
54 5.396
54 5.461
54 5.942
54 7.285
55 2.009
55 2.295
55 2.629
55 2.979
55 3.226
55 3.458
55 4.726
55 6.385
55 6.285
55 7.234
56 2.017
56 2.379
56 2.757
56 3.0
56 3.215
56 3.521
56 4.675
56 5.759
56 4.958
56 6.332
57 2.046
57 2.368
57 2.72
57 2.903
57 3.243
57 3.582
57 5.006
57 6.309
57 6.018
57 6.965
58 2.016
58 2.261
58 2.474
58 2.773
58 3.056
58 3.356
58 4.26
58 5.479
58 5.729
58 5.598
58 6.997
59 2.02
59 2.208
59 2.484
59 2.826
59 3.146
59 3.406
59 4.194
59 5.2
59 6.244
59 6.477
59 7.634
60 2.038
60 2.286
60 2.574
60 3.002
60 3.196
60 3.461
60 4.399
60 5.713
60 6.507
60 6.032
60 7.331
61 2.036
61 2.407
61 2.789
61 3.093
61 3.35
61 3.653
61 4.71
61 5.819
61 6.176
61 6.293
62 2.048
62 2.257
62 2.544
62 2.875
62 3.167
62 3.429
62 4.362
62 5.641
62 6.552
62 6.2
62 7.587
63 2.043
63 2.239
63 2.572
63 2.872
63 3.091
63 3.468
63 4.517
63 5.829
63 6.173
63 6.472
63 7.901
64 2.042
64 2.403
64 2.725
64 3.041
64 3.346
64 3.716
64 4.765
64 6.081
64 6.22
64 6.371
65 2.013
65 2.325
65 2.568
65 2.897
65 3.185
65 3.446
65 4.367
65 5.721
65 5.919
65 6.085
66 2.033
66 2.353
66 2.668
66 2.919
66 3.21
66 3.586
66 4.857
66 5.901
66 5.795
66 6.012
67 2.036
67 2.351
67 2.656
67 2.911
67 3.244
67 3.458
67 4.156
67 5.185
67 6.151
67 6.023
67 7.493
68 2.041
68 2.35
68 2.561
68 2.869
68 3.156
68 3.42
68 3.953
68 5.124
68 5.868
68 5.762
68 7.201
69 2.002
69 2.242
69 2.489
69 2.757
69 3.063
69 3.341
69 3.989
69 4.978
69 5.994
69 5.518
69 7.006
70 2.023
70 2.417
70 2.687
70 3.047
70 3.301
70 3.839
70 5.13
70 6.516
70 5.998
70 7.015
71 2.003
71 2.207
71 2.474
71 2.764
71 2.976
71 3.301
71 4.285
71 5.767
71 6.149
71 5.889
71 7.551
