year curveLowRes0561
0 2.023
0 2.318
0 2.52
0 2.817
0 3.135
0 3.458
0 4.383
0 5.508
0 6.701
0 5.989
0 6.946
1 2.035
1 2.32
1 2.691
1 3.042
1 3.331
1 3.633
1 4.657
1 5.541
1 6.124
1 6.451
1 8.096
2 2.002
2 2.166
2 2.548
2 2.822
2 3.146
2 3.37
2 4.776
2 6.31
2 5.714
2 6.954
3 2.019
3 2.248
3 2.543
3 2.844
3 3.125
3 3.504
3 4.649
3 5.933
3 5.81
3 5.861
4 2.025
4 2.287
4 2.517
4 2.815
4 3.13
4 3.379
4 4.666
4 6.148
4 5.592
4 6.593
5 2.037
5 2.324
5 2.642
5 2.927
5 3.193
5 3.486
5 3.847
5 4.647
5 4.97
5 5.432
6 2.031
6 2.347
6 2.597
6 2.912
6 3.234
6 3.509
6 4.493
6 5.881
6 5.74
6 6.701
7 2.009
7 2.243
7 2.452
7 2.74
7 3.069
7 3.324
7 4.146
7 5.244
7 6.088
7 5.563
7 7.156
8 2.019
8 2.289
8 2.55
8 2.865
8 3.187
8 3.518
8 4.93
8 6.098
8 5.53
8 6.82
9 2.042
9 2.308
9 2.57
9 2.859
9 3.204
9 3.535
9 5.024
9 5.791
9 5.36
9 6.183
10 2.008
10 2.352
10 2.684
10 3.047
10 3.362
10 3.652
10 4.687
10 6.004
10 6.148
10 5.81
11 2.002
11 2.3
11 2.548
11 2.743
11 3.047
11 3.304
11 3.872
11 5.26
11 6.299
11 5.674
11 6.705
12 2.006
12 2.258
12 2.553
12 2.891
12 3.241
12 3.467
12 4.902
12 6.237
12 5.532
12 6.469
13 2.014
13 2.286
13 2.603
13 2.895
13 3.167
13 3.497
13 4.201
13 5.491
13 6.048
13 6.132
13 7.39
14 2.048
14 2.367
14 2.626
14 2.91
14 3.247
14 3.582
14 4.615
14 5.632
14 4.958
14 6.045
15 2.027
15 2.299
15 2.588
15 2.964
15 3.267
15 3.609
15 4.325
15 5.513
15 6.386
15 5.785
15 7.079
16 2.005
16 2.329
16 2.627
16 2.918
16 3.14
16 3.563
16 4.797
16 5.982
16 5.886
16 6.819
17 2.004
17 2.238
17 2.42
17 2.718
17 2.964
17 3.246
17 4.124
17 5.453
17 4.814
17 5.998
18 2.003
18 2.28
18 2.547
18 2.896
18 3.138
18 3.444
18 4.249
18 5.928
18 5.257
18 6.1
19 2.006
19 2.374
19 2.639
19 2.913
19 3.189
19 3.587
19 4.689
19 6.03
19 5.708
19 6.843
20 2.048
20 2.359
20 2.694
20 3.031
20 3.33
20 3.649
20 4.797
20 5.964
20 5.566
20 6.628
21 2.008
21 2.292
21 2.566
21 2.852
21 3.075
21 3.361
21 4.208
21 5.075
21 5.749
21 5.682
21 6.706
22 2.036
22 2.338
22 2.625
22 2.903
22 3.22
22 3.468
22 4.415
22 5.531
22 5.897
22 6.174
22 7.751
23 2.047
23 2.379
23 2.746
23 3.001
23 3.325
23 3.604
23 4.769
23 6.132
23 5.772
23 5.905
24 2.021
24 2.19
24 2.457
24 2.721
24 3.002
24 3.262
24 4.091
24 5.155
24 5.562
24 5.287
24 6.514
25 2.034
25 2.262
25 2.449
25 2.803
25 3.126
25 3.4
25 3.995
25 5.004
25 5.901
25 5.533
25 6.813
26 2.011
26 2.312
26 2.605
26 2.806
26 3.035
26 3.379
26 4.149
26 5.492
26 5.889
26 5.992
26 7.373
27 2.043
27 2.356
27 2.617
27 2.94
27 3.218
27 3.683
27 5.039
27 6.579
27 5.883
27 7.72
28 2.036
28 2.294
28 2.586
28 2.786
28 3.058
28 3.377
28 4.589
28 6.008
28 6.274
28 7.068
29 2.021
29 2.345
29 2.593
29 2.84
29 3.154
29 3.498
29 4.571
29 5.738
29 5.892
29 5.959
29 7.322
30 2.026
30 2.402
30 2.805
30 3.064
30 3.365
30 3.696
30 4.902
30 6.284
30 6.14
30 6.747
31 2.041
31 2.338
31 2.656
31 3.018
31 3.26
31 3.589
31 4.496
31 5.933
31 6.994
31 6.361
31 7.398
32 2.042
32 2.304
32 2.547
32 2.832
32 3.071
32 3.366
32 4.011
32 5.059
32 6.022
32 5.24
32 6.652
33 2.004
33 2.384
33 2.683
33 3.002
33 3.365
33 3.715
33 5.012
33 5.965
33 6.14
33 5.735
34 2.031
34 2.343
34 2.667
34 3.025
34 3.404
34 3.73
34 5.132
34 5.951
34 5.491
34 7.224
35 2.023
35 2.235
35 2.527
35 2.786
35 3.023
35 3.287
35 4.455
35 5.713
35 6.233
35 6.258
35 7.708
36 2.031
36 2.312
36 2.603
36 2.961
36 3.246
36 3.54
36 4.504
36 5.601
36 5.514
36 6.039
37 2.018
37 2.266
37 2.532
