year curveLowRes0311
0 2.029
0 2.295
0 2.675
0 2.9
0 3.234
0 3.745
0 5.093
0 6.696
0 6.078
0 7.175
1 2.019
1 2.249
1 2.506
1 2.816
1 3.157
1 3.458
1 4.243
1 5.557
1 6.262
1 5.89
1 7.509
2 2.013
2 2.222
2 2.547
2 2.858
2 3.234
2 3.501
2 4.776
2 6.012
2 6.363
2 7.23
3 2.018
3 2.2
3 2.53
3 2.683
3 2.964
3 3.29
3 4.396
3 5.681
3 6.193
3 6.526
3 7.856
4 2.05
4 2.284
4 2.528
4 2.723
4 2.918
4 3.224
4 4.019
4 5.037
4 5.707
4 5.96
4 7.569
5 2.048
5 2.377
5 2.614
5 2.873
5 3.143
5 3.455
5 4.486
5 5.781
5 5.388
5 6.539
6 2.048
6 2.375
6 2.675
6 2.945
6 3.171
6 3.437
6 3.784
6 4.784
6 5.49
6 5.427
6 6.907
7 2.007
7 2.242
7 2.594
7 2.928
7 3.205
7 3.553
7 4.546
7 5.791
7 5.472
7 6.619
8 2.0
8 2.275
8 2.567
8 2.887
8 3.122
8 3.482
8 4.206
8 5.601
8 5.053
8 6.039
9 2.027
9 2.272
9 2.544
9 2.827
9 3.139
9 3.508
9 4.312
9 5.901
9 5.217
9 6.188
10 2.041
10 2.343
10 2.623
10 2.917
10 3.1
10 3.348
10 3.853
10 5.044
10 5.966
10 5.379
10 6.619
11 2.02
11 2.258
11 2.48
11 2.746
11 2.988
11 3.213
11 4.042
11 5.141
11 5.607
11 5.643
11 7.507
12 2.001
12 2.338
12 2.665
12 2.948
12 3.313
12 3.532
12 4.841
12 6.405
12 6.341
12 6.891
13 2.028
13 2.307
13 2.555
13 2.864
13 3.111
13 3.355
13 4.07
13 5.278
13 6.147
13 5.54
13 7.413
14 2.007
14 2.3
14 2.659
14 3.026
14 3.267
14 3.505
14 4.42
14 5.807
14 6.709
14 5.864
14 7.553
15 2.019
15 2.359
15 2.684
15 2.868
15 3.162
15 3.399
15 4.373
15 5.55
15 5.405
15 5.446
15 7.016
16 2.037
16 2.284
16 2.583
16 2.877
16 3.149
16 3.51
16 4.443
16 5.941
16 5.566
16 6.274
17 2.017
17 2.322
17 2.59
17 2.85
17 3.263
17 3.628
17 4.846
17 5.976
17 5.745
17 7.075
18 2.033
18 2.375
18 2.652
18 2.903
18 3.192
18 3.514
18 4.172
18 5.405
18 6.161
18 5.581
18 7.108
19 2.033
19 2.32
19 2.62
19 2.917
19 3.188
19 3.411
19 4.245
19 5.552
19 5.985
19 5.944
20 2.038
20 2.351
20 2.649
20 2.902
20 3.221
20 3.551
20 4.643
20 5.596
20 4.991
20 7.022
21 2.018
21 2.367
21 2.71
21 2.927
21 3.168
21 3.391
21 4.309
21 5.626
21 5.948
21 6.472
22 2.047
22 2.331
22 2.645
22 2.903
22 3.218
22 3.55
22 4.617
22 6.088
22 5.628
22 6.399
23 2.013
23 2.337
23 2.559
23 2.797
23 2.979
23 3.334
23 4.106
23 5.576
23 6.389
23 6.456
23 7.98
24 2.02
24 2.287
24 2.599
24 2.902
24 3.07
24 3.598
24 4.848
24 6.114
24 5.254
24 6.86
25 2.01
25 2.307
25 2.631
25 2.91
25 3.178
25 3.625
25 4.813
25 5.897
25 5.996
25 6.254
26 2.043
26 2.303
26 2.612
26 2.919
26 3.18
26 3.495
26 4.63
26 5.464
26 5.613
26 5.712
26 6.899
27 2.028
27 2.26
27 2.49
27 2.786
27 3.037
27 3.353
27 4.833
27 6.172
27 6.021
27 6.743
28 2.038
28 2.396
28 2.726
28 3.031
28 3.358
28 3.674
28 4.767
28 6.353
28 5.742
28 7.044
29 2.031
29 2.265
29 2.486
29 2.85
29 3.146
29 3.426
29 4.43
29 6.144
29 5.704
29 7.276
30 2.033
30 2.342
30 2.615
30 2.966
30 3.228
30 3.487
30 4.394
30 5.691
30 4.851
30 5.891
31 2.029
31 2.39
31 2.691
31 2.941
31 3.228
31 3.523
31 4.501
31 5.979
31 6.274
31 6.674
32 2.015
32 2.301
32 2.603
32 2.947
32 3.319
32 3.545
32 4.693
32 5.668
32 6.403
32 5.721
32 7.018
33 2.001
33 2.289
33 2.566
33 2.831
33 3.188
33 3.548
33 4.361
33 6.215
33 6.452
33 6.906
34 2.021
34 2.314
34 2.574
34 2.911
34 3.179
34 3.478
34 4.479
34 6.118
34 6.435
34 6.215
34 7.764
35 2.041
35 2.375
35 2.696
35 2.935
35 3.175
35 3.553
35 4.273
35 5.481
35 4.944
35 6.069
36 2.011
36 2.259
36 2.578
36 2.921
36 3.259
36 3.618
36 4.712
36 6.076
36 6.336
36 6.531
37 2.018
37 2.203
37 2.464
37 2.768
37 3.051
37 3.312
37 4.757
37 6.635
37 5.997
37 7.886
38 2.008
38 2.296
38 2.607
38 2.796
38 3.1
38 3.319
38 4.767
38 5.569
38 4.821
