year curveLowRes0431
0 2.036
0 2.301
0 2.561
0 2.789
0 3.124
0 3.535
0 4.531
0 6.165
0 6.339
0 6.537
1 2.029
1 2.282
1 2.522
1 2.736
1 3.003
1 3.308
1 4.207
1 5.244
1 6.09
1 6.266
1 7.358
2 2.011
2 2.311
2 2.598
2 2.927
2 3.325
2 3.531
2 4.54
2 5.972
2 6.074
2 6.302
2 7.308
3 2.023
3 2.264
3 2.618
3 2.984
3 3.321
3 3.661
3 4.875
3 6.169
3 6.233
3 7.305
4 2.01
4 2.26
4 2.521
4 2.681
4 2.891
4 3.107
4 3.984
4 5.02
4 4.677
4 5.122
5 2.039
5 2.411
5 2.686
5 3.086
5 3.383
5 3.606
5 4.724
5 6.072
5 6.001
5 6.534
6 2.011
6 2.28
6 2.531
6 2.921
6 3.215
6 3.494
6 4.258
6 5.406
6 5.766
6 5.818
6 7.582
7 2.022
7 2.356
7 2.687
7 3.043
7 3.341
7 3.647
7 4.883
7 6.14
7 6.05
7 6.624
8 2.033
8 2.351
8 2.641
8 2.901
8 3.144
8 3.489
8 4.454
8 5.925
8 5.809
8 6.268
9 2.012
9 2.308
9 2.626
9 2.875
9 3.258
9 3.55
9 4.363
9 6.094
9 5.451
9 6.336
10 2.022
10 2.341
10 2.641
10 2.923
10 3.24
10 3.575
10 5.127
10 6.098
10 5.414
10 6.686
11 2.034
11 2.385
11 2.556
11 2.847
11 3.187
11 3.417
11 4.541
11 5.928
11 6.55
11 6.678
12 2.016
12 2.305
12 2.57
12 2.815
12 3.038
12 3.293
12 4.302
12 5.457
12 6.128
12 5.649
12 7.196
13 2.025
13 2.32
13 2.67
13 3.01
13 3.32
13 3.666
13 4.122
13 4.932
13 6.443
13 5.936
13 7.125
14 2.037
14 2.382
14 2.732
14 2.987
14 3.28
14 3.635
14 5.108
14 6.186
14 5.372
14 6.378
15 2.05
15 2.271
15 2.592
15 2.887
15 3.259
15 3.787
15 5.379
15 6.93
15 6.372
15 7.068
16 2.045
16 2.332
16 2.642
16 2.867
16 3.14
16 3.358
16 4.511
16 5.74
16 6.244
16 6.728
17 2.006
17 2.464
17 2.833
17 3.029
17 3.429
17 3.736
17 5.123
17 6.441
17 5.852
17 7.38
18 2.009
18 2.262
18 2.548
18 2.772
18 2.978
18 3.194
18 4.123
18 5.554
