year curveLowRes0441
0 2.011
0 2.293
0 2.558
0 2.892
0 3.193
0 3.511
0 4.342
0 5.394
0 6.236
0 5.559
0 7.414
1 2.006
1 2.311
1 2.642
1 2.917
1 3.258
1 3.582
1 4.806
1 5.962
1 5.598
1 6.017
2 2.001
2 2.316
2 2.651
2 2.966
2 3.173
2 3.503
2 4.957
2 6.242
2 6.683
2 6.606
2 8.192
3 2.04
3 2.157
3 2.49
3 2.837
3 3.126
3 3.416
3 4.792
3 5.999
3 5.914
3 6.62
4 2.007
4 2.292
4 2.57
4 2.943
4 3.249
4 3.624
4 4.779
4 6.153
4 5.664
4 7.24
5 2.042
5 2.324
5 2.579
5 2.865
5 3.183
5 3.544
5 4.791
5 6.222
5 6.378
5 5.847
5 6.913
6 2.037
6 2.301
6 2.595
6 2.863
6 3.12
6 3.431
6 4.074
6 4.961
6 6.104
6 5.611
6 7.236
7 2.033
7 2.274
7 2.6
7 2.949
7 3.278
7 3.531
7 4.682
7 6.109
7 6.056
7 5.449
7 6.785
8 2.043
8 2.387
8 2.699
8 2.973
8 3.261
8 3.525
8 4.795
8 6.249
8 5.423
8 6.829
9 2.032
9 2.276
9 2.488
9 2.831
9 3.13
9 3.427
9 4.215
9 5.404
9 6.301
9 6.553
10 2.039
10 2.322
10 2.65
10 2.947
10 3.235
10 3.527
10 4.551
10 5.754
10 5.284
10 6.622
11 2.039
11 2.325
11 2.692
11 3.002
11 3.35
11 3.749
11 4.811
11 6.062
11 6.735
11 6.698
11 7.904
12 2.028
12 2.418
12 2.726
12 3.041
12 3.428
12 3.739
12 4.956
12 5.95
12 6.229
12 6.495
12 8.026
13 2.008
13 2.275
13 2.536
13 2.838
13 3.069
13 3.309
13 4.247
13 5.493
13 6.306
13 5.862
13 7.309
14 2.042
14 2.327
14 2.623
14 2.872
14 3.133
14 3.418
14 4.422
14 5.798
14 5.592
14 6.686
15 2.003
15 2.264
15 2.587
15 2.873
15 3.155
15 3.403
15 4.552
15 6.502
15 5.84
15 7.01
16 2.044
16 2.369
16 2.654
16 2.951
16 3.248
16 3.541
16 4.368
16 5.316
16 5.682
16 5.399
16 7.118
17 2.016
17 2.326
17 2.539
17 2.789
17 3.155
17 3.423
17 4.295
17 5.722
17 6.366
17 6.044
18 2.038
18 2.33
18 2.589
18 2.939
18 3.355
18 3.626
18 4.56
18 5.955
18 6.391
18 6.256
18 7.435
19 2.021
19 2.255
19 2.546
19 2.875
19 3.16
19 3.492
19 4.297
19 5.431
19 6.011
19 5.932
19 7.852
20 2.023
20 2.388
20 2.721
20 3.115
20 3.434
20 3.655
20 4.546
20 5.565
20 5.873
20 6.19
21 2.008
21 2.378
21 2.705
21 3.071
21 3.398
21 3.732
21 5.051
21 5.942
21 5.357
21 6.624
22 2.011
22 2.37
22 2.756
22 3.065
22 3.31
22 3.64
22 4.73
22 6.08
22 5.487
22 6.455
23 2.013
23 2.222
23 2.514
23 2.707
23 2.978
23 3.248
23 4.102
23 5.167
23 6.338
23 5.83
23 6.919
24 2.045
24 2.293
24 2.64
24 2.875
24 3.06
24 3.4
24 3.894
24 4.954
24 5.575
24 4.485
24 5.71
25 2.002
25 2.386
25 2.703
25 3.077
25 3.308
25 3.604
25 4.76
25 6.055
25 6.253
25 6.453
25 7.595
26 2.05
26 2.28
26 2.531
26 2.805
26 3.182
26 3.574
26 5.016
26 6.589
26 6.037
26 6.832
27 2.003
27 2.379
27 2.716
27 3.079
27 3.365
27 3.634
27 5.072
27 6.748
27 5.925
27 7.351
28 2.015
28 2.377
28 2.696
28 2.938
28 3.174
28 3.487
28 4.845
28 6.181
28 5.811
28 7.033
29 2.003
29 2.361
29 2.641
29 2.98
29 3.289
29 3.618
29 4.812
29 6.318
29 5.927
29 6.506
30 2.015
30 2.348
30 2.597
30 2.872
30 3.066
30 3.293
30 4.397
30 5.826
30 5.643
30 6.259
31 2.046
31 2.232
31 2.521
31 2.833
31 3.045
31 3.34
31 4.422
31 5.631
31 5.71
31 6.134
31 7.71
32 2.036
32 2.308
32 2.582
32 2.981
32 3.291
32 3.583
32 4.753
32 5.778
32 5.252
32 6.911
33 2.009
33 2.38
33 2.629
33 2.913
33 3.13
33 3.452
33 4.344
33 5.861
33 5.925
33 6.947
34 2.024
34 2.284
34 2.514
34 2.869
34 3.248
34 3.552
34 4.412
34 5.717
34 6.19
34 5.841
34 7.068
35 2.044
35 2.414
35 2.749
35 3.02
35 3.268
35 3.513
35 4.403
35 5.794
35 5.752
35 6.303
36 2.038
36 2.389
36 2.698
36 3.012
36 3.27
36 3.598
36 4.683
36 6.092
36 6.417
36 6.621
37 2.005
37 2.215
37 2.493
37 2.726
37 3.051
37 3.371
37 3.745
37 4.879
37 5.911
37 5.681
37 7.455
38 2.016
38 2.302
38 2.541
38 2.775
38 2.97
38 3.3
38 3.956
38 5.256
38 5.275
38 6.135
39 2.046
39 2.332
39 2.622
39 2.911
39 3.253
39 3.456
39 4.257
39 5.444
39 6.037
39 5.676
39 7.211
40 2.008
40 2.396
40 2.662
40 2.911
40 3.169
40 3.488
40 4.694
40 6.027
40 5.616
40 6.915
41 2.021
41 2.33
41 2.548
41 2.771
41 3.069
41 3.318
41 4.042
41 4.994
41 5.618
41 5.448
41 7.092
42 2.03
42 2.302
42 2.683
42 2.975
42 3.221
42 3.559
42 5.17
42 6.802
42 6.591
42 7.784
43 2.026
43 2.263
43 2.5
43 2.749
43 2.996
43 3.321
43 4.296
43 5.643
43 6.15
43 6.496
44 2.023
44 2.262
44 2.522
44 2.773
44 2.912
44 3.183
44 4.219
44 5.129
44 5.8
44 5.343
44 6.74
45 2.026
45 2.328
45 2.543
45 2.837
45 3.127
45 3.456
45 4.39
45 6.025
45 6.501
45 6.626
45 7.84
46 2.026
46 2.427
46 2.723
46 3.015
46 3.261
46 3.605
46 4.969
46 6.434
46 7.018
46 6.893
47 2.027
47 2.278
47 2.536
47 2.775
47 3.008
47 3.239
47 4.151
47 5.321
47 5.733
47 5.743
47 7.319
48 2.007
48 2.296
48 2.57
48 2.835
48 3.207
48 3.519
48 4.125
48 5.303
48 6.468
48 5.712
48 6.534
49 2.025
49 2.315
49 2.675
49 3.037
49 3.326
49 3.649
49 4.896
49 6.138
49 6.063
49 7.022
50 2.042
50 2.366
50 2.688
50 3.018
50 3.411
50 3.836
50 4.971
50 6.269
50 6.136
50 7.217
51 2.012
51 2.257
51 2.526
51 2.77
51 3.1
51 3.404
51 4.851
51 6.018
51 5.316
51 6.404
52 2.011
52 2.258
52 2.5
52 2.803
52 3.05
52 3.28
52 4.296
52 5.338
52 4.803
52 5.389
53 2.041
53 2.357
53 2.672
53 2.897
53 3.22
53 3.549
53 4.282
53 5.19
53 6.063
53 5.478
53 6.611
54 2.007
54 2.261
54 2.576
54 2.864
54 3.153
54 3.672
54 4.879
54 6.61
54 5.753
54 6.449
55 2.016
55 2.307
55 2.593
55 2.819
55 3.156
55 3.382
55 4.46
55 5.76
55 5.894
55 5.185
56 2.032
56 2.311
56 2.749
56 3.151
56 3.469
56 3.749
56 4.962
56 6.382
56 6.615
56 6.802
56 8.209
57 2.028
57 2.371
57 2.714
57 3.038
57 3.366
57 3.629
57 4.943
57 5.884
57 6.275
57 6.692
57 8.199
58 2.013
58 2.364
58 2.677
58 2.948
58 3.251
58 3.567
58 4.837
58 6.1
58 5.578
58 6.753
59 2.045
59 2.265
59 2.556
59 2.859
59 3.156
59 3.299
59 3.917
59 5.041
59 5.99
59 6.154
59 7.644
60 2.016
60 2.28
60 2.51
60 2.727
60 2.955
60 3.187
60 4.092
60 5.252
60 6.06
60 5.487
60 6.282
61 2.048
61 2.378
61 2.571
61 2.857
61 3.089
61 3.382
61 4.344
61 5.468
61 5.752
61 5.463
62 2.022
62 2.372
62 2.652
62 2.957
62 3.292
62 3.667
62 4.149
62 5.516
62 6.484
62 5.944
62 7.43
63 2.031
63 2.347
63 2.591
63 2.886
63 3.174
63 3.438
63 4.903
63 6.417
63 6.084
63 6.546
64 2.034
64 2.345
64 2.651
64 2.983
64 3.265
64 3.506
64 4.332
64 5.416
64 6.024
64 6.03
64 8.003
65 2.016
65 2.388
65 2.751
65 3.136
65 3.429
65 3.738
65 4.881
65 5.669
65 6.028
65 6.813
66 2.011
66 2.297
66 2.593
66 2.863
66 3.183
66 3.424
66 4.188
66 5.363
66 6.412
66 6.157
66 7.965
67 2.012
67 2.343
67 2.616
67 2.879
67 3.18
67 3.465
67 4.914
67 6.153
67 6.048
67 7.078
68 2.037
68 2.333
68 2.619
68 2.962
68 3.249
68 3.508
68 4.366
68 5.462
68 6.129
68 5.587
68 7.042
69 2.013
69 2.324
69 2.596
69 2.899
69 3.172
69 3.413
69 4.785
69 6.424
69 6.204
69 6.518
70 2.002
70 2.284
70 2.605
70 2.862
70 3.104
70 3.334
70 3.928
70 5.039
70 6.019
70 5.224
70 6.981
71 2.047
71 2.347
71 2.705
71 2.961
71 3.32
71 3.565
71 4.409
71 5.882
71 5.771
71 6.638
