year curveLowRes0381
0 2.019
0 2.351
0 2.582
0 2.831
0 3.115
0 3.483
0 4.538
0 6.175
0 6.198
0 6.979
1 2.05
1 2.285
1 2.62
1 2.78
1 3.063
1 3.306
1 4.124
1 5.386
1 5.233
1 5.624
1 6.638
2 2.015
2 2.331
2 2.571
2 2.895
2 3.197
2 3.491
2 4.213
2 5.557
2 6.279
2 5.966
2 7.654
3 2.01
3 2.321
3 2.492
3 2.742
3 2.995
3 3.21
3 3.901
3 4.947
3 5.931
3 5.17
3 7.025
4 2.012
4 2.234
4 2.494
4 2.744
4 3.023
4 3.34
4 4.415
4 5.458
4 4.71
4 6.11
5 2.027
5 2.31
5 2.635
5 3.007
5 3.287
5 3.537
5 4.832
5 5.748
5 5.119
5 6.239
6 2.006
6 2.275
6 2.572
6 2.901
6 3.205
6 3.495
6 4.241
6 5.357
6 5.563
6 5.918
6 7.467
7 2.047
7 2.281
7 2.588
7 2.857
7 3.184
7 3.477
7 4.317
7 5.378
7 5.847
7 5.404
7 6.862
8 2.025
8 2.329
8 2.575
8 2.874
8 3.171
8 3.494
8 4.21
8 5.116
8 6.093
8 5.49
8 6.967
9 2.002
9 2.254
9 2.518
9 2.781
9 3.087
9 3.285
9 4.087
9 4.919
9 5.069
9 5.065
9 6.163
10 2.031
10 2.367
10 2.685
10 3.03
10 3.258
10 3.531
10 4.528
10 6.0
10 6.048
10 6.161
10 7.859
11 2.047
11 2.295
11 2.567
11 2.791
11 3.044
11 3.26
11 4.335
11 5.68
11 6.135
11 6.549
12 2.027
12 2.365
12 2.641
12 2.882
12 3.169
12 3.436
12 4.093
12 5.507
12 6.197
12 6.167
12 7.732
13 2.024
13 2.32
13 2.677
13 2.896
13 3.167
13 3.453
13 4.615
13 6.312
13 6.726
13 6.96
14 2.034
14 2.321
14 2.67
14 3.009
14 3.321
14 3.65
14 4.683
14 5.707
14 5.167
14 6.411
15 2.036
15 2.296
15 2.521
15 2.866
15 3.17
15 3.463
15 4.375
15 5.603
15 5.95
15 6.564
15 7.94
16 2.04
16 2.342
16 2.685
16 2.964
16 3.286
16 3.668
16 4.688
16 6.5
16 6.245
16 7.218
17 2.019
17 2.226
17 2.471
17 2.678
17 2.916
17 3.169
17 3.734
17 4.932
17 5.943
17 5.274
17 6.371
18 2.019
18 2.323
18 2.729
18 3.026
18 3.355
18 3.81
18 5.202
18 6.687
18 6.345
18 7.144
19 2.036
19 2.434
19 2.747
19 3.037
19 3.324
19 3.735
19 4.916
19 6.324
19 5.695
19 7.002
20 2.05
20 2.283
20 2.594
20 2.832
20 3.145
20 3.448
20 4.397
20 5.539
20 5.765
20 6.037
20 7.524
21 2.03
21 2.302
21 2.541
21 2.797
21 3.112
21 3.345
21 4.478
21 5.661
21 5.622
21 6.301
22 2.046
22 2.409
22 2.741
22 3.036
22 3.33
22 3.642
22 4.658
22 6.05
22 5.92
22 6.846
23 2.009
23 2.205
23 2.502
23 2.782
23 3.084
23 3.376
23 4.772
23 5.885
23 5.575
23 6.634
24 2.032
24 2.347
24 2.644
24 2.948
24 3.279
24 3.55
24 4.393
24 5.675
24 7.286
24 6.849
24 8.375
25 2.025
25 2.329
25 2.543
25 2.808
25 3.169
25 3.423
25 4.549
25 5.703
25 5.551
25 6.403
26 2.014
26 2.259
26 2.476
26 2.806
26 3.054
26 3.262
26 3.938
26 5.073
26 5.538
26 5.029
26 6.222
27 2.038
27 2.443
27 2.772
27 3.112
27 3.333
27 3.665
27 4.508
27 6.126
27 5.884
27 6.708
28 2.043
28 2.344
28 2.592
28 2.872
28 3.169
28 3.478
28 5.031
28 6.37
28 6.239
28 6.831
29 2.011
29 2.392
29 2.719
29 3.069
29 3.279
29 3.569
29 4.664
29 5.948
29 5.81
29 6.668
30 2.038
30 2.367
30 2.641
30 2.956
30 3.236
30 3.552
30 4.902
30 6.304
30 7.011
30 6.411
30 8.166
31 2.047
31 2.324
31 2.564
31 2.899
31 3.207
31 3.493
31 4.275
31 5.339
31 6.552
31 5.583
31 7.286
32 2.001
32 2.246
32 2.572
32 3.028
32 3.32
32 3.56
32 4.52
32 5.931
32 6.203
32 6.581
33 2.011
33 2.227
33 2.468
33 2.729
33 3.032
33 3.258
33 4.558
33 5.853
33 5.698
33 6.258
34 2.036
34 2.414
34 2.702
34 3.025
34 3.333
34 3.626
34 5.093
34 6.208
34 5.553
34 6.401
35 2.042
35 2.379
35 2.663
35 2.968
35 3.261
35 3.54
35 4.651
35 5.559
35 5.792
35 6.454
36 2.033
36 2.411
36 2.642
36 2.909
36 3.159
36 3.402
36 4.708
36 5.895
36 6.179
36 6.836
37 2.041
37 2.269
37 2.615
37 2.919
37 3.24
37 3.56
37 5.168
37 6.44
37 6.589
37 6.699
38 2.044
38 2.251
38 2.564
38 2.903
38 3.238
38 3.617
38 4.83
38 6.252
38 5.624
38 6.667
39 2.041
39 2.352
39 2.679
39 2.945
39 3.117
39 3.401
39 4.542
39 5.904
39 6.346
39 5.836
39 7.161
40 2.012
40 2.281
40 2.473
40 2.78
40 3.07
40 3.317
40 4.254
40 5.494
40 6.557
40 6.408
40 8.105
41 2.02
41 2.363
41 2.671
41 2.94
41 3.187
41 3.43
41 4.905
41 6.364
41 6.303
41 6.334
42 2.023
42 2.425
42 2.706
42 2.836
42 3.01
42 3.319
42 4.56
42 5.947
42 6.365
42 6.283
42 8.306
43 2.023
43 2.386
43 2.661
43 2.879
43 3.082
43 3.463
43 4.231
43 5.353
43 5.305
43 5.742
44 2.008
44 2.267
44 2.548
44 2.856
44 3.161
44 3.536
44 4.619
44 5.866
44 5.697
44 6.054
45 2.036
45 2.332
45 2.649
45 2.973
45 3.256
45 3.528
45 4.441
45 5.357
45 5.549
45 5.761
45 6.803
46 2.036
46 2.295
46 2.576
46 2.885
46 3.247
46 3.646
46 4.635
46 5.602
46 5.753
46 6.322
47 2.012
47 2.403
47 2.683
47 3.04
47 3.325
47 3.612
47 4.476
47 5.579
47 6.312
47 6.02
47 7.444
48 2.042
48 2.295
48 2.623
48 2.839
48 3.095
48 3.439
48 4.049
48 5.192
48 5.349
48 5.88
49 2.045
49 2.234
49 2.56
49 2.927
49 3.205
49 3.433
49 4.116
49 5.25
49 5.989
49 5.776
49 7.142
50 2.006
50 2.293
50 2.584
50 2.902
50 3.147
50 3.478
50 4.405
50 5.453
50 5.004
50 6.134
51 2.044
51 2.232
51 2.532
51 2.816
51 3.096
51 3.407
51 4.207
51 5.481
51 6.284
51 5.486
51 7.057
52 2.019
52 2.289
52 2.515
52 2.71
52 2.941
52 3.24
52 3.98
52 5.11
52 5.992
52 5.901
52 7.644
53 2.0
53 2.246
53 2.496
53 2.816
53 3.125
53 3.468
53 4.585
53 6.3
53 5.818
53 6.828
54 2.002
54 2.258
54 2.479
54 2.744
54 3.098
54 3.514
54 4.859
54 6.561
54 6.003
54 6.764
55 2.003
55 2.274
55 2.558
55 2.829
55 3.145
55 3.46
55 4.84
55 6.229
55 5.564
55 6.808
56 2.001
56 2.435
56 2.765
56 2.972
56 3.248
56 3.583
56 4.84
56 6.157
56 6.163
