year curveLowRes0241
0 2.005
0 2.273
0 2.548
0 2.818
0 3.146
0 3.499
0 4.584
0 5.969
0 5.701
0 7.47
1 2.022
1 2.286
1 2.602
1 2.901
1 3.142
1 3.442
1 4.053
1 5.428
1 6.524
1 6.137
1 7.774
2 2.017
2 2.374
2 2.623
2 2.914
2 3.213
2 3.462
2 4.472
2 5.795
2 5.15
2 6.252
3 2.043
3 2.291
3 2.636
3 2.835
3 3.168
3 3.474
3 4.24
3 5.822
3 5.647
3 7.186
4 2.003
4 2.286
4 2.522
4 2.851
4 3.203
4 3.487
4 4.399
4 5.937
4 6.422
4 6.545
4 8.203
5 2.001
5 2.304
5 2.609
5 2.962
5 3.222
5 3.568
5 4.933
5 6.231
5 5.865
5 6.966
6 2.048
6 2.319
6 2.565
6 2.891
6 3.125
6 3.42
6 4.286
6 5.661
6 6.556
6 5.691
6 6.93
7 2.002
7 2.338
7 2.662
7 3.005
7 3.327
7 3.835
7 5.112
7 6.354
7 5.958
7 6.934
8 2.028
8 2.36
8 2.713
8 2.899
8 3.206
8 3.592
8 4.385
8 5.594
8 5.2
8 6.638
9 2.018
9 2.249
9 2.524
9 2.829
9 3.042
9 3.297
9 4.14
9 5.492
9 5.918
9 5.832
9 6.798
10 2.033
10 2.3
10 2.61
10 2.881
10 3.218
10 3.482
10 4.279
10 5.418
10 6.363
10 6.164
10 7.74
11 2.02
11 2.272
11 2.594
11 2.912
11 3.251
11 3.495
11 4.157
11 5.47
11 5.914
11 5.82
11 7.274
12 2.041
12 2.336
12 2.62
12 2.89
12 3.173
12 3.386
12 4.346
12 5.301
12 5.707
12 5.494
12 6.745
13 2.026
13 2.4
13 2.661
13 3.014
13 3.246
13 3.484
13 4.706
13 6.249
13 6.124
13 7.019
14 2.031
14 2.369
14 2.689
14 2.956
14 3.214
14 3.508
14 4.188
14 5.945
14 6.413
14 6.608
14 8.138
15 2.045
15 2.335
15 2.617
15 2.98
15 3.26
15 3.466
15 4.036
15 5.241
15 5.52
15 5.224
15 6.566
16 2.003
16 2.28
16 2.543
16 2.911
16 3.228
16 3.548
16 4.573
16 5.833
16 5.673
16 6.362
17 2.038
17 2.26
17 2.623
17 2.778
17 3.168
17 3.382
17 4.606
17 5.895
17 5.247
17 5.651
18 2.044
18 2.353
18 2.636
18 2.907
18 3.172
18 3.421
18 4.328
18 5.498
18 4.941
18 5.737
19 2.034
19 2.4
19 2.645
19 3.022
19 3.325
19 3.617
19 4.294
19 5.575
19 6.345
19 5.889
19 7.282
20 2.021
20 2.36
20 2.562
20 2.849
20 3.117
20 3.417
20 4.586
20 6.072
20 5.727
20 6.781
21 2.01
21 2.241
21 2.497
21 2.698
21 3.07
21 3.291
21 4.204
21 5.248
21 5.501
21 5.517
21 6.775
22 2.049
22 2.384
22 2.687
22 3.044
22 3.353
22 3.693
22 4.963
22 6.267
22 6.109
22 6.911
23 2.014
23 2.327
23 2.683
23 2.975
23 3.3
23 3.554
23 4.891
23 5.944
23 5.053
23 6.076
24 2.038
24 2.329
24 2.587
24 2.887
24 3.155
24 3.413
24 4.359
24 5.511
24 5.957
24 5.765
24 7.096
25 2.042
25 2.34
25 2.597
25 2.953
25 3.228
25 3.588
25 4.796
25 5.979
25 5.823
25 6.457
26 2.001
26 2.298
26 2.599
26 2.875
26 3.112
26 3.441
26 4.687
26 6.19
26 6.383
26 7.169
27 2.008
27 2.266
27 2.621
27 2.877
27 3.179
27 3.454
27 4.287
27 5.755
27 6.249
27 6.733
27 8.12
28 2.049
28 2.359
28 2.674
28 3.09
28 3.341
28 3.724
28 4.91
28 6.055
28 7.172
28 6.365
28 7.693
29 2.046
29 2.381
29 2.585
29 2.843
29 3.129
29 3.445
29 4.67
29 5.658
29 5.565
29 6.393
30 2.048
30 2.394
30 2.629
30 2.945
30 3.182
30 3.362
30 4.273
30 5.564
30 5.227
30 6.351
31 2.048
31 2.413
31 2.745
31 3.063
31 3.492
31 3.771
31 4.756
31 6.585
31 6.362
31 7.123
32 2.03
32 2.235
32 2.477
32 2.784
32 3.022
32 3.312
32 4.121
32 5.21
32 5.893
32 5.288
32 6.817
33 2.034
33 2.266
33 2.557
33 2.916
33 3.18
33 3.467
33 4.025
33 5.318
33 6.2
33 5.458
33 6.554
34 2.001
34 2.327
34 2.578
34 2.831
34 3.122
34 3.39
34 3.878
34 5.031
34 5.556
34 5.832
35 2.007
35 2.268
35 2.572
35 2.797
35 3.146
35 3.372
35 4.744
35 5.683
35 5.632
35 6.613
36 2.037
