year curveLowRes0171
0 2.048
0 2.301
0 2.649
0 2.932
0 3.233
0 3.539
0 4.541
0 5.422
0 4.873
0 5.831
1 2.017
1 2.301
1 2.526
1 2.815
1 3.091
1 3.417
1 4.027
1 4.975
1 6.189
1 6.086
1 7.601
2 2.024
2 2.294
2 2.648
2 2.914
2 3.243
2 3.59
2 4.374
2 5.351
2 6.238
2 5.26
2 6.792
3 2.021
3 2.273
3 2.447
3 2.665
3 2.982
3 3.159
3 3.706
3 4.799
3 4.889
3 4.627
3 6.038
4 2.02
4 2.294
4 2.68
4 3.047
4 3.338
4 3.805
4 5.592
4 6.662
4 5.872
4 6.657
5 2.017
5 2.304
5 2.582
5 2.895
5 3.084
5 3.401
5 4.466
5 5.884
5 5.086
5 6.729
6 2.026
6 2.364
6 2.607
6 2.946
6 3.222
6 3.512
6 4.876
6 5.659
6 5.783
6 6.695
7 2.032
7 2.339
7 2.611
7 2.885
7 3.218
7 3.536
7 4.756
7 5.829
7 5.269
7 6.667
8 2.035
8 2.367
8 2.577
8 2.884
8 3.158
8 3.416
8 4.268
8 5.786
8 6.198
8 6.058
9 2.023
9 2.391
9 2.782
9 2.992
9 3.314
9 3.641
9 5.033
9 6.373
9 6.18
9 7.255
10 2.027
10 2.334
10 2.549
10 2.822
10 3.095
10 3.341
10 4.365
10 5.54
10 5.058
10 6.885
11 2.026
11 2.413
11 2.751
11 2.991
11 3.196
11 3.554
11 4.299
11 5.421
11 6.504
11 5.852
11 7.228
12 2.027
12 2.314
12 2.585
12 2.936
12 3.19
12 3.398
12 4.332
12 5.554
12 5.23
12 6.163
13 2.027
13 2.313
13 2.624
13 2.851
13 3.048
13 3.279
13 4.37
13 5.785
13 5.258
13 6.353
14 2.012
14 2.203
14 2.574
14 2.963
14 3.336
14 3.63
14 5.25
14 6.309
14 5.364
14 6.505
15 2.046
15 2.241
15 2.537
15 2.803
15 3.124
15 3.356
15 4.072
15 5.778
15 5.7
15 6.977
16 2.003
16 2.197
16 2.522
16 2.865
16 3.194
16 3.447
16 4.642
16 5.859
16 4.972
16 6.542
17 2.016
17 2.288
17 2.521
17 2.85
17 3.177
17 3.381
17 4.082
17 5.405
17 6.197
17 5.457
17 7.142
18 2.009
18 2.257
18 2.566
18 2.902
18 3.3
18 3.658
18 4.875
18 6.307
18 6.679
18 6.461
18 7.861
19 2.023
19 2.288
19 2.544
19 2.86
19 3.19
19 3.561
19 4.752
19 6.019
19 6.203
19 6.718
20 2.015
20 2.242
20 2.631
20 2.815
20 3.223
20 3.536
20 4.943
20 6.026
20 6.041
20 6.69
21 2.047
21 2.368
21 2.648
21 2.984
21 3.242
21 3.498
21 4.979
21 6.276
21 5.471
21 6.91
22 2.016
22 2.323
22 2.742
22 3.059
22 3.242
22 3.502
22 4.647
22 5.854
22 5.163
22 6.336
23 2.02
23 2.333
23 2.67
23 2.918
23 3.291
23 3.6
23 4.717
23 6.133
23 6.308
23 6.254
23 8.371
24 2.035
24 2.333
24 2.534
24 2.746
24 3.069
24 3.376
24 4.917
24 6.59
24 6.075
24 6.885
25 2.033
25 2.375
25 2.592
25 2.924
25 3.203
25 3.584
25 4.519
25 5.614
25 5.887
25 6.726
26 2.017
26 2.36
26 2.611
26 2.907
26 3.079
26 3.407
26 4.365
26 5.523
26 5.855
26 6.035
26 7.543
27 2.016
27 2.336
27 2.611
27 2.854
27 3.192
27 3.552
27 4.127
27 4.982
27 5.723
27 5.577
27 6.832
28 2.006
28 2.192
28 2.528
28 2.874
28 3.194
28 3.519
28 4.727
28 6.302
28 6.487
28 6.819
29 2.022
29 2.318
29 2.631
29 2.952
29 3.287
29 3.534
29 4.369
29 5.337
29 5.836
29 5.247
29 6.363
30 2.046
30 2.323
30 2.64
30 2.95
30 3.167
30 3.498
30 5.101
30 5.891
30 5.826
30 6.018
31 2.045
31 2.418
31 2.757
31 3.094
31 3.352
31 3.596
31 4.363
31 5.655
31 6.189
31 6.161
31 7.353
32 2.044
32 2.303
32 2.608
32 2.812
32 3.087
32 3.276
32 4.023
32 5.295
32 6.112
32 5.966
32 7.517
33 2.033
33 2.279
33 2.579
33 2.795
33 3.145
33 3.476
33 4.625
33 6.296
33 6.446
33 6.372
33 8.035
34 2.03
34 2.255
34 2.513
34 2.842
34 3.158
34 3.672
34 4.836
34 6.272
34 5.723
34 7.14
35 2.011
35 2.328
35 2.58
35 2.889
35 3.222
35 3.56
35 4.665
35 6.103
35 5.88
35 6.308
36 2.007
36 2.332
36 2.673
36 3.033
