year curveLowRes0531
0 2.033
0 2.378
0 2.625
0 2.93
0 3.172
0 3.529
0 4.508
0 5.738
0 6.803
0 6.125
0 7.571
1 2.018
1 2.383
1 2.641
1 2.92
1 3.137
1 3.451
1 4.245
1 5.759
1 5.751
1 6.719
2 2.002
2 2.358
2 2.71
2 3.024
2 3.396
2 3.677
2 4.855
2 6.193
2 6.821
2 6.809
2 7.892
3 2.006
3 2.327
3 2.585
3 2.786
3 3.051
3 3.341
3 4.288
3 5.716
3 6.494
3 6.647
3 8.344
4 2.031
4 2.348
4 2.698
4 2.951
4 3.274
4 3.564
4 4.655
4 5.967
4 5.607
4 6.402
5 2.008
5 2.235
5 2.612
5 2.933
5 3.229
5 3.45
5 4.449
5 5.651
5 5.772
5 6.429
6 2.033
6 2.367
6 2.663
6 3.045
6 3.293
6 3.509
6 5.263
6 6.382
6 6.179
6 6.843
7 2.024
7 2.32
7 2.561
7 2.752
7 3.079
7 3.345
7 4.55
7 5.964
7 5.501
7 7.193
8 2.03
8 2.237
8 2.525
8 2.821
8 3.092
8 3.392
8 4.64
8 6.055
8 5.682
8 6.525
9 2.013
9 2.251
9 2.575
9 2.922
9 3.182
9 3.543
9 5.116
9 6.625
9 6.093
9 7.21
10 2.041
10 2.266
10 2.558
10 2.904
10 3.108
10 3.289
10 4.203
10 5.47
10 5.814
10 5.461
10 6.341
11 2.039
11 2.441
11 2.745
11 3.054
11 3.373
11 3.675
11 4.459
11 5.941
11 5.738
11 6.69
12 2.029
12 2.302
12 2.698
12 2.998
12 3.289
12 3.533
12 5.096
12 5.969
12 5.517
12 6.447
13 2.009
13 2.208
13 2.465
13 2.74
13 2.983
13 3.207
13 4.426
13 5.964
13 5.105
13 5.988
14 2.034
14 2.32
14 2.559
14 2.923
14 3.135
14 3.408
14 4.26
14 5.476
14 5.078
14 6.637
15 2.046
15 2.412
15 2.738
15 3.047
15 3.313
15 3.64
15 4.906
15 6.178
15 6.465
15 7.08
16 2.034
16 2.299
16 2.566
16 2.786
16 3.101
16 3.427
16 4.183
16 5.356
16 5.411
16 6.512
17 2.001
17 2.32
17 2.661
17 3.002
17 3.324
17 3.497
17 4.563
17 5.756
17 5.925
17 6.549
18 2.033
18 2.396
18 2.638
18 3.022
18 3.312
18 3.72
18 4.642
18 6.377
18 6.383
18 7.365
19 2.011
19 2.196
19 2.54
19 2.903
19 3.116
19 3.356
19 4.381
19 5.644
19 6.416
19 6.029
19 7.421
20 2.007
20 2.405
20 2.651
20 2.93
20 3.195
20 3.501
20 4.206
20 5.629
20 6.425
20 5.699
20 7.037
21 2.019
21 2.299
21 2.541
21 2.869
21 3.13
21 3.47
21 4.27
21 5.685
21 6.308
21 6.545
21 8.116
22 2.011
22 2.444
22 2.72
22 2.975
22 3.29
22 3.614
22 4.449
22 5.869
22 6.62
22 6.25
22 8.383
23 2.003
23 2.358
23 2.73
23 2.959
23 3.258
23 3.53
23 4.575
23 5.515
23 5.833
23 6.058
23 7.495
24 2.008
24 2.285
24 2.577
24 2.899
24 3.277
24 3.635
24 4.976
24 6.534
24 6.155
24 6.611
25 2.02
25 2.272
25 2.582
25 2.788
25 3.16
25 3.44
25 4.109
25 5.137
25 5.716
25 5.844
25 7.228
26 2.034
26 2.34
26 2.552
26 2.785
26 3.105
26 3.397
26 3.884
26 5.03
26 6.504
26 5.727
26 7.411
27 2.037
27 2.345
27 2.697
27 3.013
27 3.328
27 3.676
27 4.802
27 5.986
27 6.651
27 6.981
27 8.56
28 2.024
28 2.357
28 2.677
28 2.914
28 3.237
28 3.475
28 4.348
28 5.471
28 5.886
28 5.575
28 7.288
29 2.05
29 2.384
29 2.675
29 2.997
29 3.288
29 3.523
29 4.24
29 5.772
29 5.434
29 6.182
30 2.015
30 2.322
30 2.647
30 3.018
30 3.28
30 3.689
30 5.221
30 6.323
30 6.059
30 7.36
31 2.048
31 2.435
31 2.713
31 2.936
31 3.153
31 3.493
31 4.531
31 6.26
31 6.352
31 6.47
32 2.04
32 2.311
32 2.689
32 2.887
32 3.193
32 3.521
32 4.771
32 6.027
32 5.218
32 6.715
33 2.032
33 2.331
33 2.649
33 2.903
33 3.243
33 3.577
33 4.504
33 6.287
33 6.102
33 6.541
34 2.038
34 2.284
34 2.631
34 2.988
34 3.245
34 3.523
34 4.237
34 5.55
34 6.52
34 5.987
34 7.128
35 2.022
35 2.375
35 2.653
35 2.939
35 3.334
35 3.477
35 4.475
35 6.205
35 6.565
35 6.831
36 2.036
36 2.335
36 2.616
36 2.935
36 3.239
36 3.485
36 4.378
36 5.829
36 5.822
36 6.849
37 2.02
37 2.403
37 2.608
37 2.797
37 3.072
37 3.358
37 4.618
37 5.842
37 5.119
37 6.583
38 2.034
38 2.285
38 2.604
38 2.933
38 3.246
38 3.553
38 4.919
38 6.029
38 5.368
38 6.636
39 2.011
39 2.198
39 2.438
39 2.694
39 2.901
39 3.173
39 3.819
39 5.073
39 6.141
39 6.188
39 7.266
40 2.036
40 2.353
40 2.648
40 2.796
40 3.059
40 3.332
40 4.256
40 5.589
40 5.657
40 5.884
41 2.011
41 2.274
41 2.501
41 2.887
41 3.177
41 3.455
41 4.328
41 5.743
41 6.11
