year curveLowRes0581
0 2.003
0 2.288
0 2.481
0 2.798
0 3.127
0 3.469
0 5.113
0 6.558
0 6.111
0 7.256
1 2.041
1 2.407
1 2.763
1 3.006
1 3.277
1 3.631
1 4.895
1 6.467
1 5.893
1 7.202
2 2.028
2 2.362
2 2.67
2 2.966
2 3.27
2 3.646
2 5.254
2 6.399
2 5.578
2 6.227
3 2.037
3 2.36
3 2.712
3 3.013
3 3.36
3 3.647
3 4.583
3 5.565
3 5.879
3 6.636
3 8.046
4 2.002
4 2.276
4 2.602
4 2.859
4 3.219
4 3.573
4 4.793
4 6.416
4 6.858
4 7.484
5 2.03
5 2.31
5 2.649
5 2.904
5 3.16
5 3.373
5 3.982
5 5.318
5 5.927
5 5.777
5 7.53
6 2.023
6 2.288
6 2.59
6 2.825
6 3.076
6 3.44
6 4.267
6 5.813
6 5.738
6 6.644
7 2.017
7 2.274
7 2.575
7 2.846
7 3.111
7 3.364
7 4.53
7 5.53
7 5.336
7 5.874
8 2.009
8 2.266
8 2.537
8 2.823
8 3.033
8 3.322
8 4.441
8 5.869
8 5.8
8 5.621
9 2.034
9 2.337
9 2.69
9 2.985
9 3.311
9 3.557
9 4.488
9 5.794
9 6.468
9 6.426
9 7.668
10 2.032
10 2.352
10 2.738
10 3.04
10 3.331
10 3.743
10 5.039
10 6.269
10 5.935
10 7.033
11 2.007
11 2.33
11 2.621
11 2.956
11 3.25
11 3.586
11 5.324
11 6.385
11 5.992
11 7.128
12 2.001
12 2.301
12 2.619
12 2.851
12 3.182
12 3.494
12 4.752
12 5.856
12 6.081
12 6.502
13 2.03
13 2.279
13 2.526
13 2.845
13 3.24
13 3.612
13 4.368
13 6.002
13 6.543
13 6.475
14 2.002
14 2.303
14 2.585
14 2.866
14 3.165
14 3.418
14 4.198
14 5.165
14 5.494
14 5.96
14 7.388
15 2.034
15 2.293
15 2.597
15 2.875
15 3.184
15 3.543
15 4.412
15 5.955
15 5.65
15 6.983
16 2.017
16 2.297
16 2.512
16 2.785
16 3.148
16 3.468
16 4.341
16 5.514
16 6.34
16 6.274
16 7.543
17 2.029
17 2.305
17 2.56
17 2.867
17 3.095
17 3.369
17 4.593
17 5.862
17 5.372
17 6.828
18 2.031
18 2.275
18 2.55
18 2.876
18 3.215
18 3.523
18 4.423
18 5.278
18 5.959
18 6.181
18 7.243
19 2.04
19 2.29
19 2.632
19 2.895
19 3.198
19 3.467
19 4.294
19 5.39
19 6.375
19 5.639
19 7.176
20 2.008
20 2.222
20 2.421
20 2.695
20 2.957
20 3.312
20 4.499
20 5.505
20 4.856
20 6.119
21 2.047
21 2.403
21 2.62
21 2.894
21 3.177
21 3.491
21 4.3
21 5.451
21 6.449
21 5.694
21 6.875
22 2.027
22 2.369
22 2.653
22 2.959
22 3.184
22 3.425
22 4.077
22 5.318
22 5.94
22 5.485
22 6.878
23 2.03
23 2.295
23 2.546
23 2.766
23 3.068
23 3.368
23 4.173
23 5.148
23 5.695
23 5.848
23 7.005
24 2.028
24 2.369
24 2.696
24 2.982
24 3.266
24 3.513
24 4.734
24 5.809
24 5.169
24 6.958
25 2.032
25 2.326
25 2.667
25 2.965
25 3.151
25 3.428
25 4.298
25 5.376
25 5.33
25 5.776
25 7.583
26 2.01
26 2.299
26 2.64
26 3.017
26 3.439
26 3.719
26 4.624
26 6.03
26 6.018
26 6.386
27 2.041
27 2.291
27 2.664
27 2.939
27 3.162
27 3.685
27 5.194
27 6.679
27 5.918
27 6.769
28 2.03
28 2.401
28 2.663
28 2.964
28 3.313
28 3.672
28 4.621
28 6.418
28 6.453
28 7.362
29 2.018
29 2.31
29 2.496
29 2.756
29 3.021
29 3.236
29 3.598
29 4.706
29 5.413
29 5.249
29 6.647
30 2.04
30 2.406
30 2.645
30 2.857
30 3.138
30 3.398
30 4.09
30 5.732
30 7.058
30 6.7
30 8.04
31 2.017
31 2.289
31 2.607
31 2.833
31 3.121
31 3.436
31 4.441
31 5.72
31 5.511
31 6.048
32 2.04
32 2.289
32 2.528
32 2.849
32 3.16
32 3.447
32 4.152
32 5.245
32 5.921
32 5.74
32 7.05
33 2.019
33 2.286
33 2.474
33 2.741
33 3.004
33 3.268
33 4.033
