year curveLowRes0341
0 2.017
0 2.298
0 2.65
0 2.983
0 3.204
0 3.367
0 4.577
0 5.638
0 5.308
0 6.457
1 2.026
1 2.309
1 2.642
1 2.954
1 3.268
1 3.559
1 4.881
1 6.125
1 5.921
1 6.879
2 2.047
2 2.4
2 2.739
2 3.062
2 3.301
2 3.578
2 4.915
2 6.622
2 6.148
2 7.34
3 2.026
3 2.431
3 2.716
3 3.007
3 3.301
3 3.546
3 4.396
3 5.792
3 5.881
3 6.403
4 2.009
4 2.31
4 2.536
4 2.729
4 2.983
4 3.209
4 4.422
4 5.438
4 4.711
4 5.562
5 2.05
5 2.402
5 2.652
5 2.939
5 3.252
5 3.628
5 4.73
5 6.429
5 6.22
5 7.31
6 2.025
6 2.378
6 2.684
6 2.923
6 3.193
6 3.532
6 4.535
6 6.295
6 6.753
6 6.923
6 8.371
7 2.035
7 2.337
7 2.625
7 2.942
7 3.303
7 3.543
7 4.411
7 5.819
7 6.156
7 6.289
7 7.954
8 2.006
8 2.265
8 2.507
8 2.868
8 3.21
8 3.547
8 4.768
8 5.804
8 5.295
8 6.638
9 2.02
9 2.312
9 2.679
9 2.954
9 3.264
9 3.539
9 4.282
9 5.458
9 5.814
9 5.709
9 6.802
10 2.033
10 2.405
10 2.697
10 3.127
10 3.462
10 3.699
10 4.883
10 6.565
10 6.737
10 6.642
10 7.969
11 2.029
11 2.353
11 2.586
11 2.828
11 3.049
11 3.357
11 4.491
11 5.754
11 5.456
11 6.404
12 2.045
12 2.352
12 2.566
12 2.86
12 3.115
12 3.607
12 4.839
12 6.219
12 5.538
12 6.879
13 2.029
13 2.382
13 2.706
13 2.976
13 3.262
13 3.661
13 4.905
13 6.702
13 6.862
13 7.253
13 8.034
14 2.013
14 2.185
14 2.356
14 2.597
14 2.81
14 3.007
14 4.295
14 5.809
14 6.299
14 6.23
14 7.716
15 2.024
15 2.336
15 2.635
15 2.883
15 3.207
15 3.354
15 3.917
15 4.84
15 5.948
15 5.409
15 7.133
16 2.001
16 2.24
16 2.534
16 2.82
16 3.191
16 3.447
16 4.854
16 6.218
16 5.855
16 6.694
17 2.032
17 2.336
17 2.654
17 2.978
17 3.335
17 3.691
17 5.322
17 6.772
17 6.062
17 7.403
18 2.013
18 2.272
18 2.492
18 2.784
18 3.053
18 3.318
18 4.26
18 5.177
18 5.853
18 5.464
18 7.306
19 2.016
19 2.261
19 2.614
19 2.942
19 3.205
19 3.489
19 4.665
19 5.78
19 5.747
19 5.975
20 2.039
20 2.31
20 2.629
20 2.923
20 3.122
20 3.489
20 4.806
20 6.156
20 6.263
20 6.852
21 2.046
21 2.323
21 2.6
21 2.88
21 3.149
21 3.497
21 4.341
21 5.565
21 6.428
21 5.781
21 7.57
22 2.037
22 2.272
22 2.559
22 2.849
22 3.073
22 3.351
22 3.952
22 5.111
22 6.142
22 5.393
22 6.95
23 2.029
23 2.293
23 2.623
23 2.875
23 3.143
23 3.446
23 4.315
23 5.795
23 6.079
23 6.009
23 7.607
24 2.002
24 2.304
24 2.661
24 2.916
24 3.134
24 3.424
24 4.354
24 5.032
24 4.813
24 6.014
25 2.041
25 2.303
25 2.575
25 2.916
25 3.162
25 3.392
25 4.332
25 5.393
25 4.843
25 5.982
26 2.02
26 2.283
26 2.536
26 2.885
26 3.121
26 3.403
26 4.535
26 5.686
26 6.516
26 6.089
26 7.199
27 2.045
27 2.35
27 2.677
27 3.016
27 3.346
27 3.619
27 4.723
27 6.324
27 6.192
27 6.787
28 2.047
28 2.327
28 2.664
28 2.962
28 3.194
28 3.505
28 4.229
28 5.423
28 5.968
28 5.85
28 7.346
29 2.003
29 2.349
29 2.613
29 2.879
29 3.226
29 3.528
29 4.728
29 5.967
29 5.775
29 6.784
30 2.014
30 2.322
30 2.656
30 3.055
30 3.291
30 3.617
30 4.741
30 5.894
30 5.189
30 6.657
31 2.022
31 2.381
31 2.625
31 3.008
31 3.392
31 3.887
31 5.164
31 6.62
31 6.101
31 7.482
32 2.042
32 2.449
32 2.815
32 3.112
32 3.386
32 3.715
32 4.823
