year curveLowRes0371
0 2.049
0 2.332
0 2.714
0 2.977
0 3.217
0 3.501
0 4.564
0 5.551
0 6.146
0 5.499
0 7.433
1 2.019
1 2.344
1 2.663
1 2.867
1 3.073
1 3.376
1 4.324
1 5.458
1 5.116
1 5.845
2 2.035
2 2.435
2 2.783
2 3.059
2 3.387
2 3.752
2 4.71
2 6.437
2 6.452
2 6.897
3 2.017
3 2.268
3 2.536
3 2.723
3 3.083
3 3.353
3 4.115
3 5.042
3 6.047
3 5.353
3 6.873
4 2.022
4 2.249
4 2.595
4 2.92
4 3.251
4 3.453
4 4.431
4 5.495
4 6.323
4 6.155
4 7.6
5 2.044
5 2.417
5 2.727
5 3.066
5 3.469
5 3.737
5 5.017
5 6.419
5 6.333
5 7.459
6 2.038
6 2.308
6 2.657
6 2.91
6 3.23
6 3.592
6 4.684
6 5.915
6 6.222
6 5.971
6 7.756
7 2.026
7 2.318
7 2.65
7 2.971
7 3.218
7 3.5
7 4.906
7 6.518
7 7.074
7 6.458
7 8.786
8 2.016
8 2.218
8 2.457
8 2.715
8 2.996
8 3.21
8 4.013
8 5.336
8 5.965
8 5.956
8 7.423
9 2.004
9 2.249
9 2.558
9 2.877
9 3.167
9 3.511
9 4.622
9 6.37
9 5.873
9 6.989
10 2.01
10 2.318
10 2.63
10 2.936
10 3.254
10 3.583
10 4.393
10 5.461
10 6.461
10 6.332
10 7.874
11 2.024
11 2.31
11 2.632
11 2.955
11 3.25
11 3.544
11 4.521
11 5.587
11 5.255
11 5.472
12 2.002
12 2.276
12 2.543
12 2.864
12 3.228
12 3.567
12 4.296
12 5.667
12 5.603
12 6.659
13 2.034
13 2.375
13 2.734
13 3.059
13 3.377
13 3.678
13 5.286
13 6.999
13 6.794
13 7.225
14 2.044
14 2.399
14 2.593
14 3.026
14 3.328
14 3.652
14 5.324
14 6.38
14 6.409
14 7.361
15 2.032
15 2.373
15 2.595
15 2.845
15 3.149
15 3.362
15 4.736
15 5.784
15 6.351
15 6.75
16 2.05
16 2.447
16 2.701
16 2.98
16 3.309
16 3.607
16 4.539
16 5.786
16 5.969
16 6.984
17 2.013
17 2.296
17 2.585
17 2.854
17 3.107
17 3.327
17 4.191
17 5.443
17 6.393
17 5.435
17 7.175
18 2.025
18 2.369
18 2.665
18 3.052
18 3.362
18 3.737
18 4.855
18 6.148
18 5.65
18 7.148
19 2.026
19 2.226
19 2.477
19 2.741
19 3.001
19 3.289
19 4.332
19 5.591
19 4.94
19 5.101
20 2.048
20 2.324
20 2.686
20 2.974
20 3.296
20 3.677
20 4.78
20 5.905
20 5.862
20 6.096
21 2.039
21 2.311
21 2.557
21 2.832
21 3.164
21 3.389
21 4.033
21 5.154
21 5.618
21 5.439
21 7.07
22 2.044
22 2.334
22 2.63
22 2.998
22 3.349
22 3.774
22 4.793
