year curveMidRes0171
0 2.048
0 2.085
0 2.121
0 2.169
0 2.215
0 2.27
0 2.301
0 2.341
0 2.38
0 2.44
0 2.506
0 2.572
0 2.649
0 2.691
0 2.722
0 2.785
0 2.844
0 2.895
0 2.932
0 3.002
0 3.047
0 3.083
0 3.146
0 3.193
0 3.233
0 3.297
0 3.348
0 3.41
0 3.425
0 3.486
0 3.539
0 3.787
0 3.863
0 4.053
0 4.157
0 4.236
0 4.541
0 4.646
0 4.788
0 4.893
0 5.175
0 5.307
0 5.422
0 5.506
0 5.737
0 5.569
0 5.389
0 5.134
0 4.873
0 4.583
0 4.992
0 5.072
0 5.4
0 5.571
0 5.831
0 6.14
0 6.215
0 6.397
1 2.017
1 2.065
1 2.145
1 2.197
1 2.253
1 2.273
1 2.327
1 2.363
1 2.387
1 2.458
1 2.498
1 2.526
1 2.611
1 2.655
1 2.702
1 2.741
1 2.784
1 2.848
1 2.884
1 2.975
1 3.014
1 3.04
1 3.091
1 3.127
1 3.185
1 3.228
1 3.3
1 3.367
1 3.428
1 3.465
1 3.495
1 3.546
1 3.901
1 4.027
1 4.18
1 4.601
1 4.716
1 4.852
1 4.959
1 5.154
1 5.39
1 5.688
1 5.913
1 6.303
1 6.189
1 6.055
1 5.925
1 5.754
1 5.628
1 5.998
1 6.198
1 6.566
1 6.666
1 6.894
1 7.16
1 7.601
1 7.956
2 2.024
2 2.068
2 2.109
2 2.147
2 2.192
2 2.256
2 2.304
2 2.379
2 2.458
2 2.542
2 2.593
2 2.648
2 2.69
2 2.733
2 2.788
2 2.84
2 2.877
2 2.952
2 3.007
2 3.062
2 3.135
2 3.199
2 3.243
2 3.319
2 3.348
2 3.427
2 3.492
2 3.542
2 3.59
2 3.605
2 3.619
2 3.703
2 4.049
2 4.374
2 4.506
2 4.733
2 4.862
2 5.138
2 5.204
2 5.522
2 5.737
2 6.042
2 6.106
2 6.241
2 6.238
2 6.016
2 5.817
2 5.669
2 5.303
2 5.222
2 5.408
2 5.489
2 5.901
2 6.213
2 6.374
2 6.792
2 7.093
3 2.021
3 2.056
3 2.114
3 2.178
3 2.223
3 2.259
3 2.28
3 2.34
3 2.38
3 2.43
3 2.441
3 2.447
3 2.482
3 2.524
3 2.537
3 2.609
3 2.663
3 2.706
3 2.746
3 2.834
3 2.868
3 2.898
3 2.982
3 3.019
3 3.074
3 3.088
3 3.11
3 3.145
3 3.164
3 3.202
3 3.25
3 3.399
3 3.623
3 3.706
3 3.849
3 4.096
3 4.256
3 4.516
3 4.624
3 4.899
3 5.047
3 5.116
3 5.304
3 5.114
3 4.889
3 4.713
3 4.356
3 4.205
3 4.496
3 4.571
3 4.646
3 5.044
3 5.295
3 5.666
3 5.881
3 6.038
4 2.02
4 2.051
4 2.109
4 2.146
4 2.177
4 2.218
4 2.267
4 2.341
4 2.425
4 2.457
4 2.492
4 2.587
4 2.627
4 2.68
4 2.714
4 2.806
4 2.866
4 2.932
4 2.982
4 3.027
4 3.09
4 3.146
4 3.162
4 3.208
4 3.253
4 3.305
4 3.338
4 3.374
4 3.411
4 3.479
4 3.53
4 3.549
4 3.582
4 3.959
4 4.197
4 4.523
4 4.931
4 5.191
4 5.294
4 5.592
4 5.698
4 5.893
4 6.054
4 6.307
4 6.337
4 6.623
4 6.725
4 6.789
4 6.792
4 6.541
4 6.248
4 6.082
4 5.872
4 5.587
4 5.737
4 5.959
4 6.229
4 6.376
4 6.643
4 6.794
4 7.014
4 7.383
4 7.421
5 2.017
5 2.07
5 2.138
5 2.149
5 2.193
5 2.253
5 2.304
5 2.348
5 2.379
5 2.431
5 2.469
5 2.529
5 2.582
5 2.652
5 2.662
5 2.729
5 2.75
5 2.825
5 2.895
5 2.916
5 2.928
5 2.953
5 3.006
5 3.039
5 3.084
5 3.109
5 3.165
5 3.247
5 3.291
5 3.366
5 3.401
5 3.464
5 3.497
5 3.771
5 4.058
5 4.131
5 4.466
5 4.791
5 4.919
5 5.137
5 5.416
5 5.66
5 5.884
5 6.054
5 6.231
5 5.866
5 5.575
5 5.289
5 5.086
5 5.287
5 5.656
5 5.865
5 6.297
5 6.535
5 6.729
5 6.788
5 7.046
5 7.265
6 2.026
6 2.078
6 2.147
6 2.224
6 2.288
6 2.323
6 2.364
6 2.384
6 2.457
6 2.499
6 2.557
6 2.579
6 2.607
6 2.689
6 2.742
6 2.787
6 2.858
6 2.894
6 2.946
6 2.952
6 2.988
6 3.019
6 3.096
6 3.136
6 3.222
6 3.258
6 3.298
6 3.32
6 3.357
6 3.447
6 3.512
6 3.561
6 3.817
6 4.14
6 4.421
6 4.652
6 4.876
6 4.934
6 5.121
6 5.232
6 5.292
6 5.408
6 5.659
6 5.988
6 6.249
6 6.365
6 6.269
6 5.995
6 5.783
6 5.724
6 5.615
6 5.746
6 6.116
6 6.35
6 6.695
6 7.071
6 7.476
6 7.667
6 8.048
7 2.032
7 2.11
7 2.173
7 2.204
7 2.264
7 2.284
7 2.339
7 2.385
7 2.457
7 2.53
7 2.568
7 2.59
7 2.611
7 2.654
7 2.662
7 2.733
7 2.776
7 2.832
7 2.885
7 2.945
7 3.006
7 3.064
7 3.121
7 3.194
7 3.218
7 3.256
7 3.312
7 3.378
7 3.428
7 3.475
7 3.536
7 3.82
7 4.176
7 4.204
7 4.353
7 4.565
7 4.756
7 4.845
7 5.022
7 5.245
7 5.286
7 5.605
7 5.829
7 6.127
7 6.273
7 5.892
7 5.76
7 5.612
7 5.269
7 5.444
7 5.619
7 5.945
7 6.25
7 6.43
7 6.667
7 7.047
7 7.415
7 7.754
7 7.83
8 2.035
8 2.111
8 2.176
8 2.229
8 2.259
8 2.308
8 2.367
8 2.413
8 2.442
8 2.512
8 2.526
8 2.57
8 2.577
8 2.595
8 2.643
8 2.696
8 2.734
8 2.816
8 2.884
8 2.918
8 2.933
8 2.946
8 2.988
8 3.066
8 3.158
8 3.192
8 3.251
8 3.285
8 3.319
8 3.376
8 3.416
8 3.482
8 3.585
8 3.756
8 3.925
8 4.058
8 4.268
8 4.525
8 4.685
8 4.95
8 5.269
8 5.58
8 5.786
8 6.002
8 6.083
8 6.318
8 6.53
8 6.323
8 6.198
8 5.926
8 5.723
8 5.578
8 5.706
8 5.958
8 6.058
8 6.18
8 6.422
8 6.712
8 7.128
8 7.292
9 2.023
9 2.051
9 2.134
9 2.231
9 2.276
9 2.306
9 2.391
9 2.422
9 2.509
9 2.579
9 2.623
9 2.695
9 2.782
9 2.821
9 2.872
9 2.91
9 2.938
9 2.979
9 2.992
9 3.044
9 3.085
9 3.138
9 3.191
9 3.231
9 3.314
9 3.368
9 3.377
9 3.462
9 3.53
9 3.604
9 3.641
9 3.812
9 3.892
9 4.15
9 4.453
9 4.787
9 5.033
9 5.393
9 5.492
9 5.807
9 5.885
9 6.185
9 6.373
9 6.766
9 7.099
9 6.767
9 6.676
9 6.314
9 6.18
9 5.861
9 6.129
9 6.455
9 6.715
9 7.037
9 7.255
9 7.431
9 7.903
9 8.26
9 8.412
9 8.499
10 2.027
10 2.079
10 2.132
10 2.19
10 2.269
10 2.304
10 2.334
10 2.358
10 2.366
10 2.387
10 2.436
10 2.471
10 2.549
10 2.613
10 2.666
10 2.707
10 2.718
10 2.779
10 2.822
10 2.867
10 2.933
10 2.969
10 3.028
10 3.041
10 3.095
10 3.181
10 3.193
10 3.244
10 3.304
10 3.314
10 3.341
10 3.406
10 3.682
10 3.792
10 4.091
10 4.158
10 4.365
10 4.613
10 4.88
10 5.142
10 5.288
10 5.398
10 5.54
10 5.902
10 5.913
10 5.738
10 5.569
10 5.237
10 5.058
10 5.08
10 5.326
10 5.736
10 6.013
10 6.479
10 6.885
10 7.167
10 7.543
10 7.592
11 2.026
11 2.082
11 2.143
11 2.219
11 2.285
11 2.375
11 2.438
11 2.473
11 2.53
11 2.619
11 2.676
11 2.751
11 2.801
11 2.847
11 2.883
11 2.908
11 2.954
11 3.003
11 3.009
11 3.048
11 3.06
11 3.127
11 3.196
11 3.278
11 3.315
11 3.399
11 3.473
11 3.529
11 3.582
11 3.628
11 3.643
11 3.785
11 4.047
11 4.299
11 4.463
11 4.57
11 4.833
11 5.146
11 5.268
11 5.631
11 5.819
11 6.015
11 6.252
11 6.375
11 6.504
11 6.301
11 5.973
11 5.777
11 5.482
11 5.819
11 5.986
11 6.295
11 6.428
11 6.764
11 7.012
11 7.228
11 7.333
12 2.027
12 2.083
12 2.133
12 2.167
12 2.238
12 2.294
12 2.314
12 2.366
12 2.399
12 2.467
12 2.491
12 2.568
12 2.585
12 2.649
12 2.731
12 2.775
12 2.858
12 2.905
12 2.936
12 2.99
12 3.007
12 3.041
12 3.107
12 3.141
12 3.19
12 3.209
12 3.23
12 3.276
12 3.32
12 3.369
12 3.398
12 3.576
12 3.813
12 3.885
12 4.043
12 4.189
12 4.332
12 4.446
12 4.663
12 4.683
12 4.978
12 5.155
12 5.554
12 5.71
12 5.905
12 6.026
12 5.668
12 5.369
12 5.23
12 5.019
12 4.878
12 5.149
12 5.513
12 5.937
12 6.163
12 6.557
12 6.939
12 7.113
12 7.325
13 2.027
13 2.076
13 2.139
13 2.164
13 2.227
13 2.269
13 2.313
13 2.387
13 2.448
13 2.498
13 2.556
13 2.579
13 2.624
13 2.661
13 2.729
