year curveMidRes0121
0 2.036
0 2.105
0 2.139
0 2.177
0 2.198
0 2.251
0 2.306
0 2.4
0 2.412
0 2.486
0 2.547
0 2.613
0 2.686
0 2.735
0 2.748
0 2.781
0 2.862
0 2.928
0 2.971
0 2.985
0 3.0
0 3.061
0 3.089
0 3.124
0 3.155
0 3.209
0 3.26
0 3.275
0 3.331
0 3.369
0 3.405
0 3.646
0 3.714
0 3.926
0 4.201
0 4.438
0 4.521
0 4.779
0 5.032
0 5.409
0 5.586
0 5.75
0 5.904
0 6.212
0 6.31
0 5.995
0 5.692
0 5.355
0 5.113
0 5.084
0 5.351
0 5.695
0 6.058
0 6.356
0 6.653
0 6.85
0 7.003
0 7.201
0 7.229
1 2.006
1 2.061
1 2.103
1 2.197
1 2.243
1 2.317
1 2.349
1 2.387
1 2.454
1 2.531
1 2.588
1 2.636
1 2.685
1 2.759
1 2.764
1 2.797
1 2.836
1 2.917
1 2.965
1 3.002
1 3.053
1 3.089
1 3.114
1 3.129
1 3.177
1 3.237
1 3.286
1 3.378
1 3.421
1 3.437
1 3.495
1 3.551
1 3.641
1 3.769
1 4.038
1 4.137
1 4.277
1 4.531
1 4.651
1 4.859
1 5.083
1 5.257
1 5.431
1 5.772
1 5.955
1 5.748
1 5.517
1 5.319
1 4.971
1 4.849
1 5.197
1 5.534
1 5.811
1 5.909
1 6.153
1 6.275
1 6.428
1 6.615
1 6.628
2 2.029
2 2.057
2 2.123
2 2.159
2 2.206
2 2.26
2 2.272
2 2.302
2 2.335
2 2.414
2 2.434
2 2.499
2 2.56
2 2.624
2 2.688
2 2.778
2 2.822
2 2.853
2 2.891
2 2.96
2 3.04
2 3.111
2 3.165
2 3.185
2 3.214
2 3.289
2 3.303
2 3.385
2 3.462
2 3.517
2 3.535
2 3.666
2 3.803
2 4.155
2 4.39
2 4.68
2 5.027
2 5.194
2 5.481
2 5.549
2 5.74
2 6.019
2 6.099
2 6.031
2 5.773
2 5.528
2 5.151
2 4.837
2 5.035
2 5.315
2 5.66
2 5.904
2 6.146
2 6.385
2 6.637
2 7.079
2 7.134
3 2.019
3 2.063
3 2.116
3 2.141
3 2.175
3 2.223
3 2.288
3 2.332
3 2.407
3 2.433
3 2.487
3 2.531
3 2.591
3 2.655
3 2.7
3 2.772
3 2.834
3 2.855
3 2.921
3 2.988
3 3.062
3 3.087
3 3.145
3 3.189
3 3.254
3 3.313
3 3.379
3 3.457
3 3.526
3 3.57
3 3.638
3 3.814
3 3.946
3 4.081
3 4.348
3 4.685
3 4.952
3 5.185
3 5.337
3 5.529
3 5.704
3 5.787
3 6.081
3 6.11
3 5.875
3 5.752
3 5.58
3 5.28
3 5.326
3 5.441
3 5.788
3 6.069
3 6.462
3 6.8
3 6.966
3 7.198
3 7.312
3 7.348
4 2.023
4 2.112
4 2.202
4 2.229
4 2.285
4 2.352
4 2.41
4 2.462
4 2.521
4 2.563
4 2.618
4 2.68
4 2.766
4 2.804
4 2.868
4 2.897
4 2.97
4 2.994
4 3.058
4 3.099
4 3.153
4 3.191
4 3.265
4 3.292
4 3.331
4 3.363
4 3.403
4 3.464
4 3.538
4 3.595
4 3.651
4 3.724
4 3.765
4 4.061
4 4.343
4 4.47
4 4.625
4 4.953
4 5.172
4 5.559
4 5.644
4 5.98
4 6.065
4 6.265
4 6.555
4 6.901
4 6.991
4 6.751
4 6.571
4 6.279
4 5.95
4 5.95
4 6.247
4 6.6
4 6.914
4 7.047
4 7.222
4 7.432
4 7.801
4 8.053
5 2.018
5 2.042
5 2.133
5 2.2
5 2.263
5 2.309
5 2.382
5 2.452
5 2.475
5 2.523
5 2.558
5 2.632
5 2.693
5 2.76
5 2.834
5 2.876
5 2.935
5 2.959
5 3.021
5 3.094
5 3.127
5 3.159
5 3.202
5 3.253
5 3.306
5 3.39
5 3.438
5 3.452
5 3.503
5 3.544
5 3.591
5 3.628
5 3.982
5 4.16
5 4.526
5 4.706
5 4.834
5 4.968
5 5.283
5 5.57
5 5.737
5 5.986
5 6.138
5 6.346
5 6.476
5 6.285
5 6.047
5 5.821
5 5.603
5 5.725
5 5.99
5 6.312
5 6.611
5 7.004
5 7.487
5 7.865
5 8.159
6 2.044
6 2.092
6 2.135
6 2.185
6 2.232
6 2.299
6 2.34
6 2.415
6 2.455
6 2.476
6 2.514
6 2.536
6 2.602
6 2.674
6 2.726
6 2.77
6 2.786
6 2.802
6 2.838
6 2.871
6 2.916
6 2.947
6 3.002
6 3.075
6 3.155
6 3.186
6 3.231
6 3.295
6 3.341
6 3.392
6 3.45
6 3.524
6 3.612
6 3.737
6 3.977
6 4.115
6 4.327
6 4.741
6 4.872
6 5.152
6 5.553
6 5.799
6 5.975
6 6.217
6 6.253
6 5.899
6 5.679
6 5.505
6 5.213
6 5.395
6 5.689
6 5.822
6 6.092
6 6.267
6 6.521
6 6.643
7 2.01
7 2.059
7 2.085
7 2.107
7 2.158
7 2.221
7 2.313
7 2.356
7 2.4
7 2.461
7 2.491
7 2.562
7 2.58
7 2.636
7 2.683
7 2.766
7 2.816
7 2.874
7 2.941
7 2.995
7 3.031
7 3.078
7 3.107
7 3.144
7 3.202
7 3.262
7 3.303
7 3.387
7 3.464
7 3.503
7 3.583
7 3.891
7 4.054
7 4.137
7 4.342
7 4.689
7 5.076
7 5.31
7 5.548
7 5.784
7 5.868
7 6.038
7 6.124
7 6.401
7 6.399
7 6.305
7 5.961
7 5.763
7 5.542
7 5.864
7 5.964
7 6.412
7 6.756
7 6.973
7 7.354
7 7.541
7 7.786
7 7.877
8 2.007
8 2.047
8 2.108
8 2.153
8 2.183
8 2.244
8 2.305
8 2.348
8 2.387
8 2.446
8 2.468
8 2.514
8 2.557
8 2.612
8 2.636
8 2.672
8 2.719
8 2.771
8 2.817
8 2.863
8 2.914
8 2.954
8 3.026
8 3.079
8 3.115
8 3.17
8 3.221
8 3.271
8 3.335
8 3.366
8 3.447
8 3.474
8 3.783
8 4.026
8 4.249
8 4.486
8 4.77
8 4.891
8 5.009
8 5.061
8 5.438
8 5.559
8 5.794
8 6.039
8 6.021
8 5.945
8 5.794
8 5.488
8 5.653
8 5.997
8 6.389
8 6.62
8 6.862
8 7.168
8 7.409
8 7.653
8 7.805
9 2.016
9 2.055
9 2.076
9 2.154
9 2.232
9 2.249
9 2.322
9 2.382
9 2.427
9 2.467
9 2.51
9 2.593
9 2.645
9 2.649
9 2.699
9 2.759
9 2.806
9 2.834
9 2.882
9 2.951
9 3.022
9 3.109
9 3.193
9 3.268
9 3.295
9 3.362
9 3.424
9 3.482
9 3.552
9 3.558
9 3.607
9 3.802
9 3.99
9 4.4
9 4.677
9 5.08
9 5.211
9 5.425
9 5.68
9 5.939
9 6.235
9 6.508
9 6.714
9 6.959
9 7.378
9 7.394
9 7.116
9 6.857
9 6.687
9 6.521
9 6.302
9 6.429
9 6.613
9 7.013
9 7.311
9 7.496
9 7.841
9 8.079
9 8.153
10 2.029
10 2.064
10 2.095
10 2.137
10 2.172
10 2.216
10 2.239
10 2.328
10 2.396
10 2.421
10 2.464
10 2.519
10 2.61
10 2.62
10 2.678
10 2.709
10 2.791
10 2.818
10 2.873
10 2.898
10 2.961
10 3.025
10 3.081
10 3.151
10 3.192
10 3.254
10 3.312
10 3.324
10 3.41
10 3.449
10 3.505
10 3.574
