year curveMidRes0111
0 2.05
0 2.098
0 2.162
0 2.24
0 2.291
0 2.355
0 2.393
0 2.434
0 2.46
0 2.512
0 2.556
0 2.595
0 2.661
0 2.73
0 2.8
0 2.857
0 2.908
0 2.954
0 3.004
0 3.031
0 3.089
0 3.164
0 3.187
0 3.202
0 3.292
0 3.373
0 3.439
0 3.47
0 3.533
0 3.59
0 3.824
0 4.07
0 4.279
0 4.495
0 4.642
0 4.919
0 5.156
0 5.439
0 5.766
0 5.986
0 6.299
0 6.641
0 6.812
0 6.789
0 6.757
0 6.721
0 6.339
0 6.177
0 6.002
0 6.347
0 6.494
0 6.682
0 6.981
0 7.106
0 7.34
0 7.828
0 8.153
1 2.025
1 2.094
1 2.106
1 2.15
1 2.244
1 2.28
1 2.349
1 2.385
1 2.409
1 2.461
1 2.5
1 2.562
1 2.596
1 2.609
1 2.644
1 2.695
1 2.731
1 2.778
1 2.796
1 2.845
1 2.863
1 2.882
1 2.915
1 2.981
1 3.043
1 3.138
1 3.168
1 3.191
1 3.256
1 3.319
1 3.383
1 3.483
1 3.755
1 3.917
1 4.062
1 4.251
1 4.349
1 4.622
1 4.946
1 5.158
1 5.218
1 5.464
1 5.683
1 5.953
1 5.872
1 5.683
1 5.402
1 5.315
1 5.364
1 5.615
1 5.905
1 6.061
1 6.261
1 6.637
1 6.959
1 7.391
1 7.442
2 2.038
2 2.059
2 2.139
2 2.217
2 2.287
2 2.312
2 2.35
2 2.408
2 2.433
2 2.512
2 2.554
2 2.642
2 2.712
2 2.784
2 2.883
2 2.967
2 3.01
2 3.093
2 3.157
2 3.213
2 3.292
2 3.298
2 3.329
2 3.355
2 3.384
2 3.434
2 3.47
2 3.545
2 3.617
2 3.657
2 3.678
2 3.802
2 4.098
2 4.374
2 4.521
2 4.673
2 5.053
2 5.223
2 5.461
2 5.579
2 5.829
2 6.102
2 6.323
2 6.548
2 6.666
2 6.708
2 6.481
2 6.354
2 6.271
2 6.04
2 5.836
2 5.97
2 6.112
2 6.486
2 6.688
2 6.988
2 7.409
2 7.493
2 7.705
2 7.753
3 2.033
3 2.091
3 2.145
3 2.2
3 2.289
3 2.377
3 2.431
3 2.506
3 2.57
3 2.598
3 2.624
3 2.673
3 2.7
3 2.767
3 2.816
3 2.842
3 2.898
3 2.941
3 3.003
3 3.037
3 3.117
3 3.163
3 3.214
3 3.276
3 3.335
3 3.408
3 3.419
3 3.446
3 3.5
3 3.516
3 3.59
3 3.645
3 3.843
3 4.201
3 4.292
3 4.523
3 4.769
3 5.013
3 5.184
3 5.298
3 5.365
3 5.512
3 5.627
3 5.877
3 6.036
3 6.224
3 6.2
3 5.872
3 5.661
3 5.53
3 5.38
3 5.568
3 5.854
3 6.06
3 6.175
3 6.603
3 6.918
3 7.063
3 7.132
4 2.014
4 2.09
4 2.148
4 2.192
4 2.214
4 2.257
4 2.3
4 2.31
4 2.361
4 2.387
4 2.456
4 2.459
4 2.499
4 2.558
4 2.627
4 2.716
4 2.733
4 2.816
4 2.844
4 2.895
4 2.976
4 3.05
4 3.107
4 3.2
4 3.248
4 3.298
4 3.377
4 3.393
4 3.409
4 3.419
4 3.458
4 3.533
4 3.827
4 4.195
4 4.53
4 4.667
4 4.882
4 5.178
4 5.48
4 5.567
4 5.626
4 6.004
4 6.342
4 6.645
4 6.808
4 6.701
4 6.377
4 6.187
4 5.989
4 5.64
4 6.153
4 6.361
4 6.557
4 7.009
4 7.206
4 7.59
4 7.952
5 2.01
5 2.091
5 2.139
5 2.158
5 2.184
5 2.23
5 2.259
5 2.326
5 2.364
5 2.393
5 2.438
5 2.505
5 2.527
5 2.585
5 2.661
5 2.711
5 2.775
5 2.836
5 2.881
5 2.945
5 3.019
5 3.075
5 3.089
5 3.128
5 3.185
5 3.277
5 3.326
5 3.403
5 3.475
5 3.502
5 3.539
5 3.615
5 3.76
5 3.952
5 4.298
5 4.547
5 4.663
5 4.936
5 5.034
5 5.308
5 5.571
5 5.612
5 5.957
5 6.167
5 6.41
5 6.54
5 6.351
5 6.317
5 6.017
5 5.754
5 5.542
5 5.475
5 5.636
5 5.72
5 5.768
5 6.007
5 6.033
5 6.41
5 6.531
5 6.831
5 6.865
6 2.027
6 2.065
6 2.117
6 2.163
6 2.223
6 2.302
6 2.337
6 2.388
6 2.455
6 2.515
6 2.565
6 2.597
6 2.631
6 2.669
6 2.702
6 2.776
6 2.788
6 2.815
6 2.828
6 2.869
6 2.934
6 2.991
6 3.016
6 3.083
6 3.097
6 3.101
6 3.156
6 3.186
6 3.258
6 3.29
6 3.335
6 3.394
6 3.597
6 3.858
6 3.972
6 4.144
6 4.414
6 4.795
6 4.885
6 4.944
6 5.157
6 5.308
6 5.607
6 5.756
6 6.035
6 6.086
6 5.986
6 5.719
6 5.584
6 5.234
6 5.089
6 5.282
6 5.52
6 5.683
6 6.15
6 6.266
6 6.592
6 6.818
6 6.933
7 2.019
7 2.05
7 2.107
7 2.182
7 2.236
7 2.332
7 2.407
7 2.446
7 2.483
7 2.53
7 2.579
7 2.618
7 2.683
7 2.735
7 2.796
7 2.821
7 2.871
7 2.912
7 2.947
7 3.01
7 3.052
7 3.14
7 3.213
7 3.262
7 3.322
7 3.408
7 3.46
7 3.523
7 3.546
7 3.61
7 3.827
7 3.93
7 4.119
7 4.322
7 4.535
7 4.871
7 5.163
7 5.455
7 5.659
7 5.717
7 5.917
7 6.179
7 6.432
7 6.465
7 6.265
7 6.09
7 5.853
7 5.551
7 5.931
7 6.205
7 6.332
7 6.682
7 6.963
7 7.352
7 7.549
7 7.749
8 2.03
8 2.067
8 2.124
8 2.151
8 2.225
8 2.286
8 2.351
8 2.412
8 2.474
8 2.498
8 2.571
8 2.626
8 2.664
8 2.703
8 2.768
8 2.822
8 2.889
8 2.893
8 2.937
8 3.0
8 3.065
8 3.117
8 3.133
8 3.161
8 3.237
8 3.311
8 3.371
8 3.42
8 3.489
8 3.525
8 3.557
8 3.78
8 3.881
8 4.16
8 4.401
8 4.595
8 4.72
8 4.835
8 5.196
8 5.433
8 5.531
8 5.803
8 6.16
8 6.396
8 6.221
8 6.075
8 5.808
8 5.706
8 5.697
8 6.041
8 6.257
8 6.475
8 6.799
8 7.162
8 7.404
8 7.879
8 7.965
9 2.05
9 2.084
9 2.148
9 2.178
9 2.188
9 2.237
9 2.273
9 2.342
9 2.39
9 2.44
9 2.486
9 2.519
9 2.564
9 2.619
9 2.68
9 2.707
9 2.729
9 2.789
9 2.846
9 2.909
9 2.959
9 3.029
9 3.042
9 3.097
9 3.13
9 3.172
9 3.219
9 3.248
9 3.307
9 3.4
9 3.449
9 3.744
9 4.077
9 4.429
9 4.649
9 4.892
9 5.057
9 5.125
9 5.374
9 5.633
9 5.847
9 6.075
9 6.374
9 6.656
9 6.644
9 6.538
9 6.307
9 5.984
9 5.697
9 5.706
9 5.862
9 6.079
9 6.476
9 6.606
9 6.814
9 7.059
9 7.505
9 7.788
10 2.006
10 2.05
10 2.079
10 2.123
10 2.179
10 2.236
10 2.294
10 2.383
10 2.418
10 2.443
10 2.485
10 2.532
10 2.581
10 2.652
10 2.691
10 2.732
10 2.779
10 2.845
10 2.897
10 2.96
10 3.023
10 3.077
10 3.13
10 3.177
10 3.222
10 3.255
10 3.332
10 3.392
10 3.44
10 3.484
10 3.513
10 3.57
10 3.61
10 3.952
10 4.216
10 4.325
10 4.374
10 4.439
10 4.628
10 4.808
10 4.829
10 5.033
10 5.149
10 5.25
10 5.407
10 5.607
10 5.419
10 5.1
10 4.882
10 4.553
10 4.624
10 4.861
10 4.989
10 5.324
10 5.749
10 6.037
10 6.35
10 6.738
10 6.917
11 2.039
11 2.062
11 2.112
11 2.153
11 2.196
11 2.278
11 2.305
11 2.348
11 2.398
11 2.417
11 2.438
11 2.47
11 2.528
11 2.534
11 2.616
11 2.683
11 2.727
11 2.752
11 2.794
11 2.819
11 2.893
11 2.969
11 3.0
11 3.044
11 3.088
11 3.139
11 3.192
11 3.22
11 3.266
11 3.3
11 3.364
11 3.407
11 3.517
11 3.848
11 4.03
11 4.266
11 4.349
11 4.668
11 4.974
11 5.251
11 5.476
11 5.628
11 5.854
11 6.007
11 6.001
11 5.809
11 5.558
11 5.345
11 5.328
11 5.574
11 5.827
11 5.985
11 6.383
11 6.698
11 6.943
11 7.356
11 7.619
12 2.028
12 2.055
12 2.115
12 2.141
12 2.204
12 2.279
12 2.343
12 2.417
12 2.492
12 2.533
12 2.546
12 2.571
12 2.632
12 2.69
12 2.747
12 2.777
12 2.824
12 2.862
12 2.947
12 3.004
12 3.043
12 3.092
12 3.172
12 3.211
12 3.27
12 3.312
12 3.379
12 3.411
12 3.448
12 3.471
12 3.515
12 3.595
12 3.839
12 4.056
12 4.283
12 4.558
12 4.883
12 5.133
12 5.369
12 5.656
12 6.017
12 6.063
12 6.344
12 6.505
12 6.426
12 6.175
12 6.084
12 5.925
12 5.701
12 5.863
12 6.291
12 6.733
12 6.947
12 7.193
12 7.477
12 7.727
12 7.897
13 2.021
13 2.042
13 2.091
13 2.165
13 2.23
13 2.316
13 2.368
13 2.414
13 2.477
13 2.537
13 2.566
13 2.621
13 2.671
13 2.73
13 2.789
13 2.85
13 2.882
13 2.946
13 2.997
13 3.052
13 3.078
13 3.108
13 3.189
13 3.228
13 3.288
13 3.364
13 3.407
13 3.494
13 3.504
13 3.569
13 3.62
13 3.767
13 3.976
13 4.208
13 4.43
13 4.667
13 5.004
13 5.328
13 5.6
13 5.688
13 5.934
13 5.96
13 6.356
13 6.121
13 5.791
13 5.668
13 5.42
13 5.465
13 5.768
13 5.991
13 6.241
13 6.293
13 6.61
13 6.831
13 7.061
14 2.019
14 2.04
14 2.063
14 2.112
14 2.188
14 2.244
14 2.288
14 2.334
14 2.415
14 2.461
14 2.538
14 2.6
14 2.638
14 2.692
14 2.744
14 2.764
14 2.846
14 2.893
14 2.949
14 2.998
14 3.055
14 3.121
14 3.199
14 3.241
14 3.29
14 3.341
14 3.434
14 3.487
14 3.581
14 3.628
14 3.881
14 4.233
14 4.496
14 4.704
14 4.91
14 5.155
14 5.343
14 5.562
14 5.887
14 6.16
14 6.36
14 6.589
14 6.691
14 6.92
14 6.778
14 6.56
14 6.319
14 6.162
14 5.994
14 6.13
14 6.282
14 6.499
14 6.6
14 6.966
14 7.264
14 7.662
14 8.108
14 8.156
15 2.043
15 2.091
15 2.112
15 2.158
15 2.24
15 2.285
15 2.367
15 2.391
15 2.444
15 2.512
15 2.566
15 2.598
15 2.661
15 2.72
15 2.757
15 2.827
15 2.915
15 2.997
15 3.036
15 3.102
15 3.171
15 3.249
15 3.305
15 3.398
15 3.424
15 3.486
15 3.53
15 3.576
15 3.653
15 3.685
15 3.729
15 3.783
15 3.963
15 4.248
15 4.659
15 4.925
15 5.183
15 5.503
15 5.734
15 5.849
15 5.918
15 6.155
15 6.281
15 6.551
15 6.562
15 6.327
15 6.097
15 5.998
15 5.738
15 5.888
15 6.382
15 6.705
15 7.059
15 7.299
15 7.454
15 7.558
15 7.848
15 7.975
15 8.009
16 2.046
16 2.08
16 2.136
16 2.196
16 2.237
16 2.287
16 2.338
16 2.398
16 2.427
16 2.474
16 2.516
16 2.534
16 2.605
16 2.648
16 2.692
16 2.762
16 2.769
16 2.818
16 2.872
16 2.897
16 2.962
16 2.974
16 2.999
16 3.067
16 3.127
16 3.199
16 3.245
16 3.298
16 3.38
16 3.422
16 3.513
16 3.629
16 4.019
16 4.309
16 4.527
16 4.7
16 4.884
16 5.116
16 5.503
16 5.723
16 5.907
16 6.011
16 6.19
16 6.574
16 6.453
16 6.217
16 6.077
16 5.831
16 5.544
16 5.576
16 5.709
16 5.871
16 6.232
16 6.542
16 6.556
16 6.756
16 6.837
17 2.026
17 2.074
17 2.085
17 2.169
17 2.216
17 2.255
17 2.33
17 2.389
17 2.438
17 2.509
17 2.571
17 2.607
17 2.626
17 2.699
17 2.76
17 2.827
17 2.879
17 2.929
17 2.946
17 3.03
17 3.05
17 3.104
17 3.157
17 3.197
17 3.239
17 3.292
17 3.354
17 3.397
17 3.464
17 3.549
17 3.625
17 3.734
17 3.929
17 4.187
17 4.407
17 4.534
17 4.781
17 4.999
17 5.245
17 5.344
17 5.384
17 5.781
17 5.85
17 5.73
17 5.507
17 5.313
17 5.098
17 5.08
17 5.148
17 5.487
17 5.619
17 6.12
17 6.416
17 6.846
17 7.057
18 2.025
18 2.07
18 2.117
18 2.156
18 2.246
18 2.279
18 2.321
18 2.383
18 2.429
18 2.508
18 2.555
18 2.631
18 2.653
18 2.735
18 2.762
18 2.779
18 2.829
18 2.882
18 2.958
18 2.965
18 2.994
18 3.019
18 3.053
18 3.106
18 3.124
18 3.191
18 3.251
18 3.282
18 3.344
18 3.387
18 3.454
18 3.535
18 3.784
18 4.039
18 4.208
18 4.464
18 4.692
18 4.881
18 5.098
18 5.372
18 5.466
18 5.615
18 5.843
18 6.042
18 6.219
18 5.981
18 5.778
18 5.706
18 5.616
18 5.559
18 5.887
18 6.259
18 6.519
18 6.701
18 7.124
18 7.356
18 7.692
18 7.714
19 2.015
19 2.069
19 2.121
19 2.181
19 2.204
19 2.259
19 2.337
19 2.383
19 2.419
19 2.456
19 2.524
19 2.549
19 2.639
19 2.733
19 2.765
19 2.846
19 2.907
19 2.988
19 3.064
19 3.107
19 3.16
19 3.207
19 3.292
19 3.374
19 3.41
19 3.482
19 3.511
19 3.57
19 3.582
19 3.615
19 3.659
19 3.695
19 3.843
19 4.147
19 4.445
19 4.552
19 4.656
19 4.752
19 4.862
19 5.068
19 5.348
19 5.576
19 5.859
19 5.983
19 6.185
19 6.546
19 6.606
19 6.341
19 6.13
19 6.02
19 5.716
19 5.562
19 5.813
19 6.091
19 6.236
19 6.341
19 6.632
19 7.03
19 7.398
19 7.466
20 2.026
20 2.051
20 2.112
20 2.133
20 2.193
20 2.262
20 2.281
20 2.339
20 2.429
20 2.515
20 2.598
20 2.638
20 2.654
20 2.689
20 2.748
20 2.788
20 2.84
20 2.884
20 2.91
20 2.943
20 3.038
20 3.061
20 3.099
20 3.144
20 3.211
20 3.292
20 3.367
20 3.424
20 3.474
20 3.558
20 3.617
20 3.863
20 4.07
20 4.225
20 4.511
20 4.892
20 5.218
20 5.491
20 5.683
20 5.865
20 6.074
20 6.288
20 6.497
20 6.322
20 6.032
20 5.868
20 5.664
20 5.429
20 5.895
20 5.999
20 6.278
20 6.35
20 6.805
20 6.838
20 7.231
20 7.674
21 2.005
21 2.1
21 2.157
21 2.202
21 2.229
21 2.288
21 2.339
21 2.398
21 2.41
21 2.467
21 2.551
21 2.626
21 2.673
21 2.724
21 2.766
21 2.83
21 2.865
21 2.919
21 2.98
21 3.012
21 3.049
21 3.098
21 3.141
21 3.216
21 3.232
21 3.298
21 3.36
21 3.414
21 3.468
21 3.522
21 3.689
21 3.986
21 4.085
21 4.319
21 4.59
21 4.796
21 4.82
21 5.029
21 5.333
21 5.712
21 5.819
21 6.101
21 6.238
21 6.252
21 6.104
21 5.696
21 5.439
21 5.19
21 5.461
21 5.666
21 6.107
21 6.47
21 6.743
21 7.032
21 7.415
21 7.582
22 2.044
22 2.08
22 2.14
22 2.162
22 2.216
22 2.263
22 2.294
22 2.361
22 2.417
22 2.466
22 2.518
22 2.581
22 2.601
22 2.673
22 2.699
22 2.711
22 2.796
22 2.866
22 2.926
22 3.007
22 3.031
22 3.088
22 3.167
22 3.202
22 3.235
22 3.31
22 3.348
22 3.393
22 3.43
22 3.481
22 3.524
22 3.557
22 3.588
22 3.785
22 4.021
22 4.176
22 4.473
22 4.678
22 4.786
22 4.956
22 5.34
22 5.651
22 5.98
22 6.295
22 6.38
22 6.647
22 6.698
22 6.649
22 6.43
22 6.289
22 6.273
22 6.159
22 6.501
22 6.797
22 7.109
22 7.387
22 7.74
22 8.235
22 8.6
22 8.955
23 2.049
23 2.08
23 2.112
23 2.175
23 2.272
23 2.304
23 2.346
23 2.411
23 2.457
23 2.512
23 2.583
23 2.659
23 2.706
23 2.755
23 2.782
23 2.836
23 2.861
23 2.888
23 2.956
23 3.014
23 3.044
23 3.1
23 3.185
23 3.225
23 3.253
23 3.281
23 3.343
23 3.402
23 3.424
23 3.482
23 3.531
23 3.602
23 3.815
23 4.002
23 4.209
23 4.443
23 4.703
23 4.868
23 4.972
23 5.14
23 5.367
23 5.538
23 5.873
23 6.245
23 6.145
23 5.792
23 5.587
23 5.256
23 5.094
23 5.442
23 5.825
23 6.047
23 6.472
23 6.575
23 6.979
23 7.339
23 7.532
24 2.036
24 2.074
24 2.125
24 2.175
24 2.196
24 2.247
24 2.322
24 2.372
24 2.407
24 2.463
24 2.535
24 2.585
24 2.682
24 2.727
24 2.784
24 2.833
24 2.847
24 2.88
24 2.963
24 3.013
24 3.081
24 3.157
24 3.213
24 3.252
24 3.3
24 3.354
24 3.415
24 3.441
24 3.512
24 3.536
24 3.604
24 3.66
24 3.911
24 4.162
24 4.294
24 4.591
24 4.755
24 5.013
24 5.106
24 5.361
24 5.527
24 5.64
24 5.847
24 6.05
24 6.279
24 5.91
24 5.518
24 5.261
24 4.987
24 4.801
24 5.31
24 5.414
24 5.663
24 5.915
24 6.12
24 6.458
24 6.68
24 7.034
25 2.019
25 2.053
25 2.107
25 2.124
25 2.162
25 2.198
25 2.273
25 2.328
25 2.342
25 2.376
25 2.424
25 2.487
25 2.543
25 2.634
25 2.668
25 2.685
25 2.766
25 2.836
25 2.883
25 2.977
25 3.034
25 3.068
25 3.14
25 3.176
25 3.25
25 3.282
25 3.321
25 3.391
25 3.436
25 3.46
25 3.533
25 3.696
25 3.879
25 4.172
25 4.494
25 4.665
25 4.859
