year curveMidRes0551
0 2.024
0 2.077
0 2.121
0 2.197
0 2.211
0 2.276
0 2.326
0 2.409
0 2.45
0 2.498
0 2.553
0 2.575
0 2.603
0 2.664
0 2.695
0 2.749
0 2.789
0 2.824
0 2.868
0 2.888
0 2.954
0 2.994
0 3.061
0 3.113
0 3.202
0 3.281
0 3.343
0 3.397
0 3.401
0 3.443
0 3.522
0 3.559
0 3.563
0 3.787
0 4.049
0 4.261
0 4.553
0 4.653
0 4.77
0 4.906
0 5.229
0 5.475
0 5.653
0 5.683
0 5.79
0 5.67
0 5.547
0 5.201
0 4.881
0 4.855
0 4.985
0 5.362
0 5.747
0 5.939
0 6.326
0 6.682
0 6.867
0 6.918
1 2.046
1 2.087
1 2.104
1 2.175
1 2.196
1 2.257
1 2.275
1 2.319
1 2.384
1 2.412
1 2.442
1 2.493
1 2.54
1 2.588
1 2.638
1 2.682
1 2.752
1 2.807
1 2.869
1 2.946
1 2.993
1 3.051
1 3.134
1 3.159
1 3.186
1 3.208
1 3.265
1 3.303
1 3.353
1 3.367
1 3.415
1 3.43
1 3.549
1 3.945
1 4.185
1 4.406
1 4.657
1 4.893
1 5.047
1 5.332
1 5.447
1 5.651
1 5.792
1 6.121
1 6.057
1 5.888
1 5.566
1 5.329
1 5.14
1 5.323
1 5.563
1 5.704
1 6.086
1 6.174
1 6.625
1 6.985
1 7.272
2 2.045
2 2.067
2 2.091
2 2.156
2 2.2
2 2.28
2 2.309
2 2.353
2 2.436
2 2.511
2 2.536
2 2.612
2 2.638
2 2.679
2 2.705
2 2.784
2 2.834
2 2.881
2 2.946
2 2.971
2 3.019
2 3.07
2 3.115
2 3.182
2 3.267
2 3.284
2 3.29
2 3.335
2 3.411
2 3.444
2 3.492
2 3.55
2 3.769
2 3.874
2 4.126
2 4.266
2 4.454
2 4.676
2 5.034
2 5.381
2 5.531
2 5.882
2 6.209
2 6.47
2 6.588
2 6.746
2 6.835
2 6.626
2 6.496
2 6.377
2 6.069
2 5.932
2 5.958
2 6.347
2 6.758
2 6.864
2 7.074
2 7.218
2 7.641
2 7.912
2 7.957
3 2.036
3 2.125
3 2.145
3 2.2
3 2.232
3 2.248
3 2.308
3 2.375
3 2.426
3 2.5
3 2.526
3 2.603
3 2.635
3 2.65
3 2.688
3 2.745
3 2.826
3 2.888
3 2.938
3 2.965
3 3.026
3 3.039
3 3.121
3 3.181
3 3.261
3 3.324
3 3.371
3 3.393
3 3.465
3 3.504
3 3.564
3 3.769
3 3.869
3 4.052
3 4.412
3 4.632
3 4.813
3 4.951
3 5.026
3 5.357
3 5.627
3 5.666
3 5.884
3 6.042
3 5.917
3 5.525
3 5.293
3 5.032
3 4.868
3 5.141
3 5.357
3 5.535
3 5.553
3 5.708
3 5.891
3 5.964
3 6.265
4 2.015
4 2.081
4 2.099
4 2.139
4 2.164
4 2.224
4 2.279
4 2.282
4 2.36
4 2.448
4 2.483
4 2.524
4 2.572
4 2.615
4 2.651
4 2.711
4 2.731
4 2.806
4 2.853
4 2.938
4 2.973
4 3.004
4 3.057
4 3.075
4 3.149
4 3.195
4 3.242
4 3.27
4 3.326
4 3.375
4 3.599
4 3.847
4 3.974
4 4.084
4 4.51
4 4.707
4 4.981
4 5.256
4 5.448
4 5.582
4 5.82
4 5.992
4 6.293
4 6.328
4 6.119
4 5.753
4 5.497
4 5.254
4 5.417
4 5.665
4 5.933
4 6.166
4 6.268
4 6.586
4 6.759
4 7.04
5 2.025
5 2.08
5 2.136
5 2.185
5 2.225
5 2.302
5 2.32
5 2.357
5 2.442
5 2.476
5 2.518
5 2.562
5 2.609
5 2.69
5 2.748
5 2.81
5 2.854
5 2.866
5 2.879
5 2.921
5 2.981
5 3.045
5 3.092
