year curveMidRes0261
0 2.048
0 2.07
0 2.107
0 2.135
0 2.193
0 2.213
0 2.247
0 2.314
0 2.375
0 2.426
0 2.492
0 2.536
0 2.567
0 2.633
0 2.653
0 2.69
0 2.736
0 2.805
0 2.875
0 2.905
0 2.943
0 3.024
0 3.038
0 3.078
0 3.155
0 3.237
0 3.325
0 3.424
0 3.473
0 3.499
0 3.591
0 3.609
0 3.634
0 3.97
0 4.084
0 4.238
0 4.445
0 4.577
0 4.684
0 4.843
0 5.157
0 5.316
0 5.701
0 5.956
0 6.28
0 6.101
0 5.8
0 5.654
0 5.343
0 5.187
0 5.446
0 5.81
0 6.05
0 6.39
0 6.647
0 6.883
0 7.218
0 7.639
0 7.729
1 2.046
1 2.106
1 2.159
1 2.192
1 2.225
1 2.266
1 2.309
1 2.323
1 2.364
1 2.401
1 2.429
1 2.454
1 2.522
1 2.537
1 2.571
1 2.615
1 2.68
1 2.75
1 2.828
1 2.906
1 2.916
1 2.999
1 3.016
1 3.039
1 3.094
1 3.145
1 3.187
1 3.276
1 3.312
1 3.378
1 3.418
1 3.68
1 3.989
1 4.188
1 4.306
1 4.609
1 4.805
1 5.085
1 5.295
1 5.625
1 5.879
1 6.034
1 6.089
1 6.272
1 6.594
1 6.826
1 6.598
1 6.389
1 6.14
1 5.978
1 5.726
1 5.935
1 6.339
1 6.486
1 6.761
1 7.023
1 7.19
1 7.423
1 7.548
2 2.006
2 2.045
2 2.102
2 2.171
2 2.18
2 2.267
2 2.347
2 2.405
2 2.474
2 2.527
2 2.586
2 2.603
2 2.686
2 2.743
2 2.769
2 2.822
2 2.882
2 2.93
2 2.998
2 3.029
2 3.053
2 3.068
2 3.117
2 3.124
2 3.182
2 3.252
2 3.336
2 3.372
2 3.393
2 3.43
2 3.492
2 3.577
2 3.674
2 3.866
2 4.108
2 4.294
2 4.566
2 4.854
2 5.072
2 5.354
2 5.404
2 5.651
2 5.826
2 6.165
2 6.41
2 6.324
2 5.936
2 5.812
2 5.586
2 5.65
2 5.826
2 6.103
2 6.236
2 6.713
2 6.938
2 7.215
2 7.525
3 2.021
3 2.064
3 2.106
3 2.124
3 2.177
3 2.254
3 2.319
3 2.371
3 2.415
3 2.439
3 2.505
3 2.569
3 2.584
3 2.615
3 2.673
3 2.697
3 2.751
3 2.83
3 2.885
3 2.924
3 2.968
3 3.03
3 3.042
3 3.086
3 3.131
3 3.207
3 3.278
3 3.318
3 3.338
3 3.43
3 3.469
3 3.518
3 3.914
3 4.094
3 4.278
3 4.679
3 4.926
3 5.103
3 5.23
3 5.433
3 5.548
3 5.798
3 6.068
3 6.305
3 6.585
3 6.706
3 6.705
3 6.37
3 6.004
3 5.658
3 5.508
3 5.38
3 5.758
3 6.126
3 6.457
3 6.772
3 7.11
3 7.438
3 7.573
3 7.728
3 7.781
4 2.033
4 2.073
4 2.132
4 2.187
4 2.235
4 2.292
4 2.339
4 2.374
4 2.415
4 2.439
4 2.47
4 2.549
4 2.615
4 2.65
4 2.701
4 2.772
4 2.806
4 2.847
4 2.9
4 2.961
4 3.018
4 3.082
4 3.117
4 3.16
4 3.237
4 3.282
4 3.344
4 3.409
4 3.45
4 3.512
4 3.546
4 3.749
4 3.768
4 3.941
4 4.21
4 4.395
4 4.687
4 5.028
4 5.189
4 5.374
4 5.626
4 5.801
4 5.962
4 6.113
4 5.783
4 5.699
4 5.323
4 5.201
4 5.269
4 5.53
4 5.696
4 5.746
4 5.997
4 6.202
4 6.437
4 6.883
5 2.014
5 2.056
5 2.097
5 2.167
5 2.21
5 2.239
5 2.303
5 2.339
5 2.377
5 2.464
5 2.52
5 2.551
5 2.62
5 2.684
5 2.746
5 2.77
5 2.779
5 2.824
5 2.877
5 2.895
5 2.908
5 2.975
5 3.029
5 3.057
5 3.103
5 3.126
5 3.164
5 3.202
5 3.241
5 3.298
5 3.448
5 3.802
5 3.983
5 4.244
5 4.586
5 4.682
5 4.75
5 5.053
5 5.127
