year curveMidRes0241
0 2.005
0 2.051
0 2.102
0 2.175
0 2.204
0 2.26
0 2.273
0 2.319
0 2.395
0 2.437
0 2.474
0 2.507
0 2.548
0 2.628
0 2.654
0 2.718
0 2.734
0 2.79
0 2.818
0 2.878
0 2.923
0 2.941
0 2.99
0 3.054
0 3.146
0 3.196
0 3.256
0 3.3
0 3.331
0 3.402
0 3.499
0 3.782
0 3.913
0 4.062
0 4.239
0 4.496
0 4.584
0 4.686
0 4.92
0 5.339
0 5.717
0 5.903
0 5.969
0 6.363
0 6.389
0 6.18
0 5.945
0 5.82
0 5.701
0 5.925
0 6.212
0 6.52
0 6.893
0 7.281
0 7.47
0 7.861
0 8.28
0 8.459
1 2.022
1 2.068
1 2.119
1 2.203
1 2.24
1 2.255
1 2.288
1 2.339
1 2.391
1 2.457
1 2.536
1 2.602
1 2.668
1 2.758
1 2.819
1 2.853
1 2.889
1 2.949
1 2.979
1 2.998
1 3.09
1 3.136
1 3.142
1 3.221
1 3.26
1 3.311
1 3.362
1 3.403
1 3.455
1 3.484
1 3.574
1 3.69
1 3.951
1 4.053
1 4.155
1 4.404
1 4.649
1 5.057
1 5.426
1 5.494
1 5.749
1 6.021
1 6.414
1 6.622
1 6.524
1 6.293
1 6.127
1 6.006
1 5.754
1 5.988
1 6.389
1 6.605
1 6.743
1 7.135
1 7.536
1 7.774
2 2.017
2 2.093
2 2.151
2 2.205
2 2.262
2 2.297
2 2.374
2 2.393
2 2.408
2 2.464
2 2.497
2 2.579
2 2.623
2 2.646
2 2.715
2 2.764
2 2.821
2 2.88
2 2.914
2 2.974
2 2.994
2 3.077
2 3.145
2 3.182
2 3.213
2 3.242
2 3.273
2 3.319
2 3.358
2 3.424
2 3.462
2 3.515
2 3.563
2 3.668
2 3.913
2 4.19
2 4.472
2 4.582
2 4.864
2 5.024
2 5.143
2 5.516
2 5.795
2 5.992
2 6.177
2 6.006
2 5.796
2 5.489
2 5.15
2 4.937
2 5.241
2 5.505
2 5.777
2 5.986
2 6.252
2 6.65
2 6.932
2 7.262
2 7.548
3 2.043
3 2.082
3 2.104
3 2.177
3 2.257
3 2.287
3 2.291
3 2.315
3 2.354
3 2.441
3 2.494
3 2.564
3 2.636
3 2.659
3 2.676
3 2.741
3 2.764
3 2.799
3 2.835
3 2.901
3 2.964
3 2.991
3 3.039
3 3.117
3 3.168
3 3.192
3 3.24
3 3.293
3 3.349
3 3.389
3 3.474
3 3.511
3 3.577
3 3.645
3 3.808
3 4.08
3 4.24
3 4.404
3 4.664
3 4.925
3 5.267
3 5.515
3 5.822
3 6.221
3 6.546
3 6.378
3 6.18
3 5.997
3 5.647
3 5.498
3 5.797
3 6.122
3 6.329
3 6.783
3 7.186
3 7.426
3 7.693
3 8.026
3 8.073
4 2.003
4 2.031
4 2.084
4 2.141
4 2.22
4 2.274
4 2.295
4 2.342
4 2.409
4 2.446
4 2.498
4 2.522
4 2.58
4 2.672
4 2.709
4 2.752
4 2.832
4 2.897
4 2.926
4 2.984
4 3.053
4 3.142
4 3.203
4 3.243
4 3.287
4 3.356
4 3.425
4 3.462
4 3.495
4 3.536
4 3.6
4 3.988
4 4.235
4 4.399
4 4.682
4 4.952
4 5.198
4 5.485
4 5.806
4 6.08
4 6.319
4 6.495
4 6.912
4 6.747
4 6.422
4 6.325
4 6.243
4 6.033
4 6.109
4 6.406
4 6.655
4 7.027
4 7.396
4 7.719
4 7.958
4 8.203
5 2.001
5 2.042
5 2.116
5 2.161
5 2.213
5 2.244
5 2.304
5 2.367
5 2.384
5 2.421
5 2.486
5 2.531
5 2.609
5 2.632
5 2.702
5 2.777
5 2.808
5 2.874
5 2.962
5 2.992
5 3.024
5 3.056
5 3.108
5 3.177
5 3.222
5 3.264
5 3.328
5 3.372
5 3.463
5 3.501
5 3.568
5 3.607
5 3.883
5 4.133
5 4.379
5 4.563
5 4.933
5 5.155
5 5.318
5 5.548
5 5.781
5 6.003
5 6.231
5 6.439
5 6.65
5 6.708
5 6.639
5 6.277
5 5.865
5 5.635
5 5.856
5 5.967
5 6.135
5 6.572
5 6.966
5 7.357
5 7.807
5 8.266
6 2.048
6 2.087
6 2.148
6 2.169
6 2.245
6 2.296
6 2.355
6 2.404
6 2.454
6 2.483
6 2.534
6 2.565
6 2.587
6 2.632
6 2.706
6 2.78
6 2.868
6 2.907
6 2.923
6 2.993
6 3.045
6 3.074
6 3.125
6 3.192
6 3.212
6 3.258
6 3.337
6 3.389
6 3.463
6 3.533
6 3.556
6 3.778
6 4.127
6 4.286
6 4.477
6 4.717
6 4.987
6 5.211
6 5.47
6 5.791
6 6.065
6 6.25
6 6.436
6 6.501
6 6.556
6 6.268
6 6.067
6 5.928
6 5.583
6 5.669
6 5.732
6 5.936
6 6.194
6 6.472
6 6.709
6 6.93
6 7.124
7 2.002
7 2.096
7 2.144
7 2.177
7 2.236
7 2.266
7 2.338
7 2.397
7 2.408
7 2.461
7 2.557
7 2.626
7 2.662
7 2.749
7 2.805
7 2.852
7 2.947
7 2.982
7 3.005
7 3.072
7 3.121
7 3.188
7 3.211
7 3.277
7 3.327
7 3.379
7 3.406
7 3.447
7 3.531
7 3.602
7 3.835
7 4.042
7 4.383
7 4.546
7 4.876
7 4.97
7 5.112
7 5.412
7 5.47
7 5.747
7 5.926
7 6.148
7 6.354
7 6.643
7 6.766
7 6.626
7 6.505
7 6.302
7 5.958
7 5.753
7 5.891
7 6.039
7 6.302
7 6.622
7 6.934
7 7.278
7 7.321
7 7.51
8 2.028
8 2.111
8 2.148
8 2.218
8 2.279
8 2.32
8 2.36
8 2.42
8 2.484
8 2.53
8 2.628
8 2.67
8 2.713
8 2.718
8 2.775
8 2.806
8 2.832
8 2.847
8 2.899
8 2.935
8 2.982
8 3.037
8 3.09
8 3.125
8 3.206
8 3.294
8 3.336
8 3.386
8 3.445
8 3.506
8 3.592
8 3.674
8 3.693
8 3.939
8 4.093
8 4.176
8 4.385
8 4.592
8 4.727
8 4.995
8 5.25
8 5.403
8 5.594
8 5.962
8 6.04
8 5.913
8 5.684
8 5.514
8 5.2
8 4.94
8 5.273
8 5.775
8 6.157
8 6.321
8 6.638
8 6.953
8 7.194
8 7.274
9 2.018
9 2.066
9 2.118
9 2.156
9 2.157
9 2.207
9 2.292
9 2.362
9 2.434
9 2.454
9 2.484
9 2.524
9 2.569
9 2.626
9 2.659
9 2.734
9 2.816
9 2.83
9 2.913
9 2.939
9 2.995
9 3.007
9 3.042
9 3.097
9 3.134
9 3.186
9 3.223
9 3.258
9 3.303
9 3.344
9 3.564
9 3.694
9 3.922
9 4.14
9 4.393
9 4.638
9 4.874
9 5.113
9 5.31
9 5.67
9 5.795
9 5.986
9 6.189
9 6.188
9 5.918
9 5.879
9 5.737
9 5.477
9 5.66
9 5.737
9 5.952
9 6.044
9 6.228
9 6.365
9 6.632
9 6.798
9 6.903
10 2.033
10 2.115
10 2.155
10 2.177
10 2.227
10 2.281
10 2.336
10 2.413
10 2.478
10 2.512
10 2.567
10 2.61
10 2.627
10 2.693
10 2.759
10 2.806
10 2.849
10 2.924
