year curveMidRes0221
0 2.025
0 2.105
0 2.176
0 2.237
0 2.3
0 2.342
0 2.384
0 2.446
0 2.497
0 2.524
0 2.574
0 2.637
0 2.645
0 2.708
0 2.763
0 2.856
0 2.903
0 2.94
0 2.97
0 3.05
0 3.104
0 3.13
0 3.203
0 3.218
0 3.253
0 3.316
0 3.384
0 3.417
0 3.45
0 3.498
0 3.522
0 3.923
0 4.131
0 4.478
0 4.623
0 4.823
0 5.103
0 5.38
0 5.64
0 5.701
0 5.825
0 6.183
0 6.426
0 6.388
0 6.173
0 5.958
0 5.82
0 5.715
0 6.101
0 6.498
0 6.751
0 7.172
0 7.324
0 7.514
0 7.544
0 7.891
1 2.046
1 2.092
1 2.12
1 2.174
1 2.234
1 2.274
1 2.321
1 2.374
1 2.421
1 2.448
1 2.488
1 2.557
1 2.617
1 2.648
1 2.691
1 2.754
1 2.789
1 2.834
1 2.856
1 2.9
1 2.943
1 2.97
1 3.006
1 3.078
1 3.108
1 3.152
1 3.225
1 3.273
1 3.319
1 3.384
1 3.59
1 3.959
1 4.328
1 4.668
1 4.826
1 5.15
1 5.412
1 5.686
1 5.842
1 6.077
1 6.408
1 6.448
1 6.543
1 6.547
1 6.364
1 6.164
1 5.981
1 5.609
1 5.537
1 5.965
1 6.161
1 6.308
1 6.597
1 6.629
1 6.825
1 7.21
1 7.359
2 2.04
2 2.112
2 2.131
2 2.192
2 2.223
2 2.261
2 2.3
2 2.33
2 2.371
2 2.423
2 2.488
2 2.545
2 2.622
2 2.636
2 2.718
2 2.797
2 2.867
2 2.93
2 2.934
2 2.981
2 3.03
2 3.119
2 3.175
2 3.219
2 3.236
2 3.26
2 3.357
2 3.421
2 3.478
2 3.53
2 3.749
2 3.819
2 3.953
2 4.02
2 4.271
2 4.482
2 4.598
2 4.739
2 4.987
2 5.232
2 5.292
2 5.425
2 5.662
2 5.728
2 5.652
2 5.417
2 5.06
2 4.82
2 4.519
2 4.937
2 5.323
2 5.516
2 5.63
2 5.91
2 6.19
2 6.381
3 2.037
3 2.093
3 2.167
3 2.201
3 2.269
3 2.321
3 2.341
3 2.381
3 2.415
3 2.458
3 2.505
3 2.599
3 2.68
3 2.714
3 2.791
3 2.81
3 2.894
3 2.958
3 3.01
3 3.098
3 3.169
3 3.223
3 3.243
3 3.265
3 3.31
3 3.365
3 3.433
3 3.446
3 3.477
3 3.523
3 3.654
3 3.926
3 4.176
3 4.318
3 4.49
3 4.904
3 4.999
3 5.191
3 5.347
3 5.668
3 5.861
3 6.184
3 6.48
3 6.721
3 6.479
3 6.279
3 5.912
3 5.644
3 5.341
3 5.63
3 5.722
3 5.95
3 6.257
3 6.665
3 6.823
3 7.113
3 7.22
4 2.005
4 2.071
4 2.11
4 2.158
4 2.194
4 2.258
4 2.277
4 2.33
4 2.39
4 2.432
4 2.481
4 2.573
4 2.635
4 2.694
4 2.743
4 2.782
4 2.871
4 2.923
4 2.957
4 2.984
4 3.056
4 3.135
4 3.185
4 3.266
4 3.334
4 3.371
4 3.411
4 3.469
4 3.488
4 3.558
4 3.568
4 3.646
4 3.912
4 4.114
4 4.24
4 4.483
4 4.709
4 4.988
4 5.226
4 5.508
4 5.88
4 6.17
4 6.463
4 6.82
4 7.037
4 7.08
4 6.861
4 6.699
4 6.468
4 6.253
4 6.2
4 6.511
4 6.559
4 6.66
4 6.888
4 7.301
4 7.482
4 7.774
5 2.015
5 2.094
5 2.129
5 2.162
5 2.212
5 2.253
5 2.297
5 2.343
5 2.378
5 2.427
5 2.475
5 2.547
5 2.617
5 2.684
5 2.728
5 2.766
5 2.845
5 2.879
5 2.911
5 2.956
5 2.983
5 3.027
5 3.063
5 3.119
5 3.171
5 3.234
5 3.267
5 3.315
5 3.358
5 3.402
5 3.443
5 3.462
5 3.723
5 3.84
5 3.914
5 4.193
5 4.387
5 4.488
5 4.746
5 4.842
5 5.053
5 5.222
5 5.422
5 5.637
5 5.856
5 5.696
5 5.597
5 5.475
5 5.229
5 5.132
5 5.488
5 5.716
5 6.1
5 6.351
5 6.457
5 6.61
5 6.881
5 7.275
5 7.569
6 2.006
6 2.06
6 2.112
6 2.15
6 2.184
6 2.245
6 2.299
6 2.342
6 2.405
6 2.443
6 2.533
6 2.586
6 2.684
6 2.695
6 2.759
6 2.802
6 2.869
6 2.918
6 2.995
6 3.06
6 3.128
6 3.152
6 3.197
6 3.25
6 3.308
6 3.366
6 3.381
6 3.397
6 3.445
6 3.482
6 3.544
6 3.942
6 4.105
6 4.225
6 4.561
6 4.764
6 5.057
6 5.365
6 5.595
6 5.986
6 6.281
6 6.539
6 6.778
6 7.062
6 7.261
6 7.045
6 6.7
6 6.632
6 6.331
6 6.022
6 6.083
6 6.441
6 6.535
6 6.891
6 7.294
6 7.38
6 7.535
6 7.736
7 2.028
7 2.043
7 2.099
7 2.187
7 2.264
7 2.33
7 2.37
7 2.41
7 2.482
7 2.556
7 2.575
7 2.621
7 2.705
7 2.763
7 2.859
7 2.941
7 3.008
7 3.065
7 3.143
7 3.193
7 3.253
7 3.31
7 3.358
7 3.403
7 3.466
7 3.537
7 3.579
7 3.629
7 3.695
7 3.713
7 3.742
7 3.821
7 4.047
7 4.266
7 4.553
7 4.788
7 5.099
7 5.458
7 5.731
7 5.88
7 6.267
7 6.415
7 6.503
7 6.794
7 6.789
7 6.445
7 6.195
7 5.922
7 5.632
7 5.893
7 6.237
7 6.376
7 6.641
7 6.957
7 7.135
7 7.375
7 7.589
8 2.014
8 2.033
8 2.098
8 2.17
8 2.205
8 2.249
8 2.335
8 2.375
8 2.466
8 2.512
8 2.542
8 2.576
8 2.634
8 2.696
8 2.784
8 2.837
8 2.863
8 2.943
8 3.023
8 3.078
8 3.157
8 3.233
8 3.304
8 3.333
8 3.366
8 3.432
8 3.458
8 3.478
8 3.537
8 3.602
8 3.624
8 3.641
8 3.679
8 3.949
8 4.003
8 4.14
8 4.285
8 4.383
8 4.592
8 4.738
8 4.953
8 5.148
8 5.284
8 5.405
8 5.578
8 5.74
8 5.819
8 5.514
8 5.28
8 5.091
8 4.944
8 5.181
8 5.569
8 5.891
8 6.103
8 6.399
8 6.535
8 6.674
8 6.854
8 6.906
9 2.017
9 2.053
9 2.105
9 2.157
9 2.222
9 2.292
9 2.319
9 2.406
9 2.48
9 2.51
9 2.545
9 2.592
9 2.644
9 2.679
9 2.721
9 2.744
9 2.776
9 2.799
9 2.842
9 2.902
9 2.939
9 3.003
9 3.063
9 3.142
9 3.186
9 3.267
9 3.321
9 3.328
9 3.358
9 3.396
9 3.444
9 3.468
9 3.534
9 3.739
9 3.891
9 4.08
9 4.238
9 4.406
9 4.659
9 5.003
9 5.173
9 5.442
9 5.76
9 5.894
9 6.295
9 6.498
9 6.833
9 6.908
9 6.686
9 6.603
9 6.307
9 6.21
9 5.933
9 5.914
9 6.168
9 6.513
9 6.948
9 7.139
9 7.487
9 7.752
9 7.983
9 8.201
10 2.001
10 2.053
10 2.092
10 2.096
10 2.147
10 2.198
10 2.212
10 2.245
10 2.268
10 2.33
10 2.389
10 2.434
10 2.497
10 2.567
10 2.615
10 2.691
10 2.727
10 2.745
10 2.811
10 2.893
10 2.94
10 2.959
10 3.008
10 3.049
10 3.053
10 3.094
10 3.154
10 3.172
10 3.225
10 3.289
10 3.52
10 3.816
10 4.095
10 4.273
10 4.511
10 4.835
10 4.952
10 5.185
10 5.36
10 5.789
10 6.091
10 6.299
10 6.237
10 5.931
10 5.825
10 5.511
10 5.426
10 5.518
10 5.816
10 6.205
10 6.407
10 6.701
10 6.734
10 7.04
10 7.149
11 2.026
11 2.105
11 2.154
11 2.18
11 2.261
11 2.352
11 2.404
11 2.429
11 2.453
11 2.509
11 2.558
11 2.607
11 2.618
11 2.697
11 2.764
11 2.841
11 2.914
11 2.992
11 3.009
11 3.055
11 3.07
11 3.125
11 3.146
11 3.201
11 3.251
11 3.3
11 3.366
11 3.44
11 3.472
11 3.517
11 3.565
11 3.616
11 3.756
11 4.06
11 4.229
11 4.548
11 4.738
11 4.761
11 4.969
11 5.296
11 5.604
11 5.788
11 5.959
11 6.129
11 6.193
11 6.114
11 5.934
11 5.84
11 5.499
11 5.666
11 5.822
11 6.141
11 6.327
11 6.456
11 6.621
11 6.781
11 7.127
11 7.288
12 2.03
12 2.067
12 2.097
12 2.147
12 2.222
12 2.243
12 2.3
12 2.377
12 2.39
12 2.411
12 2.478
12 2.526
12 2.565
12 2.616
12 2.698
12 2.753
12 2.802
12 2.847
12 2.917
12 2.948
12 2.986
12 3.037
12 3.08
12 3.151
12 3.214
12 3.267
12 3.288
12 3.356
12 3.405
12 3.459
12 3.541
12 3.574
12 3.604
12 3.978
12 4.082
12 4.175
12 4.318
12 4.643
12 5.026
12 5.27
12 5.55
12 5.878
12 6.094
12 6.248
12 6.475
12 6.78
12 6.933
12 6.836
12 6.71
12 6.668
12 6.387
12 6.178
12 6.51
12 6.89
12 7.287
12 7.422
12 7.814
12 8.115
12 8.348
12 8.624
12 8.671
13 2.047
13 2.098
13 2.134
13 2.166
13 2.205
13 2.223
13 2.259
13 2.284
13 2.34
13 2.366
13 2.412
13 2.471
13 2.556
13 2.586
13 2.653
13 2.734
13 2.784
13 2.839
13 2.882
13 2.935
13 2.971
13 3.012
13 3.095
13 3.143
13 3.154
13 3.187
13 3.224
13 3.234
13 3.324
13 3.378
13 3.446
13 3.494
13 3.896
13 4.206
13 4.334
13 4.746
13 4.977
13 5.402
13 5.608
13 5.908
13 6.236
13 6.516
13 6.662
13 7.053
13 6.945
13 6.66
13 6.529
13 6.13
13 5.974
13 6.324
13 6.583
13 6.976
13 7.068
13 7.22
13 7.377
13 7.615
13 7.931
14 2.02
14 2.077
14 2.133
14 2.184
14 2.239
14 2.292
14 2.33
14 2.385
14 2.394
14 2.428
14 2.497
14 2.55
14 2.564
14 2.607
14 2.662
14 2.672
14 2.737
14 2.788
14 2.849
14 2.906
14 2.979
14 3.045
14 3.088
14 3.122
14 3.192
14 3.239
14 3.317
14 3.393
14 3.418
14 3.471
14 3.666
14 3.908
14 4.291
14 4.451
14 4.647
14 4.997
14 5.035
14 5.254
14 5.377
14 5.526
14 5.641
14 5.982
14 6.179
14 6.188
14 5.823
14 5.81
14 5.473
14 5.142
14 5.164
14 5.333
14 5.553
14 5.86
14 6.176
14 6.423
14 6.882
14 7.144
14 7.156
15 2.032
15 2.09
15 2.159
15 2.242
15 2.301
15 2.373
15 2.425
15 2.481
15 2.519
15 2.571
15 2.589
15 2.625
15 2.703
15 2.745
15 2.781
15 2.836
15 2.85
15 2.919
15 2.959
15 2.967
15 3.041
15 3.095
15 3.183
15 3.248
15 3.29
15 3.301
15 3.375
15 3.42
15 3.453
15 3.509
15 3.589
15 3.651
15 4.028
15 4.185
15 4.305
15 4.403
15 4.592
15 4.739
15 4.969
15 5.295
15 5.537
15 5.837
15 6.2
15 6.368
15 6.476
15 6.552
15 6.298
15 6.118
15 5.949
15 5.525
15 5.571
15 5.749
15 6.073
15 6.163
15 6.583
15 6.77
15 6.972
15 7.188
16 2.022
16 2.097
16 2.174
16 2.222
16 2.285
16 2.314
16 2.349
16 2.433
16 2.482
16 2.563
16 2.609
16 2.645
16 2.711
16 2.765
16 2.83
16 2.907
16 2.963
16 3.002
16 3.054
16 3.096
16 3.137
16 3.203
16 3.288
16 3.317
16 3.324
16 3.378
16 3.43
16 3.484
16 3.535
16 3.569
16 3.806
16 4.143
16 4.499
16 4.732
16 4.914
16 5.149
16 5.417
16 5.62
16 5.87
16 6.232
16 6.334
16 6.394
16 6.593
16 6.439
16 6.308
16 6.079
16 5.883
16 5.653
16 5.958
16 6.298
16 6.549
16 6.707
16 7.091
16 7.217
16 7.523
16 7.671
17 2.043
17 2.05
17 2.09
17 2.162
17 2.211
17 2.268
17 2.353
17 2.416
17 2.455
17 2.5
17 2.546
17 2.609
17 2.629
17 2.693
17 2.742
17 2.76
17 2.826
17 2.9
17 2.985
17 3.032
17 3.074
17 3.11
17 3.173
17 3.252
17 3.297
17 3.352
17 3.396
17 3.461
17 3.514
17 3.553
17 3.599
17 3.65
17 3.702
17 3.845
17 4.049
17 4.326
17 4.499
17 4.797
17 4.827
17 5.08
17 5.354
17 5.553
17 5.888
17 6.07
17 6.185
17 6.049
17 5.647
17 5.302
17 5.096
17 5.114
17 5.344
17 5.681
17 5.922
17 6.142
17 6.395
17 6.511
17 6.712
18 2.046
18 2.066
18 2.116
18 2.173
18 2.268
18 2.345
18 2.404
18 2.437
18 2.474
18 2.547
18 2.63
18 2.695
18 2.763
18 2.804
18 2.858
18 2.913
18 2.946
18 2.992
18 3.016
18 3.075
18 3.165
18 3.198
18 3.25
18 3.288
18 3.358
18 3.393
18 3.451
18 3.488
18 3.53
18 3.613
18 3.682
18 3.726
18 3.927
18 4.132
18 4.503
18 4.583
18 4.822
18 4.945
18 5.163
18 5.279
18 5.553
18 5.692
18 6.068
18 6.413
18 6.435
18 6.251
18 6.107
18 5.915
18 5.519
18 5.316
18 5.46
18 5.734
18 6.019
18 6.278
18 6.372
18 6.666
18 6.936
18 7.292
18 7.452
19 2.034
19 2.103
19 2.178
19 2.24
19 2.302
19 2.34
19 2.392
19 2.466
19 2.535
19 2.57
19 2.596
19 2.617
19 2.669
19 2.686
19 2.733
19 2.772
19 2.8
19 2.841
19 2.884
19 2.939
19 2.945
19 2.965
19 3.009
19 3.083
19 3.145
19 3.193
19 3.241
19 3.314
19 3.353
19 3.401
19 3.484
19 3.772
19 3.913
19 4.136
19 4.366
19 4.579
19 4.959
19 5.162
19 5.335
19 5.475
19 5.727
19 5.847
19 6.084
19 6.2
19 6.181
19 6.121
19 5.832
19 5.738
19 5.582
19 5.722
19 6.053
19 6.401
19 6.87
19 7.102
19 7.256
19 7.34
19 7.444
19 7.789
20 2.004
20 2.049
20 2.118
20 2.165
20 2.217
20 2.285
20 2.346
20 2.356
20 2.414
20 2.47
20 2.509
20 2.543
20 2.57
20 2.6
20 2.656
20 2.737
20 2.768
20 2.847
20 2.887
20 2.971
20 3.034
20 3.099
20 3.165
20 3.218
20 3.282
20 3.325
20 3.399
20 3.45
20 3.535
20 3.631
20 3.676
20 3.701
20 4.021
20 4.234
20 4.479
20 4.716
20 4.883
20 5.165
20 5.248
20 5.462
20 5.761
20 6.012
20 6.245
20 6.281
20 6.345
20 6.176
20 5.921
20 5.651
20 5.386
20 5.545
20 5.833
20 6.12
20 6.183
20 6.629
20 6.884
20 7.04
20 7.321
20 7.542
21 2.01
21 2.056
21 2.108
21 2.157
21 2.22
21 2.279
21 2.327
21 2.336
21 2.354
21 2.421
21 2.478
21 2.519
21 2.563
21 2.613
21 2.678
21 2.72
21 2.723
21 2.745
21 2.789
21 2.824
21 2.881
21 2.901
21 2.965
21 3.002
21 3.059
21 3.087
21 3.096
21 3.124
21 3.183
21 3.212
21 3.242
21 3.3
21 3.332
21 3.487
21 3.679
21 3.805
21 4.121
21 4.245
21 4.548
21 4.918
21 5.201
21 5.415
21 5.587
21 5.751
21 5.845
21 5.639
21 5.297
21 5.105
21 4.853
21 5.319
21 5.567
21 5.927
21 6.253
21 6.495
21 6.625
21 6.928
22 2.028
22 2.091
22 2.117
22 2.15
22 2.224
22 2.312
22 2.355
22 2.434
22 2.498
22 2.564
22 2.607
22 2.668
22 2.694
22 2.744
22 2.809
22 2.886
22 2.913
22 2.975
22 3.022
22 3.072
22 3.082
22 3.131
22 3.168
22 3.223
22 3.275
22 3.324
22 3.362
22 3.42
22 3.49
22 3.522
22 3.565
22 3.662
22 3.704
22 3.836
22 3.951
22 4.271
22 4.478
22 4.673
22 4.838
22 5.158
22 5.411
22 5.597
22 5.707
22 5.891
22 5.92
22 5.723
22 5.502
22 5.317
22 5.176
22 5.466
22 5.717
22 5.969
22 6.114
22 6.153
22 6.339
22 6.579
22 6.976
22 7.055
23 2.044
23 2.101
23 2.171
23 2.2
23 2.291
23 2.355
23 2.423
23 2.463
23 2.542
23 2.552
23 2.602
23 2.666
23 2.715
23 2.758
23 2.829
23 2.846
23 2.887
23 2.964
23 3.056
23 3.093
23 3.128
23 3.199
23 3.239
23 3.274
23 3.284
23 3.329
23 3.411
23 3.484
23 3.546
23 3.584
23 3.606
23 3.68
23 3.73
23 3.93
23 4.18
23 4.461
23 4.741
23 4.894
23 5.285
23 5.428
23 5.858
23 6.06
23 6.259
23 6.565
23 6.672
23 6.892
23 6.92
23 6.656
23 6.507
23 6.265
23 6.078
23 6.079
23 6.484
23 6.699
23 6.916
23 7.211
23 7.38
23 7.697
23 7.859
23 8.053
23 8.098
24 2.017
24 2.027
24 2.104
24 2.16
24 2.199
24 2.265
24 2.311
24 2.351
24 2.421
24 2.512
24 2.577
24 2.599
24 2.609
24 2.704
24 2.73
24 2.76
24 2.795
24 2.843
24 2.902
24 2.979
24 3.017
24 3.089
24 3.149
24 3.182
24 3.235
24 3.278
24 3.288
24 3.343
24 3.426
24 3.465
24 3.488
24 3.544
24 3.632
24 3.962
24 4.084
24 4.369
24 4.494
24 4.615
24 4.796
24 5.196
24 5.556
24 5.955
24 6.15
24 6.24
24 6.338
24 6.295
24 6.161
24 5.818
24 5.689
24 5.443
24 5.865
24 6.255
24 6.365
24 6.533
24 6.827
24 6.987
24 7.328
24 7.533
25 2.048
25 2.142
25 2.184
25 2.241
25 2.326
25 2.36
25 2.402
25 2.478
25 2.549
25 2.615
25 2.662
25 2.702
25 2.72
25 2.77
25 2.805
25 2.865
25 2.912
25 2.975
25 3.015
25 3.072
25 3.09
25 3.109
25 3.168
25 3.185
25 3.199
25 3.242
25 3.285
25 3.331
25 3.367
25 3.43
25 3.49
25 3.522
25 3.812
25 4.12
25 4.252
25 4.528
25 4.716
25 4.873
25 5.142
25 5.422
25 5.629
25 5.786
25 5.994
25 6.176
25 6.486
25 6.41
25 6.296
25 5.88
25 5.612
25 5.301
25 5.085
25 5.326
25 5.404
25 5.662
25 5.938
25 6.096
25 6.436
25 6.699
25 6.858
26 2.042
26 2.104
26 2.121
26 2.171
26 2.213
26 2.231
26 2.293
26 2.319
26 2.369
26 2.453
26 2.475
26 2.556
26 2.591
26 2.652
26 2.726
26 2.787
26 2.848
26 2.874
26 2.94
26 2.996
26 3.043
26 3.124
26 3.149
26 3.19
26 3.237
26 3.281
26 3.323
26 3.338
26 3.38
26 3.451
26 3.522
26 3.738
26 3.957
26 4.23
26 4.422
26 4.52
26 4.872
26 5.179
26 5.375
26 5.704
26 5.821
26 6.114
26 6.21
26 6.422
26 6.586
26 6.44
26 6.154
26 5.893
26 5.585
26 5.283
26 5.455
26 5.877
26 6.04
26 6.105
26 6.472
26 6.787
26 6.945
26 7.379
26 7.473
27 2.042
27 2.092
27 2.159
27 2.209
27 2.293
27 2.344
27 2.377
27 2.424
27 2.479
27 2.502
27 2.566
27 2.608
27 2.647
27 2.655
27 2.694
27 2.726
27 2.806
27 2.834
27 2.871
27 2.906
27 2.965
27 3.017
27 3.086
27 3.147
27 3.186
27 3.225
27 3.279
27 3.323
27 3.357
27 3.427
27 3.517
27 3.735
27 4.1
27 4.227
27 4.457
27 4.465
27 4.712
27 4.859
27 5.14
27 5.4
27 5.672
27 5.944
27 6.254
27 6.441
27 6.212
27 5.95
27 5.683
27 5.525
27 5.307
27 5.506
27 5.974
27 6.072
27 6.411
27 6.583
27 6.913
27 7.071
27 7.166
28 2.016
28 2.097
28 2.12
28 2.163
28 2.211
28 2.282
28 2.307
28 2.329
28 2.376
28 2.429
28 2.496
28 2.559
28 2.57
28 2.603
28 2.665
28 2.718
28 2.806
28 2.859
28 2.9
28 2.933
28 3.006
28 3.056
28 3.105
28 3.14
28 3.202
28 3.21
28 3.259
28 3.301
28 3.31
28 3.373
28 3.584
28 3.997
28 4.272
28 4.468
28 4.716
28 5.04
28 5.265
28 5.322
28 5.404
28 5.559
28 5.839
28 6.227
28 6.303
28 6.554
28 6.656
28 6.333
28 6.069
28 5.893
28 5.565
28 5.558
28 5.962
28 6.045
28 6.265
28 6.514
28 6.944
28 7.336
28 7.551
29 2.031
29 2.108
29 2.131
29 2.179
29 2.257
29 2.283
29 2.343
29 2.419
29 2.472
29 2.514
29 2.557
29 2.649
29 2.686
29 2.744
29 2.79
29 2.821
29 2.88
29 2.914
29 2.931
29 3.019
29 3.074
29 3.11
29 3.191
29 3.225
29 3.273
29 3.287
29 3.328
29 3.351
29 3.418
29 3.433
29 3.512
29 3.556
29 3.736
29 3.924
29 4.115
29 4.35
29 4.605
29 4.817
29 4.955
29 5.192
29 5.561
29 5.951
29 6.159
29 5.773
29 5.686
29 5.572
29 5.354
29 5.402
29 5.456
29 5.712
29 6.024
29 6.322
29 6.508
29 6.716
29 6.865
29 7.111
30 2.033
30 2.074
30 2.12
30 2.169
